food_name,food_id,drug_name,drug_id,verdict
Triglycerides (Dietary Fat),9,torasemide,1308,DrugBank-text
Triglycerides (Dietary Fat),9,spironolactone,1201,DrugBank-text
Triglycerides (Dietary Fat),9,ketoconazole,678,DrugBank-text
Triglycerides (Dietary Fat),9,itraconazole,669,DrugBank-text
Na+,25,enalapril,435,LIT-confirmed
Na+,25,ramipril,1092,LIT-confirmed
Na+,25,captopril,198,LIT-confirmed
Na+,25,perindopril,988,LIT-confirmed
Potassium,22,t,1824,LIT-confirmed
Potassium,22,codeine,287,PubMed-NLP
Potassium,22,tamoxifen,1230,PubMed-NLP
High-Fat Meal — Saturated Fats + Oleic Acid + Omega-3 (Triple Lipid),9,triamterene,1321,DrugBank-text
High-Fat Meal — Saturated Fats + Oleic Acid + Omega-3 (Triple Lipid),9,haloperidol,601,LIT-confirmed
High-Fat Meal — Saturated Fats + Oleic Acid + Omega-3 (Triple Lipid),9,codeine,287,DrugBank-text
High-Fat Meal — Saturated Fats + Oleic Acid + Omega-3 (Triple Lipid),9,tamoxifen,1230,DrugBank-text
L-Arginine + Vitamin E (Almonds),512,spironolactone,1201,PubMed-NLP
L-Arginine + Vitamin E (Almonds),512,amiloride,50,PubMed-NLP
L-Arginine + Vitamin E (Almonds),512,triamterene,1321,PubMed-NLP
L-Arginine + Vitamin E (Almonds),512,isotretinoin,666,PubMed-NLP
L-Arginine + Vitamin E (Almonds),512,phenelzine,994,DrugBank-text
L-Arginine + Vitamin E (Almonds),512,tranylcypromine,1316,DrugBank-text
L-Arginine + Vitamin E (Almonds),512,isocarboxazid,662,DrugBank-text
L-Arginine + Vitamin E (Almonds),512,selegiline,1158,DrugBank-text
L-Arginine + Vitamin E (Almonds),512,fluoxetine,541,DrugBank-text
L-Arginine + Vitamin E (Almonds),512,sertraline,1166,DrugBank-text
Sucrose / Glucose,514,cyclosporine,306,PubMed-NLP
Sucrose / Glucose,514,isotretinoin,666,PubMed-NLP
Sucrose / Glucose,514,simvastatin,1174,PubMed-NLP
Sucrose / Glucose,514,phenelzine,994,DrugBank-text
Sucrose / Glucose,514,tranylcypromine,1316,DrugBank-text
Sucrose / Glucose,514,isocarboxazid,662,DrugBank-text
Sucrose / Glucose,514,selegiline,1158,DrugBank-text
Sucrose / Glucose,514,fluoxetine,541,DrugBank-text
Sucrose / Glucose,514,sertraline,1166,DrugBank-text
Sucrose / Glucose,514,diazepam,363,PubMed-NLP
Sucrose / Glucose,514,alprazolam,42,PubMed-NLP
Sucrose / Glucose,514,lorazepam,742,PubMed-NLP
Potassium + Sorbitol (Almonds),22,sildenafil,1168,LIT-confirmed
Potassium + Sorbitol (Almonds),22,isosorbide mononitrate,665,LIT-confirmed
Potassium + Sorbitol (Almonds),22,nitroglycerin,900,LIT-confirmed
Potassium + Sorbitol (Almonds),22,empagliflozin,433,PubMed-NLP
Potassium + Sorbitol (Almonds),22,dapagliflozin,322,PubMed-NLP
Potassium + Sorbitol (Almonds),22,canagliflozin,190,PubMed-NLP
Potassium + Sorbitol (Almonds),22,phenelzine,994,DrugBank-text
Potassium + Sorbitol (Almonds),22,tranylcypromine,1316,DrugBank-text
Potassium + Sorbitol (Almonds),22,isocarboxazid,662,DrugBank-text
Potassium + Sorbitol (Almonds),22,selegiline,1158,DrugBank-text
Potassium + Sorbitol (Almonds),22,fluoxetine,541,DrugBank-text
Potassium + Sorbitol (Almonds),22,sertraline,1166,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,sildenafil,1168,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,t,1824,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,isosorbide mononitrate,665,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,nitroglycerin,900,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,empagliflozin,433,PubMed-NLP
Double-Fried Lecithin (Almond Paste),189,dapagliflozin,322,PubMed-NLP
Double-Fried Lecithin (Almond Paste),189,canagliflozin,190,PubMed-NLP
Double-Fried Lecithin (Almond Paste),189,lisinopril,732,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,enalapril,435,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,ramipril,1092,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,captopril,198,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,perindopril,988,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,spironolactone,1201,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,amiloride,50,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,triamterene,1321,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,phenelzine,994,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,tranylcypromine,1316,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,isocarboxazid,662,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,selegiline,1158,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,fluoxetine,541,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,sertraline,1166,DrugBank-text
Crocin + Safranal (Saffron),454,lisinopril,732,PubMed-NLP
Crocin + Safranal (Saffron),454,enalapril,435,PubMed-NLP
Crocin + Safranal (Saffron),454,ramipril,1092,PubMed-NLP
Crocin + Safranal (Saffron),454,captopril,198,PubMed-NLP
Crocin + Safranal (Saffron),454,perindopril,988,PubMed-NLP
Crocin + Safranal (Saffron),454,spironolactone,1201,PubMed-NLP
Crocin + Safranal (Saffron),454,amiloride,50,PubMed-NLP
Crocin + Safranal (Saffron),454,triamterene,1321,PubMed-NLP
Linalool + Geraniol (Orange Blossom / Rose Water),194,empagliflozin,433,PubMed-NLP
Linalool + Geraniol (Orange Blossom / Rose Water),194,dapagliflozin,322,PubMed-NLP
Linalool + Geraniol (Orange Blossom / Rose Water),194,canagliflozin,190,PubMed-NLP
Benzaldehyde,1399,aspirin,1469,PubMed-NLP
Benzaldehyde,1399,clopidogrel,278,PubMed-NLP
Benzaldehyde,1399,nsaid,1609,PubMed-NLP
Benzaldehyde,1399,ibuprofen,618,PubMed-NLP
Benzaldehyde,1399,naproxen,872,PubMed-NLP
Benzaldehyde,1399,cyclosporine,306,PubMed-NLP
Benzaldehyde,1399,isotretinoin,666,PubMed-NLP
Benzaldehyde,1399,statins,1772,PubMed-NLP
Albumin+Choline,579,cyclosporine,306,PubMed-NLP
Sucrose+Fructose+Glucose,340,aspirin,1469,PubMed-NLP
Sucrose+Fructose+Glucose,340,clopidogrel,278,PubMed-NLP
Sucrose+Fructose+Glucose,340,nsaid,1609,PubMed-NLP
Sucrose+Fructose+Glucose,340,ibuprofen,618,PubMed-NLP
Sucrose+Fructose+Glucose,340,naproxen,872,PubMed-NLP
Sucrose+Fructose+Glucose,340,isotretinoin,666,DrugBank-named
LipidCoatedStarch,666,metformin,794,DrugBank-text
LipidCoatedStarch,666,insulin,1615,DrugBank-text
LipidCoatedStarch,666,lisinopril,732,DrugBank-text
LipidCoatedStarch,666,enalapril,435,DrugBank-text
LipidCoatedStarch,666,ramipril,1092,DrugBank-text
LipidCoatedStarch,666,captopril,198,DrugBank-text
LipidCoatedStarch,666,perindopril,988,DrugBank-text
LipidCoatedStarch,666,spironolactone,1201,DrugBank-text
LipidCoatedStarch,666,amiloride,50,DrugBank-text
LipidCoatedStarch,666,triamterene,1321,DrugBank-text
LipidCoatedStarch,666,diazepam,363,DrugBank-text
LipidCoatedStarch,666,alprazolam,42,DrugBank-text
LipidCoatedStarch,666,lorazepam,742,DrugBank-text
LipidCoatedStarch,666,omeprazole,924,DrugBank-text
LipidCoatedStarch,666,lansoprazole,690,DrugBank-text
LipidCoatedStarch,666,erythromycin,456,DrugBank-text
LipidCoatedStarch,666,clarithromycin,263,DrugBank-text
LipidCoatedStarch,666,azithromycin,112,DrugBank-text
Potassium + Insoluble Fiber,10,insulin,1615,PubMed-NLP
Potassium + Insoluble Fiber,10,enalapril,435,LIT-confirmed
Potassium + Insoluble Fiber,10,ramipril,1092,LIT-confirmed
Potassium + Insoluble Fiber,10,captopril,198,LIT-confirmed
Potassium + Insoluble Fiber,10,perindopril,988,LIT-confirmed
Potassium + Insoluble Fiber,10,spironolactone,1201,LIT-confirmed
Potassium + Insoluble Fiber,10,amiloride,50,LIT-confirmed
Potassium + Insoluble Fiber,10,triamterene,1321,LIT-confirmed
Potassium + Insoluble Fiber,10,diazepam,363,LIT-confirmed
Potassium + Insoluble Fiber,10,alprazolam,42,LIT-confirmed
Potassium + Insoluble Fiber,10,lorazepam,742,LIT-confirmed
Sodium Bicarbonate + CO₂,25,metformin,794,DrugBank-text
Sodium Bicarbonate + CO₂,25,insulin,1615,DrugBank-text
Sodium Bicarbonate + CO₂,25,amiloride,50,LIT-confirmed
Sodium Bicarbonate + CO₂,25,triamterene,1321,LIT-confirmed
Sodium Bicarbonate + CO₂,25,diazepam,363,DrugBank-text
Sodium Bicarbonate + CO₂,25,alprazolam,42,DrugBank-text
Sodium Bicarbonate + CO₂,25,lorazepam,742,DrugBank-text
Sodium Bicarbonate + CO₂,25,azithromycin,112,DrugBank-text
Pyrodextrins+InsolFiber,1000,warfarin,1396,LIT-confirmed
Pyrodextrins+InsolFiber,1000,digoxin,378,LIT-confirmed
Pyrodextrins+InsolFiber,1000,lithium,1475,LIT-confirmed
Pyrodextrins+InsolFiber,1000,levothyroxine,722,LIT-confirmed
Pyrodextrins+InsolFiber,1000,phenytoin,1004,LIT-confirmed
Potassium (Date Paste — High Load),22,statins,1772,DrugBank-named
Potassium (Date Paste — High Load),22,cyclosporine,306,DrugBank-named
Potassium (Date Paste — High Load),22,isotretinoin,666,DrugBank-named
Potassium (Date Paste — High Load),22,simvastatin,1174,DrugBank-named
Potassium (Date Paste — High Load),22,warfarin,1396,DrugBank-named
Potassium (Date Paste — High Load),22,digoxin,378,DrugBank-named
Potassium (Date Paste — High Load),22,lithium,1475,DrugBank-named
Potassium (Date Paste — High Load),22,phenytoin,1004,DrugBank-named
Butter + Grain Starch,324,lisinopril,732,DrugBank-text
Butter + Grain Starch,324,enalapril,435,DrugBank-text
Butter + Grain Starch,324,ramipril,1092,DrugBank-text
Butter + Grain Starch,324,captopril,198,DrugBank-text
Butter + Grain Starch,324,perindopril,988,DrugBank-text
Butter + Grain Starch,324,spironolactone,1201,DrugBank-text
Butter + Grain Starch,324,amiloride,50,DrugBank-text
Butter + Grain Starch,324,triamterene,1321,DrugBank-text
Butter + Grain Starch,324,warfarin,1396,DrugBank-text
Butter + Grain Starch,324,digoxin,378,DrugBank-text
Butter + Grain Starch,324,lithium,1475,DrugBank-text
Butter + Grain Starch,324,levothyroxine,722,DrugBank-text
Butter + Grain Starch,324,phenytoin,1004,DrugBank-text
Honey,177,lisinopril,732,DrugBank-text
Honey,177,enalapril,435,DrugBank-text
Honey,177,ramipril,1092,DrugBank-text
Honey,177,captopril,198,DrugBank-text
Honey,177,perindopril,988,DrugBank-text
Honey,177,amiloride,50,DrugBank-text
Honey,177,triamterene,1321,DrugBank-text
Honey,177,orlistat,929,DrugBank-text
WalnutALA+Ellagitannins,1049,metformin,794,PubMed-NLP
WalnutALA+Ellagitannins,1049,insulin,1615,PubMed-NLP
WalnutALA+Ellagitannins,1049,empagliflozin,433,PubMed-NLP
WalnutALA+Ellagitannins,1049,dapagliflozin,322,PubMed-NLP
WalnutALA+Ellagitannins,1049,canagliflozin,190,PubMed-NLP
WalnutALA+Ellagitannins,1049,aspirin,1469,PubMed-NLP
WalnutALA+Ellagitannins,1049,clopidogrel,278,PubMed-NLP
WalnutALA+Ellagitannins,1049,warfarin,1396,PubMed-NLP
WalnutALA+Ellagitannins,1049,digoxin,378,LIT-confirmed
WalnutALA+Ellagitannins,1049,lithium,1475,LIT-confirmed
WalnutALA+Ellagitannins,1049,levothyroxine,722,LIT-confirmed
WalnutALA+Ellagitannins,1049,phenytoin,1004,LIT-confirmed
FructoseGlucose+Linalool,194,aspirin,1469,DrugBank-named
FructoseGlucose+Linalool,194,clopidogrel,278,DrugBank-named
FructoseGlucose+Linalool,194,warfarin,1396,DrugBank-named
FructoseGlucose+Linalool,194,t,1824,DrugBank-named
FructoseGlucose+Linalool,194,amiodarone,56,DrugBank-named
High-Fat Meal — Saturated Fats + Butyric Acid (Double Lipid),9,griseofulvin,596,LIT-confirmed
High-Fat Meal — Saturated Fats + Butyric Acid (Double Lipid),9,estradiol,1797,DrugBank-text
High-Fat Meal — Saturated Fats + Butyric Acid (Double Lipid),9,progesterone,1061,DrugBank-text
High-Fat Meal — Saturated Fats + Butyric Acid (Double Lipid),9,conjugated estrogens,292,DrugBank-text
BraidedLattice+3mm,831,isotretinoin,666,DrugBank-text
BraidedLattice+3mm,831,empagliflozin,433,DrugBank-text
BraidedLattice+3mm,831,dapagliflozin,322,DrugBank-text
BraidedLattice+3mm,831,canagliflozin,190,DrugBank-text
BraidedLattice+3mm,831,paracetamol,1923,DrugBank-text
BraidedLattice+3mm,831,atorvastatin,96,DrugBank-text
BraidedLattice+3mm,831,estradiol,1797,DrugBank-text
BraidedLattice+3mm,831,progesterone,1061,DrugBank-text
BraidedLattice+3mm,831,conjugated estrogens,292,DrugBank-text
BraidedLattice+3mm,831,tamoxifen,1230,DrugBank-text
BraidedLattice+3mm,831,diazepam,363,DrugBank-text
BraidedLattice+3mm,831,alprazolam,42,DrugBank-text
BraidedLattice+3mm,831,lorazepam,742,DrugBank-text
BraidedLattice+3mm,831,orlistat,929,DrugBank-text
Maillard + Honey Synergy,177,griseofulvin,596,LIT-confirmed
Maillard + Honey Synergy,177,paracetamol,1923,LIT-confirmed
Maillard + Honey Synergy,177,atorvastatin,96,LIT-confirmed
Sesamin+Sesamolin,1227,griseofulvin,596,PubMed-NLP
Sesamin+Sesamolin,1227,paracetamol,1923,PubMed-NLP
Sesamin+Sesamolin,1227,atorvastatin,96,PubMed-NLP
Sesamin+Sesamolin,1227,warfarin,1396,PubMed-NLP
Sesamin+Sesamolin,1227,diazepam,363,LIT-confirmed
Sesamin+Sesamolin,1227,alprazolam,42,LIT-confirmed
Sesamin+Sesamolin,1227,lorazepam,742,LIT-confirmed
L-Arginine + Niacin,512,griseofulvin,596,DrugBank-text
L-Arginine + Niacin,512,warfarin,1396,DrugBank-text
L-Arginine + Niacin,512,levothyroxine,722,DrugBank-text
L-Arginine + Niacin,512,phenytoin,1004,DrugBank-text
L-Arginine + Niacin,512,orlistat,929,DrugBank-text
Glucose/Fructose (Honey / Sugar Syrup),177,fe,1445,DrugBank-text
Amylopectin + Potassium,798,tamoxifen,1230,PubMed-NLP
Amylopectin + Potassium,798,estradiol,1797,PubMed-NLP
Amylopectin + Potassium,798,progesterone,1061,PubMed-NLP
Amylopectin + Potassium,798,conjugated estrogens,292,PubMed-NLP
Amylopectin + Potassium,798,levonorgestrel,720,PubMed-NLP
Amylopectin + Potassium,798,ethinylestradiol,476,PubMed-NLP
Amylopectin + Potassium,798,lisinopril,732,DrugBank-named
Amylopectin + Potassium,798,enalapril,435,DrugBank-named
Amylopectin + Potassium,798,ramipril,1092,DrugBank-named
Amylopectin + Potassium,798,captopril,198,DrugBank-named
Amylopectin + Potassium,798,perindopril,988,DrugBank-named
Amylopectin + Potassium,798,buspirone,174,DrugBank-named
Amylopectin + Potassium,798,losartan,745,DrugBank-named
Amylopectin + Potassium,798,spironolactone,1201,DrugBank-named
CuminAldehyde+Allicin,1011,tamoxifen,1230,PubMed-NLP
CuminAldehyde+Allicin,1011,estradiol,1797,PubMed-NLP
CuminAldehyde+Allicin,1011,progesterone,1061,PubMed-NLP
CuminAldehyde+Allicin,1011,conjugated estrogens,292,PubMed-NLP
CuminAldehyde+Allicin,1011,levonorgestrel,720,PubMed-NLP
CuminAldehyde+Allicin,1011,ethinylestradiol,476,PubMed-NLP
Gelatinised Starch + Potassium,737,metformin,794,PubMed-NLP
Gelatinised Starch + Potassium,737,insulin,1615,PubMed-NLP
Gelatinised Starch + Potassium,737,empagliflozin,433,PubMed-NLP
Gelatinised Starch + Potassium,737,dapagliflozin,322,PubMed-NLP
Gelatinised Starch + Potassium,737,canagliflozin,190,PubMed-NLP
Gelatinised Starch + Potassium,737,lisinopril,732,LIT-confirmed
Gelatinised Starch + Potassium,737,enalapril,435,LIT-confirmed
Gelatinised Starch + Potassium,737,ramipril,1092,LIT-confirmed
Gelatinised Starch + Potassium,737,captopril,198,LIT-confirmed
Gelatinised Starch + Potassium,737,perindopril,988,LIT-confirmed
Gelatinised Starch + Potassium,737,losartan,745,LIT-confirmed
Gelatinised Starch + Potassium,737,valsartan,1360,LIT-confirmed
Gelatinised Starch + Potassium,737,furosemide,563,LIT-confirmed
Gelatinised Starch + Potassium,737,torasemide,1308,LIT-confirmed
Quercetin+Allicin,279,empagliflozin,433,PubMed-NLP
Quercetin+Allicin,279,dapagliflozin,322,PubMed-NLP
Quercetin+Allicin,279,canagliflozin,190,PubMed-NLP
Apigenin+Cuminaldehyde,656,metformin,794,PubMed-NLP
Apigenin+Cuminaldehyde,656,insulin,1615,PubMed-NLP
Apigenin+Cuminaldehyde,656,empagliflozin,433,PubMed-NLP
Apigenin+Cuminaldehyde,656,dapagliflozin,322,PubMed-NLP
Apigenin+Cuminaldehyde,656,canagliflozin,190,PubMed-NLP
Apigenin+Cuminaldehyde,656,losartan,745,LIT-confirmed
Apigenin+Cuminaldehyde,656,valsartan,1360,LIT-confirmed
Saponins+Amylose,1046,acarbose,10,PubMed-NLP
Saponins+Amylose,1046,metformin,794,PubMed-NLP
Saponins+Amylose,1046,propranolol,1068,DrugBank-named
Saponins+Amylose,1046,phenytoin,1004,DrugBank-named
Saponins+Amylose,1046,cyclosporine,306,DrugBank-named
Cinnamaldehyde,797,acarbose,10,PubMed-NLP
Allicin+Piperine,264,propranolol,1068,PubMed-NLP
Allicin+Piperine,264,cyclosporine,306,PubMed-NLP
Allicin+Piperine,264,atorvastatin,96,LIT-confirmed
Allicin+Piperine,264,simvastatin,1174,LIT-confirmed
Allicin+Piperine,264,cholestyramine,245,LIT-confirmed
Soluble Fiber + Folate,10,methotrexate,802,PubMed-NLP
Soluble Fiber + Folate,10,folate,1462,PubMed-NLP
Soluble Fiber + Folate,10,pemetrexed,975,PubMed-NLP
Soluble Fiber + Folate,10,trimethoprim,1836,PubMed-NLP
Beta-Carotene + Minerals,718,methotrexate,802,DrugBank-text
Beta-Carotene + Minerals,718,folate,1462,DrugBank-text
Beta-Carotene + Minerals,718,pemetrexed,975,DrugBank-text
Beta-Carotene + Minerals,718,trimethoprim,1836,DrugBank-text
Beta-Carotene + Minerals,718,nsaid,1609,DrugBank-text
Beta-Carotene + Minerals,718,ibuprofen,618,DrugBank-text
Beta-Carotene + Minerals,718,naproxen,872,DrugBank-text
Curcumin+Gingerol+Piperine,13,methotrexate,802,PubMed-NLP
Curcumin+Gingerol+Piperine,13,folate,1462,PubMed-NLP
Curcumin+Gingerol+Piperine,13,pemetrexed,975,PubMed-NLP
Curcumin+Gingerol+Piperine,13,trimethoprim,1836,PubMed-NLP
Curcumin+Gingerol+Piperine,13,nsaid,1609,DrugBank-named
Curcumin+Gingerol+Piperine,13,ibuprofen,618,DrugBank-named
Curcumin+Gingerol+Piperine,13,naproxen,872,DrugBank-named
Allicin-LateAdd,452,warfarin,1396,DrugBank-named
Allicin-LateAdd,452,nsaid,1609,DrugBank-named
Allicin-LateAdd,452,ibuprofen,618,DrugBank-named
Allicin-LateAdd,452,naproxen,872,DrugBank-named
Allicin-LateAdd,452,cyclosporine,306,LIT-confirmed
Allicin-LateAdd,452,simvastatin,1174,LIT-confirmed
Allicin-LateAdd,452,midazolam,825,LIT-confirmed
Allicin-LateAdd,452,retinol,1697,PubMed-NLP
Allicin-LateAdd,452,isotretinoin,666,PubMed-NLP
Inositol+SolFiber,10,isotretinoin,666,PubMed-NLP
Inositol+SolFiber,10,cyclosporine,306,PubMed-NLP
Choline+Lutein+Leucine,197,atropine,98,LIT-confirmed
Choline+Lutein+Leucine,197,oxybutynin,946,LIT-confirmed
Choline+Lutein+Leucine,197,ne,1774,LIT-confirmed
Choline+Lutein+Leucine,197,donepezil,399,LIT-confirmed
Choline+Lutein+Leucine,197,isotretinoin,666,PubMed-NLP
Choline+Lutein+Leucine,197,griseofulvin,596,PubMed-NLP
Choline+Lutein+Leucine,197,cyclosporine,306,PubMed-NLP
Choline+Lutein+Leucine,197,paracetamol,1923,LIT-confirmed
