brand_name,inn_raw,inn_normalized,pipeline_drug,match_type
SPRYCEL,DASATINIB MONOHYDRATEE,dasatinibe,Dasatinib,exact
DAUNOTEC,DAUNORUBICINE CHLORHYDRATE EXPRIME EN DAUNORUBICINE,daunorubicine,daunorubicin,exact
DAUNOCIN,DAUNORUBICINE CHLORHYDRATE EXPRIME EN DAUNORUBICINE,daunorubicine,daunorubicin,exact
CERUBIDINE,DAUNORUBICINE CHLORHYDRATE EXPRIME EN DAUNORUBICINE,daunorubicine,daunorubicin,exact
KELOSIROX,DEFERASIROX,deferasirox,Deferasirox,exact
DEFEROX,Déférasirox,déférasirox,,none
EXJADE,Déférasirox,déférasirox,,none
CAPTAFER,Déférasirox,déférasirox,,none
KELOSIROX,Déférasirox,déférasirox,,none
KAPTIRON,Déférasirox,déférasirox,,none
KELFER-250,DEFERIPRONE,deferiprone,Deferiprone,exact
KELFER-500,DEFERIPRONE,deferiprone,Deferiprone,exact
DESFERAL,DEFEROXAMINE,deferoxamine,deferoxamine,exact
XGEVA,DENOSUMAB,denosumab,Denosumab,exact
PROLIA,DENOSUMAB,denosumab,Denosumab,exact
LORADESS,Desloratadine,desloratadine,Desloratadine,exact
LORADESS,Desloratadine,desloratadine,Desloratadine,exact
UDINE,Desloratadine,desloratadine,Desloratadine,exact
RESTINE,Desloratadine,desloratadine,Desloratadine,exact
DESLOR,Desloratadine,desloratadine,Desloratadine,exact
DESLORAL,Desloratadine,desloratadine,Desloratadine,exact
AIRDITINE,Desloratadine,desloratadine,Desloratadine,exact
MINIRINMELT,DESMOPRESSINE,desmopressine,Desmopressin,exact
MINIRIN SPRAY,DESMOPRESSINE ACETATE TRIHYDRATE,desmopressine,Desmopressin,exact
CERAZETTE,DESOGESTREL,desogestrel,Desogestrel,exact
DESIRETT,DESOGESTREL,desogestrel,Desogestrel,exact
LOCATOP,DESONIDE,desonide,Desonide,exact
DESACROVIS,DEXAMETHASONE,dexamethasone,Dexamethasone,exact
PERCUTALGINE SPRAY,DEXAMETHASONE  /  SALICYLAMIDE  / SALICYLATE D''HYDROXYETHYLE,dexamethasone  /  salicylamide  / salicylate d''hydroxyethyle,,none
NEODEX,DEXAMETHASONE / NEOMYCINE,dexamethasone / neomycine,,none
MAXIDROL,DEXAMETHASONE / NEOMYCINE SULFATE / POLYMYXINE B SULFATE,dexamethasone / neomycine / polymyxine b,,none
MAXILODRE,DEXAMETHASONE / NEOMYCINE SULFATE / POLYMYXINE B SULFATE,dexamethasone / neomycine / polymyxine b,,none
DEXAFLOX,DEXAMETHASONE / OFLOXACINE,dexamethasone / ofloxacine,,none
PERCUTALGINE,DEXAMETHASONE ACETATE / SALICYLAMIDE / SALICYLATE D'HYDROXYETHYLE,dexamethasone / salicylamide / salicylate d'hydroxyethyle,,none
CHIBRO-CADRON,Dexamethasone phosphate / Neomycine sulfate,dexamethasone / neomycine,,none
P.N.D.,DEXAMETHASONE PHOSPHATE SODIQUE EXPRIME EN DEXAMETHASONE / NEOMYCINE SULFATE / POLYMYXINE B SULFATE,dexamethasone / neomycine / polymyxine b,,none
DEXAFREE,DEXAMETHASONE PHOSPHATE SODIQUE EXPRIME EN DEXAMETHASONE PHOSPHATE,dexamethasone,Dexamethasone,exact
DEXAMETYD,DEXAMETHASONE PHOSPHATE SODIQUE EXPRIME EN DEXAMETHASONE PHOSPHATE,dexamethasone,Dexamethasone,exact
DEXAMEX,DEXAMETHASONE PHOSPHATE SODIQUE EXPRIME EN DEXAMETHASONE/ NEOMYCINE SULFATE,dexamethasone/ neomycine,,none
NEODRON,DEXAMETHASONE PHOSPHATE/ NEOMYCINE SULFATE EXPRIME EN NEOMYCINE,neomycine,Neomycin,exact
ALPHAXITROL,DEXAMETHASONE/ NEOMYCINE SULFATE/ POLYMYXINE B SULFATE,dexamethasone/ neomycine/ polymyxine b,,none
STERDEX,DEXAMETHASONE/OXYTETRACYCLINE,dexamethasone/oxytetracycline,,none
HISTAGAN,DEXCHLORPHENIRAMINE MALEATE,dexchlorpheniramine,Dexchlorpheniramine,exact
FENIRAMINE,DEXCHLORPHENIRAMINE MALEATE,dexchlorpheniramine,Dexchlorpheniramine,exact
GENARITYNE,DEXCHLORPHENIRAMINE MALEATE,dexchlorpheniramine,Dexchlorpheniramine,exact
DEXCHLORPHENIRAMINE AFRO,DEXCHLORPHENIRAMINE MALEATE,dexchlorpheniramine,Dexchlorpheniramine,exact
HISTAGAN,DEXCHLORPHENIRAMINE MALEATE EXPRIME EN DEXCHLORPHENIRAMINE,dexchlorpheniramine,Dexchlorpheniramine,exact
ENANTUM,DEXKéTOPROFéNE(TROMéTAMOL),dexkétoproféne(trométamol),,none
APAISA BEBE,DEXPANTHENOL,dexpanthenol,Dexpanthenol,exact
BRONCHOCALM ADULTES,DEXTROMETHORPHANE BROMHYDRATE,dextromethorphane,Dextromethorphan,exact
BRONCHOCALM ENFANTS,DEXTROMETHORPHANE BROMHYDRATE,dextromethorphane,Dextromethorphan,exact
HUMEX TOUX SECHE ENFANT,DEXTROMETHORPHANE BROMHYDRATE,dextromethorphane,Dextromethorphan,exact
HUMEX TOUX SECHE ADULTE,DEXTROMETHORPHANE BROMHYDRATE,dextromethorphane,Dextromethorphan,exact
TUSSIDEX,DEXTROMETHORPHANE BROMHYDRATE,dextromethorphane,Dextromethorphan,exact
TUSSIDEX,DEXTROMETHORPHANE BROMHYDRATE,dextromethorphane,Dextromethorphan,exact
ATUSSINE ENFANTS,DEXTROMETHORPHANE BROMHYDRATE /  MEPYRAMINE MALEATE / GUAÏFENESINE,dextromethorphane /  mepyramine / guaïfenesine,,none
ATUSSINE ADULTES,DEXTROMETHORPHANE BROMHYDRATE / MEPYRAMINE MALEATE,dextromethorphane / mepyramine,,none
"DEXSTOP 0,2%",DEXTROMETHORPHANE HYDROBROMIDE,dextromethorphane hydrobromide,,none
DEXSTOP ENFANTS,DEXTROMETHORPHANE HYDROBROMIDE,dextromethorphane hydrobromide,,none
DIACENE 50,DIACEREINE,diacereine,,none
ARTROPI,DIACEREINE,diacereine,,none
CAPD FORMULE 55,DIALYSE EN POCHE ISOTONIQUE,dialyse en poche isotonique,,none
CAPD FORMULE 62,DIALYSE EN POCHE LIQUIDE HYPERTONIQUE,dialyse en poche liquide hypertonique,,none
CAPD / DPCA 3 - DIALYSE PERITONEALE CONTINUE  AMBULATOIRE STAY SAFE 3,DIALYSE EN POCHE LIQUIDE HYPERTONIQUE,dialyse en poche liquide hypertonique,,none
CAPD / DPCA 2 - DIALYSE PERITONEALE CONTINUE  AMBULATOIRE STAY SAFE 2,DIALYSE EN POCHE LIQUIDE HYPERTONIQUE,dialyse en poche liquide hypertonique,,none
CAPD / DPCA 4 - DIALYSE PERITONEALE CONTINUE  AMBULATOIRE STAY SAFE 4,DIALYSE EN POCHE LIQUIDE HYPERTONIQUE,dialyse en poche liquide hypertonique,,none
XAVEL,DIAZEPAM,diazepam,Diazepam,exact
XOFIGO,Dichlorure de Radium - 223,dichlorure de radium - 223,,none
CLOGEL,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,diclofenac,Diclofenac,exact
DICLOFENAC NOVA GENERICS,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,diclofenac,Diclofenac,exact
BIOFENAC,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,diclofenac,Diclofenac,exact
VOLTARENE EMULGEL,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,diclofenac,Diclofenac,exact
PHLOGOREN,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,diclofenac,Diclofenac,exact
TABIFLEX COOL,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,diclofenac,Diclofenac,exact
DEFLAMAC,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,diclofenac,Diclofenac,exact
VOLTUM,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,diclofenac,Diclofenac,exact
VOTREX RAPID,DICLOFENAC POTASSIQUE,diclofenac potassique,,none
VOLTARENE DOLO,DICLOFENAC POTASSIQUE,diclofenac potassique,,none
VOTREX RAPID,DICLOFENAC POTASSIUM,diclofenac potassium,,none
BIOFENAC FAST,DICLOFENAC POTASSIUM,diclofenac potassium,,none
CLOFENAL,Diclofénac sodique,diclofénac,,none
CLOFENAL ENFANT,Diclofénac sodique,diclofénac,,none
CLOFENAL LP,Diclofénac sodique,diclofénac,,none
DICLOCED,Diclofénac sodique,diclofénac,,none
DICLOFAL LP,Diclofénac sodique,diclofénac,,none
DICLOFAL,Diclofénac sodique,diclofénac,,none
DICLOGESIC,Diclofénac sodique,diclofénac,,none
DICLOGESIC RETARD,Diclofénac sodique,diclofénac,,none
XINAC-50,Diclofénac sodique,diclofénac,,none
XINAC,Diclofénac sodique,diclofénac,,none
VOLTENAC,Diclofénac sodique,diclofénac,,none
DICLOFENAC NOVAGENERICS LP,Diclofénac sodique,diclofénac,,none
BIDICLO LP,Diclofénac sodique,diclofénac,,none
DIVIDO,Diclofénac sodique,diclofénac,,none
ROFENAC LP,Diclofénac sodique,diclofénac,,none
DICLOFLEX LP 75 MG,Diclofénac sodique,diclofénac,,none
BIOFENAC,Diclofénac sodique,diclofénac,,none
BIOFENAC LP,Diclofénac sodique,diclofénac,,none
VOLTARENE,Diclofénac sodique,diclofénac,,none
FLOVENAC LP,Diclofénac sodique,diclofénac,,none
GEOFENAC,Diclofénac sodique,diclofénac,,none
DICLOFAR,Diclofénac sodique,diclofénac,,none
VOLTAFENE,Diclofénac sodique,diclofénac,,none
VOLTAMEX,Diclofénac sodique,diclofénac,,none
DICLAMID,Diclofénac sodique,diclofénac,,none
VISANNE,DIENOGEST,dienogest,Dienogest,exact
NAGOXIN,DIGOXINE,digoxine,Digoxin,exact
DIGOXINE CPCM,DIGOXINE,digoxine,Digoxin,exact
XINECOR,DIGOXINE,digoxine,Digoxin,exact
ISOTAMINE,DIHYDROERGOTAMINE,dihydroergotamine,Dihydroergotamine,exact
TILDIEM,DILTIAZEM CHLORHYDRATE,diltiazem,Diltiazem,exact
MONO-TILDIEM LP,DILTIAZEM CHLORHYDRATE,diltiazem,Diltiazem,exact
VOVAMINE,Dimenhydrinate,dimenhydrinate,Dimenhydrinate,exact
SCLERA,DIMETHYLFUMARATE,dimethylfumarate,,none
PEPSANE,DIMETICONE/GAIAZULENE,dimeticone/gaiazulene,,none
SMECTA FRAISE,DIOSMECTITE,diosmectite,Diosmetin,prefix
SMEDYL,DIOSMECTITE,diosmectite,Diosmetin,prefix
DIOSMECTA,DIOSMECTITE,diosmectite,Diosmetin,prefix
SMECTA ORANGE-VANILLE,DIOSMECTITE,diosmectite,Diosmetin,prefix
LAMOVEN,DIOSMINE,diosmine,Diosmin,exact
DIOSMINE MYLAN,DIOSMINE,diosmine,Diosmin,exact
HUDU,DIPHENHYDRAMINE CHLORHYDRATE,diphenhydramine,Diphenhydramine,exact
MENTEX,DIPHENHYDRAMINE HYDROCHLORIDE / DEXTROMETHORPHANE HYDROBROMIDE / PSEUDOEPHEDRINE HYDROCHLORIDE / AMMONIUM CHLORIDE / SODIUM CITRATE / MENTHOL,diphenhydramine hydrochloride / dextromethorphane hydrobromide / pseudoephedrine hydrochloride / ammonium chloride / sodium / menthol,,none
CARDIJECT,DOBUTAMINE,dobutamine,Dobutamine,exact
TAXADOC,DOCETAXEL ANHYDRE,docetaxel,Docetaxel,exact
DOCEFREZ 20,DOCETAXEL ANHYDRE,docetaxel,Docetaxel,exact
DOXTORED,DOCETAXEL ANHYDRE,docetaxel,Docetaxel,exact
DOCEFREZ 80,DOCETAXEL ANHYDRE,docetaxel,Docetaxel,exact
TAXOTERE,DOCETAXEL TRIHYDRATE,docetaxel,Docetaxel,exact
ORILYSE,DOCUSATE DE SODIUM,docusate de sodium,,none
REGULAX,DOCUSATE SODIQUE,docusate,,none
DOMPERONE,DOMPERIDONE,domperidone,Domperidone,exact
PERIDIUM,DOMPERIDONE,domperidone,Domperidone,exact
MOTIDONE,DOMPERIDONE,domperidone,Domperidone,exact
MOTILIUM,DOMPERIDONE,domperidone,Domperidone,exact
PERIDYS,DOMPERIDONE,domperidone,Domperidone,exact
DOMPERIDONE BGL,DOMPERIDONE,domperidone,Domperidone,exact
DOPRIN,DOMPERIDONE,domperidone,Domperidone,exact
NOZEUM,DOMPERIDONE,domperidone,Domperidone,exact
MEDILIUM,DOMPERIDONE,domperidone,Domperidone,exact
DOMPERIMEX,DOMPERIDONE,domperidone,Domperidone,exact
DOMPERIDONE BEKER,DOMPERIDONE,domperidone,Domperidone,exact
MERIDONE,DOMPERIDONE,domperidone,Domperidone,exact
EMETIKAN 10,DOMPERIDONE,domperidone,Domperidone,exact
EMIDIUM HUP,DOMPERIDONE MALEATE EXPRIME EN DOMPERIDONE,domperidone,Domperidone,exact
DONCEPT,DONEPEZIL CHLORHYDRATE,donepezil,Donepezil,exact
DORICEPT,DONEPEZIL CHLORHYDRATE,donepezil,Donepezil,exact
DEMENTILE,DONEPEZIL CHLORHYDRATE,donepezil,Donepezil,exact
SYNOSIA,DONEPEZIL CHLORHYDRATE,donepezil,Donepezil,exact
DOPEZIL,DONEPEZIL CHLORHYDRATE,donepezil,Donepezil,exact
DOPEZIL 10MG,DONEPEZIL CHLORHYDRATE,donepezil,Donepezil,exact
KYNCEPT,DONEPEZIL CHLORHYDRATE,donepezil,Donepezil,exact
ARIDONE HUP,DONEPEZIL CHLORHYDRATE,donepezil,Donepezil,exact
DONEPEZIL BEKER,DONEPEZIL CHLORHYDRATE,donepezil,Donepezil,exact
ALZOR,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE,dorzolamide,Dorzolamide,exact
ZOLAMIDE,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE,dorzolamide,Dorzolamide,exact
DORZAMIDE,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE,dorzolamide,Dorzolamide,exact
TRUSAMID,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE,dorzolamide,Dorzolamide,exact
XOLA JAM,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE,dorzolamide,Dorzolamide,exact
DORZAMED,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE,dorzolamide,Dorzolamide,exact
TRUSOPT,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE,dorzolamide,Dorzolamide,exact
ZOLAMIDE +,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE / TIMOLOL MALEATE EXPRIME EN TIMOLOL,dorzolamide / timolol exprime en timolol,Dorzolamide,prefix
COSOTIMOL,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE / TIMOLOL MALEATE EXPRIME EN TIMOLOL,dorzolamide / timolol exprime en timolol,Dorzolamide,prefix
XOLAMOL,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE / TIMOLOL MALEATE EXPRIME EN TIMOLOL,dorzolamide / timolol exprime en timolol,Dorzolamide,prefix
DORZASOPT,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE / TIMOLOL MALEATE EXPRIME EN TIMOLOL,dorzolamide / timolol exprime en timolol,Dorzolamide,prefix
OPTODROP-CO,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE / TIMOLOL MALEATE EXPRIME EN TIMOLOL,dorzolamide / timolol exprime en timolol,Dorzolamide,prefix
COSOPT,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE / TIMOLOL MALEATE EXPRIME EN TIMOLOL,dorzolamide / timolol exprime en timolol,Dorzolamide,prefix
TIMOLAMID,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE / TIMOLOL MALEATE EXPRIME EN TIMOLOL,dorzolamide / timolol exprime en timolol,Dorzolamide,prefix
CARDOX,Doxazosine mésilate exprimé en doxazosine,doxazosine,Doxazosin,exact
CARDULAR,Doxazosine mésilate exprimé en doxazosine,doxazosine,Doxazosin,exact
ZOXAN LP,Doxazosine mésilate exprimé en doxazosine,doxazosine,Doxazosin,exact
ZODURA,Doxazosine mésilate exprimé en doxazosine,doxazosine,Doxazosin,exact
DOXAMEX LP,Doxazosine mésilate exprimé en doxazosine,doxazosine,Doxazosin,exact
DOXAZOSINE BEKER,Doxazosine mésilate exprimé en doxazosine,doxazosine,Doxazosin,exact
ONCODOX-10,DOXORUBICINE CHLORHYDRATE,doxorubicine,Doxorubicin,exact
ONCODOX-50,DOXORUBICINE CHLORHYDRATE,doxorubicine,Doxorubicin,exact
DOXYNUP,DOXYCYCLINE MONOHYDRATE EXPRIME EN DOXYCYCLINE,doxycycline,Doxycycline,exact
SULAMINE,DOXYLAMINE SUCCINATE,doxylamine succinate,Doxylamine,prefix
DORLAMINE,DOXYLAMINE SUCCINATE,doxylamine succinate,Doxylamine,prefix
JASMINE,DROSPIRENONE / ETHINYLESTRADIOL,drospirenone / ethinylestradiol,Drospirenone,prefix
DULOX,DULOXETINE CHLORHYDRATE EXPRIME EN DULOXETINE,duloxetine,Duloxetine,exact
CYMBALTA,DULOXETINE CHLORHYDRATE EXPRIME EN DULOXETINE,duloxetine,Duloxetine,exact
CYACETINE,DULOXETINE CHLORHYDRATE EXPRIME EN DULOXETINE,duloxetine,Duloxetine,exact
WYSERIN,DULOXETINE CHLORHYDRATE EXPRIME EN DULOXETINE,duloxetine,Duloxetine,exact
CYMOXETINE,DULOXETINE CHLORHYDRATE EXPRIME EN DULOXETINE,duloxetine,Duloxetine,exact
CYMOXETINE,DULOXETINE CHLORHYDRATE EXPRIME EN DULOXETINE,duloxetine,Duloxetine,exact
BALTAXINE,DULOXETINE CHLORHYDRATE EXPRIME EN DULOXETINE,duloxetine,Duloxetine,exact
WIPACK,EAU POUR PREPARATION INJECTABLE,eau pour preparation injectable,,none
EAU POUR PREPARATION INJECTABLE RAZES,EAU POUR PREPARATION INJECTABLE IM/IV,eau pour preparation injectable im/iv,,none
EAU POUR PREPARATION INJECTABLE BIOTHERA,EAU POUR PREPARATION INJECTABLE IM/IV,eau pour preparation injectable im/iv,,none
WIPACK,EAU POUR PREPARATIONS INJECTABLES,eau pour preparations injectables,,none
WI PACK,EAU POUR PREPARATIONS INJECTABLES IM/IV,eau pour preparations injectables im/iv,,none
EAU POUR PREPARATIONS INJECTABLES RAZES,EAU POUR PREPARATIONS INJECTABLES IM/IV,eau pour preparations injectables im/iv,,none
EAU POUR PREPARATION INJECTABLE BIOTHERA,EAU POUR PREPARATIONS INJECTABLES IM/IV,eau pour preparations injectables im/iv,,none
EBASTA,EBASTINE,ebastine,Ebastine,exact
PHANAZOL,ECONAZOLE NITRATE,econazole nitrate,Econazole,prefix
ECONAZOLE LDM,ECONAZOLE NITRATE,econazole nitrate,Econazole,prefix
ECONAZOLE NOVAGENERICS,ECONAZOLE NITRATE,econazole nitrate,Econazole,prefix
SOLIRIS,ECULIZUMAB,eculizumab,Eculizumab,exact
EFAVIR-600,EFAVIRENZ,efavirenz,Efavirenz,exact
RELPAX,ELETRIPTAN HYDROBROMURE EXPRIME EN ELETRIPTAN,eletriptan,Eletriptan,exact
REVOLADE,ELTROMBOPAG OLAMINE,eltrombopag olamine,Eltrombopag,prefix
TENOF EM,EMTRICITABINE /TENOFOVIR DISPROXIL FUMARATE,emtricitabine /tenofovir disproxil,Emtricitabine,prefix
ENALAPRIL MYLAN,ENALAPRIL MALEATE,enalapril,Enalapril,exact
LOVENOX,ENOXAPARINE SODIQUE  (HEPARINE A BAS POIDS MOLECULAIRE HBPM),enoxaparine  (heparine a bas poids moleculaire hbpm),Enoxaparin,prefix
LOMOH-20,ENOXAPARINE SODIQUE  (HEPARINE A BAS POIDS MOLECULAIRE HBPM),enoxaparine  (heparine a bas poids moleculaire hbpm),Enoxaparin,prefix
LOMOH-40,ENOXAPARINE SODIQUE  (HEPARINE A BAS POIDS MOLECULAIRE HBPM),enoxaparine  (heparine a bas poids moleculaire hbpm),Enoxaparin,prefix
LOMOH-60,ENOXAPARINE SODIQUE  (HEPARINE A BAS POIDS MOLECULAIRE HBPM),enoxaparine  (heparine a bas poids moleculaire hbpm),Enoxaparin,prefix
LOMOH-80,ENOXAPARINE SODIQUE  (HEPARINE A BAS POIDS MOLECULAIRE HBPM),enoxaparine  (heparine a bas poids moleculaire hbpm),Enoxaparin,prefix
COMTAN,ENTACAPONE,entacapone,Entacapone,exact
CANTAPONE,ENTACAPONE,entacapone,Entacapone,exact
BARACLUDE,ENTECAVIR,entecavir,Entecavir,exact
ERTIVIX,ENTECAVIR,entecavir,Entecavir,exact
BRAVIR,ENTECAVIR,entecavir,Entecavir,exact
XTANDI,Enzalutamide,enzalutamide,Enzalutamide,exact
EOSINE AQUEUSE,EOSINE AQUEUSE,eosine aqueuse,,none
PIRUCIN,EPIRUBICINE CHLORHYDRATE,epirubicine,Epirubicin,exact
EPIRUDEX,EPIRUBICINE CHLORHYDRATE,epirubicine,Epirubicin,exact
EPIRUBICINE MYLAN,EPIRUBICINE CHLORHYDRATE,epirubicine,Epirubicin,exact
EPINTAS,EPIRUBICINE CHLORHYDRATE,epirubicine,Epirubicin,exact
RELIPOIETIN 2000,EPOETINE ALFA  (OU ERYTHROPOÏETINE HUMAINE RECOMBINANTE),epoetine alfa  (ou erythropoïetine humaine recombinante),Epoetin beta,prefix
RELIPOIETIN 4000,EPOETINE ALFA  (OU ERYTHROPOÏETINE HUMAINE RECOMBINANTE),epoetine alfa  (ou erythropoïetine humaine recombinante),Epoetin beta,prefix
RELIPOIETIN 10 000,EPOETINE ALFA  (OU ERYTHROPOÏETINE HUMAINE RECOMBINANTE),epoetine alfa  (ou erythropoïetine humaine recombinante),Epoetin beta,prefix
HEMAX,EPOETINE ALFA (ERYTHROPOIETINE HUMAINE RECOMBINANTE ),epoetine alfa (erythropoietine humaine recombinante ),Epoetin beta,prefix
EPOTIN,EPOETINE ALPHA** (ERYTHROPOIETINE HUMAINE RECOMBINANTE),epoetine alpha** (erythropoietine humaine recombinante),Epoetin beta,prefix
NOVOSEVEN,EPTACOG ALFA (ACTIVE),eptacog alfa (active),,none
FRUBIAL FAIBLE,ERGOCALCIFEROL (OU VIT D2) / GLUCONATE DE CALCIUM / PHOSPHATE BICALCIQUE,ergocalciferol (ou vit d2) / de calcium / bicalcique,Ergocalciferol,prefix
FRUBIOSE VIT D 1000 U.I,ERGOCALCIFEROL / GLUCONATE DE CALCIUM / LACTATE DE CALCIUM,ergocalciferol / de calcium / de calcium,Ergocalciferol,prefix
FRUBIOSE VIT D 5000 U.I,ERGOCALCIFEROL / GLUCONATE DE CALCIUM / LACTATE DE CALCIUM,ergocalciferol / de calcium / de calcium,Ergocalciferol,prefix
ASIA  MIGRAINE,ERGOTAMINE TARTRATE  ASSOCIE,ergotamine  associe,Ergotamine,prefix
HALAVEN,Eribuline mesilate experime en eribuline,eribuline mesilate experime en eribuline,Eribulin,prefix
BIRLOTIB,ERLOTINIB CHLORHYDRATE EXPRIME EN ERLOTINIB,erlotinib,Erlotinib,exact
ERYBESAN,ERYTHROMYCINE,erythromycine,Erythromycin,exact
ERYTHRODAR,ERYTHROMYCINE,erythromycine,Erythromycin,exact
ESCITOL,ESCITALOPRAM OXALATE EXPRIME EN ESCITALOPRAM,escitalopram,Escitalopram,exact
CELOPRAM,ESCITALOPRAM OXALATE EXPRIME EN ESCITALOPRAM,escitalopram,Escitalopram,exact
DEPRESS,ESCITALOPRAM OXALATE EXPRIME EN ESCITALOPRAM,escitalopram,Escitalopram,exact
TALOPREX,ESCITALOPRAM OXALATE EXPRIME EN ESCITALOPRAM,escitalopram,Escitalopram,exact
ESCITALOPRAM BEKER,ESCITALOPRAM OXALATE EXPRIME EN ESCITALOPRAM,escitalopram,Escitalopram,exact
LISINOX,Esoméprazole Magnésium Trihydrate Exprimé En Esoméprazole,esoméprazole,,none
PROXIUM,Esoméprazole Magnésium Trihydrate Exprimé En Esoméprazole,esoméprazole,,none
ESORAL,Esoméprazole Magnésium Trihydrate Exprimé En Esoméprazole,esoméprazole,,none
ANTIUM,Esoméprazole Magnésium Trihydrate Exprimé En Esoméprazole,esoméprazole,,none
KENZOPRAZOL,Esoméprazole Magnésium Trihydrate Exprimé En Esoméprazole,esoméprazole,,none
INEXIUM,Esoméprazole Sodique Exprimé En Esoméprazole,esoméprazole,,none
PROGYNOVA 2,ESTRADIOL (VALERATE),estradiol (valerate),,none
OVESTIN,ESTRIOL,estriol,Estriol,exact
NOVASMIL,ETAMSYLATE,etamsylate,,none
DICYNONE,ETAMSYLATE,etamsylate,,none
ETAMCYNONE,ETAMSYLATE,etamsylate,,none
ENBREL,ETANERCEPT,etanercept,Etanercept,exact
SEDACOR,ETHER ETHYLIQUE  DE L'ACIDE ALPHA BROMO ISO VALERIANATE / PHENOBRABITAL / HUILE DE MENTHE POIVREE,ether ethylique  de l'acide alpha bromo iso valerianate / phenobrabital / huile de menthe poivree,,none
DIVA,ETHINYLESTRADIOL/  DROSPIRENONE,ethinylestradiol/  drospirenone,,none
MARVELON,ETHINYLESTRADIOL/DESOGESTREL,ethinylestradiol/desogestrel,,none
MELIANE,ETHINYLESTRADIOL/GESTODENE,ethinylestradiol/gestodene,,none
STRESAM,ETIFOXINE CHLORHYDRATE,etifoxine,Etifoxine,exact
HYPNOMIDATE,ETOMIDATE,etomidate,Etomidate,exact
IMPLANON NXT,ETONOGESTREL,etonogestrel,Etonogestrel,exact
ETOPOSIDE MYLAN,ETOPOSIDE,etoposide,Etoposide,exact
ETOFAN,Etoricoxib,etoricoxib,Etoricoxib,exact
AFINITOR,EVEROLIMUS,everolimus,Everolimus,exact
TANAKAN,EXTRAIT DE GINKO BILOBA TITRE A 24% D'HETEROSIDES DE GINKGO BILOBA ET 6% DE GINKOLIDES-BILOBALIDE,extrait de ginko biloba titre a 24% d'heterosides de ginkgo biloba et 6% de ginkolides-bilobalide,,none
STALORAL,EXTRAITS ALLERGENIQUES DERMARTOPHAGOIDES PTERONYSSINUS / DERMATOPHAGOIDES FARINEA (50/50),extraits allergeniques dermartophagoides pteronyssinus / dermatophagoides farinea (50/50),,none
ALUSTAL,EXTRAITS ALLERGENIQUES DERMATOPHAGOIDES PTERONYSSINUS,extraits allergeniques dermatophagoides pteronyssinus,,none
ALUSTAL,EXTRAITS ALLERGENIQUES MELANGE DE 5 GRAMINES,extraits allergeniques melange de 5 gramines,,none
ALUSTAL,EXTRAITS ALLERGENIQUS DERMATOPHAGOIDES PTERONYSSINUS,extraits allergeniqus dermatophagoides pteronyssinus,,none
EZETROL,EZETIMIBE,ezetimibe,Ezetimibe,exact
INEGY,EZETIMIBE / SIMVASTATINE,ezetimibe / simvastatine,Ezetimibe,prefix
METAZID,EZETINIBE,ezetinibe,,none
HEBERPROT- P 75,FACTEUR DE CROISSANCE EPIDERMIQUE HUMAIN RECOMBINANT (F.C.E. HUM. REC.),facteur de croissance epidermique humain recombinant (f.c.e. hum. rec.),,none
HAEMOCTIN SDH 500,FACTEUR HUMAIN VIII  ANTI HEMOPHILIQUE,facteur humain viii  anti hemophilique,,none
HEAMONINE 500,FACTEUR IX DE COAGULATION HUMAINE,facteur ix de coagulation humaine,,none
IMMUNINE 600,FACTEUR IX DE COAGULATION HUMAINE,facteur ix de coagulation humaine,,none
HEMOREL-A,FACTEUR VIII DE COAGULATION HUMAINE,facteur viii de coagulation humaine,,none
OCTANATE,FACTEUR VIII DE COAGULATION HUMAINE,facteur viii de coagulation humaine,,none
