drug_id,drug_name,category,notes
722,Levothyroxine,pharmaceutical,
723,Linaclotide,pharmaceutical,
724,Linagliptin,pharmaceutical,
725,Lindane,pharmaceutical,
726,Linezolid,pharmaceutical,
727,Linzagolix,pharmaceutical,
728,Liothyronine,pharmaceutical,
729,Liotrix,pharmaceutical,
730,Liraglutide,pharmaceutical,
731,Lisdexamfetamine,pharmaceutical,
732,Lisinopril,pharmaceutical,
733,Lithium Carbonate,pharmaceutical,
734,Lithium Citrate,pharmaceutical,
735,Lixisenatide,pharmaceutical,
736,Lofexidine,pharmaceutical,
737,Lomefloxacin,pharmaceutical,
738,Lomitapide,pharmaceutical,
739,Lonafarnib,pharmaceutical,
740,Lopinavir,pharmaceutical,
741,Loracarbef,pharmaceutical,
742,Lorazepam,pharmaceutical,
743,Lorcaserin,pharmaceutical,
744,Lorlatinib,pharmaceutical,
745,Losartan,pharmaceutical,
746,Lovastatin,pharmaceutical,
747,Loxapine,pharmaceutical,
748,Loxoprofen,pharmaceutical,
749,Lubiprostone,pharmaceutical,
750,Lumacaftor,pharmaceutical,
751,Lumateperone,pharmaceutical,
752,Lumefantrine,pharmaceutical,
753,Lumiracoxib,pharmaceutical,
754,Lurasidone,pharmaceutical,
755,Lusutrombopag,pharmaceutical,
756,Lutein,pharmaceutical,
757,Lymecycline,pharmaceutical,
758,Macimorelin,pharmaceutical,
759,Macitentan,pharmaceutical,
760,Magaldrate,pharmaceutical,
761,Magnesium,pharmaceutical,
762,Magnesium Ascorbate,pharmaceutical,
763,Magnesium Chloride,pharmaceutical,
764,Magnesium Citrate,pharmaceutical,
765,Magnesium Glycinate,pharmaceutical,
766,Magnesium Oxide,pharmaceutical,
767,Maprotiline,pharmaceutical,
768,Maralixibat,pharmaceutical,
769,Maraviroc,pharmaceutical,
770,Maribavir,pharmaceutical,
771,Mavorixafor,pharmaceutical,
772,Mazindol,pharmaceutical,
773,Mebendazole,pharmaceutical,
774,Mecamylamine,pharmaceutical,
775,Mecasermin,pharmaceutical,
776,Mecasermin Rinfabate,pharmaceutical,
777,Meclizine,pharmaceutical,
778,Meclofenamic Acid,pharmaceutical,
779,Medroxyprogesterone Acetate,pharmaceutical,
780,Mefenamic Acid,pharmaceutical,
781,Mefloquine,pharmaceutical,
782,Megestrol Acetate,pharmaceutical,
783,Melagatran,pharmaceutical,
784,Melatonin,pharmaceutical,
785,Meloxicam,pharmaceutical,
786,Memantine,pharmaceutical,
787,Meperidine,pharmaceutical,
788,Meprobamate,pharmaceutical,
789,Mepyramine,pharmaceutical,
790,Mercaptopurine,pharmaceutical,
791,Mesalazine,pharmaceutical,
792,Mesoridazine,pharmaceutical,
793,Metaxalone,pharmaceutical,
794,Metformin,pharmaceutical,
795,Methacholine,pharmaceutical,
796,Methadone,pharmaceutical,
797,Methazolamide,pharmaceutical,
798,Methenamine,pharmaceutical,
799,Methionine,pharmaceutical,
800,Methocarbamol,pharmaceutical,
801,Methohexital,pharmaceutical,
802,Methotrexate,pharmaceutical,
803,Methotrimeprazine,pharmaceutical,
804,Methoxsalen,pharmaceutical,
805,Methoxyflurane,pharmaceutical,
806,Methscopolamine Bromide,pharmaceutical,
807,Methsuximide,pharmaceutical,
808,Methylcellulose,pharmaceutical,
809,Methyldopa,pharmaceutical,
810,Methylergometrine,pharmaceutical,
811,Methylnaltrexone,pharmaceutical,
812,Methylphenidate,pharmaceutical,
813,Methylprednisolone,pharmaceutical,
814,Methyprylon,pharmaceutical,
815,Methysergide,pharmaceutical,
816,Metoclopramide,pharmaceutical,
817,Metolazone,pharmaceutical,
818,Metoprolol,pharmaceutical,
819,Metreleptin,pharmaceutical,
820,Metronidazole,pharmaceutical,
821,Metyrapone,pharmaceutical,
822,Metyrosine,pharmaceutical,
823,Mevastatin,pharmaceutical,
824,Mexiletine,pharmaceutical,
825,Midazolam,pharmaceutical,
826,Midodrine,pharmaceutical,
827,Midostaurin,pharmaceutical,
828,Mifepristone,pharmaceutical,
829,Migalastat,pharmaceutical,
830,Miglitol,pharmaceutical,
831,Miglustat,pharmaceutical,
832,Milnacipran,pharmaceutical,
833,Miltefosine,pharmaceutical,
834,Minocycline,pharmaceutical,
835,Minoxidil,pharmaceutical,
836,Mipomersen,pharmaceutical,
837,Mirabegron,pharmaceutical,
838,Mirtazapine,pharmaceutical,
839,Misoprostol,pharmaceutical,
840,Mitapivat,pharmaceutical,
841,Mitotane,pharmaceutical,
842,Mobocertinib,pharmaceutical,
843,Moclobemide,pharmaceutical,
844,Modafinil,pharmaceutical,
845,Moexipril,pharmaceutical,
846,Molindone,pharmaceutical,
847,Molnupiravir,pharmaceutical,
848,Momelotinib,pharmaceutical,
849,Monopotassium Phosphate,pharmaceutical,
850,Montelukast,pharmaceutical,
851,Monteplase,pharmaceutical,
852,Morphine,pharmaceutical,
853,Moxidectin,pharmaceutical,
854,Moxifloxacin,pharmaceutical,
855,Mycophenolate Mofetil,pharmaceutical,
856,Mycophenolic Acid,pharmaceutical,
857,Nabilone,pharmaceutical,
858,Nabumetone,pharmaceutical,
859,Nadolol,pharmaceutical,
860,Nadroparin,pharmaceutical,
861,Nafamostat,pharmaceutical,
862,Nafarelin,pharmaceutical,
863,Nafcillin,pharmaceutical,
864,Naftazone,pharmaceutical,
865,Nalbuphine,pharmaceutical,
866,Naldemedine,pharmaceutical,
867,Nalidixic Acid,pharmaceutical,
868,Nalmefene,pharmaceutical,
869,Naloxegol,pharmaceutical,
870,Naloxone,pharmaceutical,
871,Naltrexone,pharmaceutical,
872,Naproxen,pharmaceutical,
873,Naratriptan,pharmaceutical,
874,Nateglinide,pharmaceutical,
875,Nebivolol,pharmaceutical,
876,Nefazodone,pharmaceutical,
877,Nelfinavir,pharmaceutical,
878,Neratinib,pharmaceutical,
879,Netupitant,pharmaceutical,
880,Nevirapine,pharmaceutical,
881,Niacin,pharmaceutical,
882,Nicardipine,pharmaceutical,
883,Nicotine,pharmaceutical,
884,Nifedipine,pharmaceutical,
885,Nifurtimox,pharmaceutical,
886,Nilotinib,pharmaceutical,
887,Nilutamide,pharmaceutical,
888,Nilvadipine,pharmaceutical,
889,Nimodipine,pharmaceutical,
890,Nintedanib,pharmaceutical,
891,Niraparib,pharmaceutical,
892,Nirmatrelvir,pharmaceutical,
893,Nirogacestat,pharmaceutical,
894,Nisoldipine,pharmaceutical,
895,Nitazoxanide,pharmaceutical,
896,Nitisinone,pharmaceutical,
897,Nitrazepam,pharmaceutical,
898,Nitrendipine,pharmaceutical,
899,Nitrofurantoin,pharmaceutical,
900,Nitroglycerin,pharmaceutical,
901,Nizatidine,pharmaceutical,
902,Norethisterone,pharmaceutical,
903,Norfloxacin,pharmaceutical,
904,Norgestimate,pharmaceutical,
905,Norgestrel,pharmaceutical,
906,Normethadone,pharmaceutical,
907,Nortriptyline,pharmaceutical,
908,Nylidrin,pharmaceutical,
909,Obeticholic Acid,pharmaceutical,
910,Obinutuzumab,biological,
911,Octreotide,pharmaceutical,
912,Odevixibat,pharmaceutical,
913,Ofloxacin,pharmaceutical,
914,Olanzapine,pharmaceutical,
915,Olaparib,pharmaceutical,
916,Olmesartan,pharmaceutical,
917,Olsalazine,pharmaceutical,
918,Olutasidenib,pharmaceutical,
919,Omadacycline,pharmaceutical,
920,Omaveloxolone,pharmaceutical,
921,Ombitasvir,pharmaceutical,
922,Omega-3-Acid Ethyl Esters,pharmaceutical,
923,Omega-3-Carboxylic Acids,pharmaceutical,
924,Omeprazole,pharmaceutical,
925,Ondansetron,pharmaceutical,
926,Opicapone,pharmaceutical,
927,Opium,pharmaceutical,
928,Orciprenaline,pharmaceutical,
929,Orlistat,pharmaceutical,
930,Orphenadrine,pharmaceutical,
931,Oseltamivir,pharmaceutical,
932,Osilodrostat,pharmaceutical,
933,Osimertinib,pharmaceutical,
934,Ospemifene,pharmaceutical,
935,Otamixaban,pharmaceutical,
936,Oteracil,pharmaceutical,
937,Oteseconazole,pharmaceutical,
938,Ox Bile Extract,pharmaceutical,
939,Oxaprozin,pharmaceutical,
940,Oxatomide,pharmaceutical,
941,Oxazepam,pharmaceutical,
942,Oxcarbazepine,pharmaceutical,
943,Oxilofrine,pharmaceutical,
944,Oxprenolol,pharmaceutical,
945,Oxtriphylline,pharmaceutical,
946,Oxybutynin,pharmaceutical,
947,Oxycodone,pharmaceutical,
948,Oxymorphone,pharmaceutical,
949,Oxyphenbutazone,pharmaceutical,
950,Oxytetracycline,pharmaceutical,
951,Ozanimod,pharmaceutical,
952,Paclitaxel,pharmaceutical,
953,Pacritinib,pharmaceutical,
954,Palbociclib,pharmaceutical,
955,Paliperidone,pharmaceutical,
956,Palonosetron,pharmaceutical,
957,Palovarotene,pharmaceutical,
958,Pancrelipase,pharmaceutical,
959,Pancrelipase Amylase,pharmaceutical,
960,Pancrelipase Lipase,pharmaceutical,
961,Pancrelipase Protease,pharmaceutical,
962,Panobinostat,pharmaceutical,
963,Pantoprazole,pharmaceutical,
964,Pargyline,pharmaceutical,
965,Paricalcitol,pharmaceutical,
966,Paritaprevir,pharmaceutical,
967,Parnaparin,pharmaceutical,
968,Paromomycin,pharmaceutical,
969,Paroxetine,pharmaceutical,
970,Patiromer,pharmaceutical,
971,Pazopanib,pharmaceutical,
972,Pegaspargase,pharmaceutical,
973,Peginterferon Alfa-2A,biological,
974,Peginterferon Alfa-2B,biological,
975,Pemetrexed,pharmaceutical,
976,Pemigatinib,pharmaceutical,
977,Pemoline,pharmaceutical,
978,Penicillamine,pharmaceutical,
979,Pentaerythritol Tetranitrate,pharmaceutical,
980,Pentazocine,pharmaceutical,
981,Pentosan Polysulfate,pharmaceutical,
982,Pentoxifylline,pharmaceutical,
983,Pentoxyverine,pharmaceutical,
984,Pepsin,pharmaceutical,
985,Perampanel,pharmaceutical,
986,Pergolide,pharmaceutical,
987,Periciazine,pharmaceutical,
988,Perindopril,pharmaceutical,
989,Perphenazine,pharmaceutical,
990,Pexidartinib,pharmaceutical,
991,Phenacemide,pharmaceutical,
992,Phenazopyridine,pharmaceutical,
993,Phendimetrazine,pharmaceutical,
994,Phenelzine,pharmaceutical,
995,Phenindamine,pharmaceutical,
996,Phenindione,pharmaceutical,
997,Phenobarbital,pharmaceutical,
998,Phenoxymethylpenicillin,pharmaceutical,
999,Phenprocoumon,pharmaceutical,
1000,Phentermine,pharmaceutical,
1001,Phenylbutazone,pharmaceutical,
1002,Phenylbutyric Acid,pharmaceutical,
1003,Phenylpropanolamine,pharmaceutical,
1004,Phenytoin,pharmaceutical,
1005,Pibrentasvir,pharmaceutical,
1006,Picosulfuric Acid,pharmaceutical,
1007,Pilocarpine,pharmaceutical,
1008,Pimavanserin,pharmaceutical,
1009,Pimozide,pharmaceutical,
1010,Pinaverium,pharmaceutical,
1011,Pindolol,pharmaceutical,
1012,Pioglitazone,pharmaceutical,
1013,Piperazine,pharmaceutical,
1014,Pipotiazine,pharmaceutical,
1015,Pirenzepine,pharmaceutical,
1016,Pirfenidone,pharmaceutical,
1017,Piroxicam,pharmaceutical,
1018,Pirtobrutinib,pharmaceutical,
1019,Pitavastatin,pharmaceutical,
1020,Pitolisant,pharmaceutical,
1021,Pivampicillin,pharmaceutical,
1022,Pivmecillinam,pharmaceutical,
1023,Pizotifen,pharmaceutical,
1024,Plantago Seed,pharmaceutical,
1025,Plecanatide,pharmaceutical,
1026,Polatuzumab Vedotin,biological,
1027,Polyethylene Glycol,pharmaceutical,
1028,Polythiazide,pharmaceutical,
1029,Pomalidomide,pharmaceutical,
1030,Ponatinib,pharmaceutical,
1031,Ponesimod,pharmaceutical,
1032,Posaconazole,pharmaceutical,
1033,Potassium Bicarbonate,pharmaceutical,
1034,Potassium Chloride,pharmaceutical,
1035,Potassium Citrate,pharmaceutical,
1036,Practolol,pharmaceutical,
1037,Pralsetinib,pharmaceutical,
1038,Pramipexole,pharmaceutical,
1039,Pramlintide,pharmaceutical,
1040,Prasugrel,pharmaceutical,
1041,Pravastatin,pharmaceutical,
1042,Prazepam,pharmaceutical,
1043,Praziquantel,pharmaceutical,
1044,Prazosin,pharmaceutical,
1045,Prednisolone,pharmaceutical,
1046,Prednisolone Acetate,pharmaceutical,
1047,Prednisolone Phosphate,pharmaceutical,
1048,Prednisone,pharmaceutical,
1049,Pregabalin,pharmaceutical,
1050,Pretomanid,pharmaceutical,
1051,Prilocaine,pharmaceutical,
1052,Primaquine,pharmaceutical,
1053,Primidone,pharmaceutical,
1054,Probenecid,pharmaceutical,
1055,Probucol,pharmaceutical,
1056,Procainamide,pharmaceutical,
1057,Procarbazine,pharmaceutical,
1058,Procaterol,pharmaceutical,
1059,Prochlorperazine,pharmaceutical,
1060,Procyclidine,pharmaceutical,
1061,Progesterone,pharmaceutical,
1062,Proguanil,pharmaceutical,
1063,Promazine,pharmaceutical,
1064,Promethazine,pharmaceutical,
1065,Propafenone,pharmaceutical,
1066,Propantheline,pharmaceutical,
1067,Propiverine,pharmaceutical,
1068,Propranolol,pharmaceutical,
1069,Propylthiouracil,pharmaceutical,
1070,Protein C,biological,
1071,Protein S Human,biological,
1072,Protirelin,pharmaceutical,
1073,Prucalopride,pharmaceutical,
1074,Pseudoephedrine,pharmaceutical,
1075,Pyrazinamide,pharmaceutical,
1076,Pyridostigmine,pharmaceutical,
1077,Pyrimethamine,pharmaceutical,
1078,Quazepam,pharmaceutical,
1079,Quetiapine,pharmaceutical,
1080,Quinagolide,pharmaceutical,
1081,Quinapril,pharmaceutical,
1082,Quinethazone,pharmaceutical,
1083,Quinidine,pharmaceutical,
1084,Quinine,pharmaceutical,
1085,Quizartinib,pharmaceutical,
1086,Rabeprazole,pharmaceutical,
1087,Racepinephrine,pharmaceutical,
1088,Radium Ra 223 Dichloride,radiopharmaceutical,Unlikely to have food interactions - radiopharmaceutical/imaging agent
1089,Raloxifene,pharmaceutical,
1090,Raltegravir,pharmaceutical,
1091,Ramelteon,pharmaceutical,
1092,Ramipril,pharmaceutical,
1093,Ranitidine,pharmaceutical,
1094,Ranolazine,pharmaceutical,
1095,Rasagiline,pharmaceutical,
1096,Rebamipide,pharmaceutical,
1097,Regadenoson,pharmaceutical,
1098,Regorafenib,pharmaceutical,
1099,Relugolix,pharmaceutical,
1100,Remifentanil,pharmaceutical,
1101,Remimazolam,pharmaceutical,
1102,Repaglinide,pharmaceutical,
1103,Repotrectinib,pharmaceutical,
1104,Reserpine,pharmaceutical,
1105,Resmetirom,pharmaceutical,
1106,Reteplase,pharmaceutical,
1107,Reviparin,pharmaceutical,
1108,Revumenib,pharmaceutical,
1109,Ribavirin,pharmaceutical,
1110,Ribociclib,pharmaceutical,
1111,Rifabutin,pharmaceutical,
1112,Rifampin,pharmaceutical,
1113,Rifamycin,pharmaceutical,
1114,Rifapentine,pharmaceutical,
1115,Rifaximin,pharmaceutical,
1116,Rilmenidine,pharmaceutical,
1117,Rilpivirine,pharmaceutical,
1118,Riluzole,pharmaceutical,
1119,Rimegepant,pharmaceutical,
1120,Riociguat,pharmaceutical,
1121,Ripretinib,pharmaceutical,
1122,Risdiplam,pharmaceutical,
1123,Risedronic Acid,pharmaceutical,
1124,Risperidone,pharmaceutical,
1125,Ritlecitinib,pharmaceutical,
1126,Ritonavir,pharmaceutical,
1127,Rivaroxaban,pharmaceutical,
1128,Rivastigmine,pharmaceutical,
1129,Rizatriptan,pharmaceutical,
1130,Rofecoxib,pharmaceutical,
1131,Roflumilast,pharmaceutical,
1132,Rolapitant,pharmaceutical,
1133,Rolitetracycline,pharmaceutical,
1134,Romidepsin,pharmaceutical,
1135,Romosozumab,biological,
1136,Ropinirole,pharmaceutical,
1137,Rosiglitazone,pharmaceutical,
1138,Rosuvastatin,pharmaceutical,
1139,Roxadustat,pharmaceutical,
1140,Rucaparib,pharmaceutical,
1141,Rufinamide,pharmaceutical,
1142,Rupatadine,pharmaceutical,
1143,Ruxolitinib,pharmaceutical,
1144,Safinamide,pharmaceutical,
1145,Salmon Calcitonin,biological,
1146,Salsalate,pharmaceutical,
1147,Samidorphan,pharmaceutical,
1148,Sapropterin,pharmaceutical,
1149,Saquinavir,pharmaceutical,
1150,Sarecycline,pharmaceutical,
1151,Saruplase,pharmaceutical,
1152,Saxagliptin,pharmaceutical,
1153,Scopolamine,pharmaceutical,
1154,Secnidazole,pharmaceutical,
1155,Secobarbital,pharmaceutical,
1156,Segesterone Acetate,pharmaceutical,
1157,Seladelpar,pharmaceutical,
1158,Selegiline,pharmaceutical,
1159,Selinexor,pharmaceutical,
1160,Selpercatinib,pharmaceutical,
1161,Selumetinib,pharmaceutical,
1162,Semaglutide,pharmaceutical,
1163,Semuloparin,pharmaceutical,
1164,Sennosides,pharmaceutical,
1165,Serdexmethylphenidate,pharmaceutical,
1166,Sertraline,pharmaceutical,
1167,Sevelamer,pharmaceutical,
1168,Sildenafil,pharmaceutical,
1169,Silicon,pharmaceutical,
1170,Silodosin,pharmaceutical,
1171,Silodrate,pharmaceutical,
1172,Simeprevir,pharmaceutical,
1173,Simethicone,pharmaceutical,
1174,Simvastatin,pharmaceutical,
1175,Siponimod,pharmaceutical,
1176,Sirolimus,pharmaceutical,
1177,Sitagliptin,pharmaceutical,
1178,Sitaxentan,pharmaceutical,
1179,Sodium Bicarbonate,pharmaceutical,
1180,Sodium Citrate,pharmaceutical,
1181,Sodium Feredetate,pharmaceutical,
1182,Sodium Fluoride,pharmaceutical,
1183,Sodium Lauryl Sulfate,pharmaceutical,
1184,Sodium Oxybate,pharmaceutical,
1185,"Sodium Phosphate, Dibasic",pharmaceutical,
1186,"Sodium Phosphate, Dibasic, Unspecified Form",pharmaceutical,
1187,"Sodium Phosphate, Monobasic, Unspecified Form",pharmaceutical,
1188,Sofosbuvir,pharmaceutical,
1189,Solifenacin,pharmaceutical,
1190,Solriamfetol,pharmaceutical,
1191,Sonidegib,pharmaceutical,
1192,Sorafenib,pharmaceutical,
1193,Sotagliflozin,pharmaceutical,
1194,Sotalol,pharmaceutical,
1195,Sotorasib,pharmaceutical,
1196,Spaglumic Acid,pharmaceutical,
1197,Sparsentan,pharmaceutical,
1198,Spinosad,pharmaceutical,
1199,Spiramycin,pharmaceutical,
1200,Spirapril,pharmaceutical,
1201,Spironolactone,pharmaceutical,
1202,Stavudine,pharmaceutical,
1203,Stiripentol,pharmaceutical,
1204,Streptokinase,biological,
1205,Strontium Ranelate,pharmaceutical,
1206,Succimer,pharmaceutical,
1207,Sucralfate,pharmaceutical,
1208,Sufentanil,pharmaceutical,
1209,Sulfadoxine,pharmaceutical,
1210,Sulfamethizole,pharmaceutical,
1211,Sulfasalazine,pharmaceutical,
1212,Sulfinpyr, A",pharmaceutical,
1213,Sulindac,pharmaceutical,
1214,Sulodexide,pharmaceutical,
1215,Sulopenem Etzadroxil,pharmaceutical,
1216,Sulpiride,pharmaceutical,
1217,Sulthiame,pharmaceutical,
1218,Sumatriptan,pharmaceutical,
1219,Sunitinib,pharmaceutical,
1220,Suvorexant,pharmaceutical,
1221,"Synthetic Conjugated Estrogens1201,Spironolactone,pharmaceutical,
1222,"Synthetic Conjugated Estrogens, B",pharmaceutical,
1223,Tacrine,pharmaceutical,
1224,Tacrolimus,pharmaceutical,
1225,Tadalafil,pharmaceutical,
1226,Tafamidis,pharmaceutical,
1227,Tafenoquine,pharmaceutical,
1228,Talazoparib,pharmaceutical,
1229,Taliglucerase Alfa,biological,
1230,Tamoxifen,pharmaceutical,
1231,Tamsulosin,pharmaceutical,
1232,Tapentadol,pharmaceutical,
1233,Tasimelteon,pharmaceutical,
1234,Tazemetostat,pharmaceutical,
1235,Technetium Tc-99M Disofenin,radiopharmaceutical,Unlikely to have food interactions - radiopharmaceutical/imaging agent
1236,Technetium Tc-99M Mebrofenin,radiopharmaceutical,Unlikely to have food interactions - radiopharmaceutical/imaging agent
1237,Technetium Tc-99M Medronate,radiopharmaceutical,Unlikely to have food interactions - radiopharmaceutical/imaging agent
1238,Technetium Tc-99M Sulfur Colloid,radiopharmaceutical,Unlikely to have food interactions - radiopharmaceutical/imaging agent
1239,Tecovirimat,pharmaceutical,
1240,Tedizolid Phosphate,pharmaceutical,
1241,Tegafur,pharmaceutical,
1242,Tegaserod,pharmaceutical,
1243,Telaprevir,pharmaceutical,
1244,Telbivudine,pharmaceutical,
1245,Telithromycin,pharmaceutical,
1246,Telmisartan,pharmaceutical,
1247,Telotristat Ethyl,pharmaceutical,
1248,Temazepam,pharmaceutical,
1249,Temozolomide,pharmaceutical,
1250,Temsirolimus,pharmaceutical,
1251,Tenapanor,pharmaceutical,
1252,Tenecteplase,pharmaceutical,
1253,Teniposide,pharmaceutical,
1254,Tenofovir,pharmaceutical,
1255,Tenofovir Alafenamide,pharmaceutical,
1256,Tenofovir Disoproxil,pharmaceutical,
1257,Tenoxicam,pharmaceutical,
1258,Tepotinib,pharmaceutical,
1259,Terazosin,pharmaceutical,
1260,Terbinafine,pharmaceutical,
1261,Terfenadine,pharmaceutical,
1262,Teriflunomide,pharmaceutical,
1263,Teriparatide,pharmaceutical,
1264,Testosterone Undecanoate,pharmaceutical,
1265,Tetrabenazine,pharmaceutical,
1266,Tetracycline,pharmaceutical,
1267,Tetraferric Tricitrate Decahydrate,pharmaceutical,
1268,Tetrofosmin,pharmaceutical,
1269,Tezacaftor,pharmaceutical,
1270,Thalidomide,pharmaceutical,
1271,Theophylline,pharmaceutical,
1272,Thiethylperazine,pharmaceutical,
1273,Thiopental,pharmaceutical,
1274,Thioproperazine,pharmaceutical,
1275,Thioridazine,pharmaceutical,
1276,Thiotepa,pharmaceutical,
1277,Thiothixene,pharmaceutical,
1278,Tiagabine,pharmaceutical,
1279,Tianeptine,pharmaceutical,
1280,Tiaprofenic Acid,pharmaceutical,
1281,Tibolone,pharmaceutical,
1282,Ticagrelor,pharmaceutical,
1283,Ticlopidine,pharmaceutical,
1284,Tilactase,pharmaceutical,
1285,Tiludronic Acid,pharmaceutical,
1286,Tinidazole,pharmaceutical,
1287,Tinzaparin,pharmaceutical,
1288,Tioclomarol,pharmaceutical,
1289,Tioguanine,pharmaceutical,
1290,Tiopronin,pharmaceutical,
1291,Tiotropium,pharmaceutical,
1292,Tipiracil,pharmaceutical,
1293,Tipranavir,pharmaceutical,
1294,Tirzepatide,pharmaceutical,
1295,Tivozanib,pharmaceutical,
1296,Tizanidine,pharmaceutical,
1297,Tocopherylquinone,pharmaceutical,
1298,Tofacitinib,pharmaceutical,
1299,Tolazamide,pharmaceutical,
1300,Tolbutamide,pharmaceutical,
1301,Tolcapone,pharmaceutical,
1302,Tolevamer,pharmaceutical,
1303,Tolmetin,pharmaceutical,
1304,Tolterodine,pharmaceutical,
1305,Tolvaptan,pharmaceutical,
1306,Topiramate,pharmaceutical,
1307,Topotecan,pharmaceutical,
1308,Torasemide,pharmaceutical,
1309,Toremifene,pharmaceutical,
1310,Tovorafenib,pharmaceutical,
1311,Trabectedin,pharmaceutical,
1312,Tramadol,pharmaceutical,
1313,Trametinib,pharmaceutical,
1314,Trandolapril,pharmaceutical,
1315,Tranexamic Acid,pharmaceutical,
1316,Tranylcypromine,pharmaceutical,
1317,Trastuzumab Emtansine,biological,
1318,Trazodone,pharmaceutical,
1319,Treprostinil,pharmaceutical,
1320,Tretinoin,pharmaceutical,
1321,Triamterene,pharmaceutical,
1322,Triazavirin,pharmaceutical,
1323,Triazolam,pharmaceutical,
1324,Triclabendazole,pharmaceutical,
1325,Triethylenetetramine,pharmaceutical,
1326,Trifluoperazine,pharmaceutical,
1327,Trifluridine,pharmaceutical,
1328,Triflusal,pharmaceutical,
1329,Triheptanoin,pharmaceutical,
1330,Trihexyphenidyl,pharmaceutical,
1331,Trimebutine,pharmaceutical,
1332,Trimetazidine,pharmaceutical,
1333,Trimethadione,pharmaceutical,
1334,Trimethobenzamide,pharmaceutical,
1335,Trimipramine,pharmaceutical,
1336,Trioxsalen,pharmaceutical,
1337,Triprolidine,pharmaceutical,
1338,Trofinetide,pharmaceutical,
1339,Tropisetron,pharmaceutical,
1340,Trospium,pharmaceutical,
1341,Trovafloxacin,pharmaceutical,
1342,Tucatinib,pharmaceutical,
1343,Ubidecarenone,pharmaceutical,
1344,Ubrogepant,pharmaceutical,
1345,Ulipristal,pharmaceutical,
1346,Umbralisib,pharmaceutical,
1347,Upadacitinib,pharmaceutical,
1348,Urea C-13,radiopharmaceutical,Unlikely to have food interactions - radiopharmaceutical/imaging agent
1349,Urea C-14,radiopharmaceutical,Unlikely to have food interactions - radiopharmaceutical/imaging agent
1350,Uridine Triacetate,pharmaceutical,
1351,Urokinase,biological,
1352,Ursodeoxycholic Acid,pharmaceutical,
1353,Vadadustat,pharmaceutical,
1354,Valaciclovir,pharmaceutical,
1355,Valbenazine,pharmaceutical,
1356,Valdecoxib,pharmaceutical,
1357,Valganciclovir,pharmaceutical,
1358,Valoctocogene Roxaparvovec,pharmaceutical,
1359,Valproic Acid,pharmaceutical,
1360,Valsartan,pharmaceutical,
1361,Vamorolone,pharmaceutical,
1362,Vancomycin,pharmaceutical,
1363,Vandetanib,pharmaceutical,
1364,Vardenafil,pharmaceutical,
1365,Varenicline,pharmaceutical,
1366,Velpatasvir,pharmaceutical,
1367,Vemurafenib,pharmaceutical,
1368,Venetoclax,pharmaceutical,
1369,Venlafaxine,pharmaceutical,
1370,Verapamil,pharmaceutical,
1371,Vericiguat,pharmaceutical,
1372,Vibegron,pharmaceutical,
1373,Vibrio Cholerae Cvd 103-Hgr Strain Live Antigen,pharmaceutical,
1374,Vigabatrin,pharmaceutical,
1375,Vilazodone,pharmaceutical,
1376,Vildagliptin,pharmaceutical,
1377,Viloxazine,pharmaceutical,
1378,Vinblastine,pharmaceutical,
1379,Vincristine,pharmaceutical,
1380,Vindesine,pharmaceutical,
1381,Vinflunine,pharmaceutical,
1382,Vinorelbine,pharmaceutical,
1383,Vismodegib,pharmaceutical,
1384,Vitamin D,pharmaceutical,
1385,Vitamin E,pharmaceutical,
1386,Voclosporin,pharmaceutical,
1387,Vonoprazan,pharmaceutical,
1388,Vorapaxar,pharmaceutical,
1389,Vorasidenib,pharmaceutical,
1390,Voriconazole,pharmaceutical,
1391,Vorinostat,pharmaceutical,
1392,Vortioxetine,pharmaceutical,
1393,Vosoritide,pharmaceutical,
1394,Voxelotor,pharmaceutical,
1395,Voxilaprevir,pharmaceutical,
1396,Warfarin,pharmaceutical,
1397,Xanomeline,pharmaceutical,
1398,Ximelagatran,pharmaceutical,
1399,Yohimbine,pharmaceutical,
1400,Zafirlukast,pharmaceutical,
1401,Zalcitabine,pharmaceutical,
1402,Zaleplon,pharmaceutical,
1403,Zanubrutinib,pharmaceutical,
1404,Zeaxanthin,pharmaceutical,
1405,Ziconotide,pharmaceutical,
1406,Zidovudine,pharmaceutical,
1407,Zileuton,pharmaceutical,
1408,Zinc,pharmaceutical,
1409,Zinc Acetate,pharmaceutical,
1410,Zinc Ascorbate,pharmaceutical,
1411,Zinc Citrate,pharmaceutical,
1412,Zinc Gluconate,pharmaceutical,
1413,Zinc Oxide,pharmaceutical,
1414,Zinc Sulfate,pharmaceutical,
1415,"Zinc Sulfate, Unspecified Form",pharmaceutical,
1416,Ziprasidone,pharmaceutical,
1417,Zolmitriptan,pharmaceutical,
1418,Zolpidem,pharmaceutical,
1419,Zonisamide,pharmaceutical,
1420,Zopiclone,pharmaceutical,
1421,Zuclopenthixol,pharmaceutical,
1422,Zuranolone,pharmaceutical,
