TM_interactions_ID,texts_ID,start_index,end_index,food,drug
699163,284915,569,713,biotin,Vancomycin
699185,284926,368,556,chitosan,Ustilago maydis
699190,284929,410,592,silicon,silver
699193,284929,410,592,salt,silicon
699202,284935,1544,1805,d-glucose,domperidone
699210,284943,671,746,superoxide,glycyrrhizic acid
699215,284945,666,854,serotonin,cyproheptadine
699216,284945,858,1039,serotonin,cyproheptadine
699220,284947,0,67,thymoquinone,phenytoin
699221,284947,1044,1156,thymoquinone,phenytoin
699224,284947,1554,1766,thymoquinone,phenytoin
699244,284955,1025,1126,wheat,Abscisic acid
699282,284971,895,992,caffeine,trimethoprim
699285,284974,0,120,Water,Diazepam
699286,284974,0,120,Water,Oxazepam
699287,284974,1840,2057,water,oxazepam
699291,284977,0,135,levoglutamide,gentamicin
699301,284980,1037,1264,estrone sulfate,androstenedione
699310,284983,492,629,d-glucose,Yohimbine
699314,284984,1566,1851,gold,sodium aurothiomalate
699317,284986,0,134,calcium,Bradykinin
699330,284989,516,716,flavonoids,cisplatin
699337,284992,1376,1556,17alpha-ethynylestradiol,progesterone
699338,284992,1376,1556,estrone sulfate,progesterone
699339,284993,1101,1270,chitosan,calcium alginate
699343,284997,0,102,chicken,quinoline
699345,284999,201,401,glutamic acid,succinic acid
699346,284999,201,401,malic acid,succinic acid
699348,284999,1115,1321,potassium,bedaquiline
699356,285005,0,81,rabbit,Rifabutin
699371,285009,74,198,beta-lactose,hydroxyurea
699372,285009,1186,1295,beta-lactose,hydroxyurea
699376,285012,1021,1167,alpha-linolenic acid,linseed oil
699379,285013,609,852,serotonin,ketanserin
699380,285013,609,852,serotonin,ritanserin
699389,285015,441,632,glutathione,Ethylmorphine
699404,285020,891,1070,calcium,spermine
699409,285022,0,349,folic acid,methotrexate
699420,285024,0,117,glutamic acid,gamma-aminobutyric acid
699422,285024,258,506,glutamic acid,nitrendipine
699435,285024,1441,1640,glutamic acid,gamma-aminobutyric acid
699441,285027,0,126,dopamine,taurine
699442,285027,250,472,dopamine,taurine
699443,285027,1404,1595,dopamine,Reboxetine
699444,285027,1730,1904,dopamine,taurine
699455,285031,839,965,17alpha-ethynylestradiol,sodium acetate
699481,285039,868,1099,morphine,dihydromorphine
699482,285039,868,1099,morphinone,dihydromorphine
699487,285041,774,979,arbutin,tyrosinase
699497,285045,296,394,dopamine,Methylphenidate
699500,285045,1214,1523,dopamine,Methylphenidate
699501,285045,1524,1665,dopamine,Methylphenidate
699505,285048,0,194,farnesyl pyrophosphate,Simvastatin
699508,285048,678,1006,Simvastatin,farnesol
699516,285051,116,326,caffeine,acetaminophen
699526,285051,1524,1731,Acetone,caffeine
699527,285051,1524,1731,Acetone,flavone
699543,285058,942,1059,nitric oxide,scopolamine
699560,285061,836,1142,mustard,physostigmine
699580,285067,0,135,sodium,trypsin
699589,285070,200,492,adenosine monophosphate,Metformin
699597,285070,1309,1712,d-glucose,Metformin
699605,285073,482,645,d-mannitol,sphingosine
699634,285086,817,1141,caffeine,carbamazepine
699655,285095,964,1240,oxygen,dobutamine
699656,285095,1241,1460,d-glucose,dobutamine
699659,285098,0,83,Caffeine,Butalbital
699663,285100,216,409,water,carbon dioxide
699670,285104,1100,1329,cholesterol,simvastatin
699672,285106,1135,1314,epiestradiol,Valproic acid
699673,285106,1135,1314,progesterone,Valproic acid
699675,285106,1756,1927,epiestradiol,Valproic acid
699679,285108,2562,2803,nitric oxide,clonidine
699688,285111,1343,1406,crab,Verapamil
699689,285111,1590,1727,calcium,verapamil
699697,285115,825,1156,pyruvic acid,troglitazone
699703,285119,1395,1585,quercetin,ibuprofen
699722,285128,0,109,alpha-tocopherol,ciprofibrate
699723,285128,568,707,alpha-tocopherol,ciprofibrate
699735,285131,1714,1810,cholesterol,Probucol
699736,285131,1811,1990,cholesterol,Omega-3 fatty acids
699746,285136,564,756,testosterone,cortisone
699747,285136,564,756,progesterone,cortisone
699748,285136,564,756,androstenedione,cortisone
699750,285137,0,99,Melatonin,Doxorubicin
699751,285137,1390,1755,nitric oxide,doxorubicin
699752,285137,1390,1755,creatine,doxorubicin
699753,285137,1756,1908,nitric oxide,melatonin
699764,285142,106,249,sodium,aldosterone
699766,285143,1367,1447,retinol,betaine
699774,285147,848,1103,d-glucose,wortmannin
699810,285161,652,777,purine,adenine
699846,285168,536,662,calcium,colchicine
699849,285170,1278,1405,pectin,hesperidin
699857,285175,87,423,sausage,sodium chloride
699862,285177,312,514,sucrose,n-acetylglucosamine
699864,285178,135,364,d-lactic acid,d-leucine
699871,285182,1542,1818,phosphate,Carbon monoxide
699882,285187,0,69,Dopamine,Cocaine
699883,285187,1112,1233,dopamine,cocaine
699891,285190,2104,2219,caffeine,alprazolam
699917,285196,281,419,morphine,codeine
699918,285196,281,419,codeine,fluoxetine
699925,285200,833,1023,sterols,amphotericin B
699929,285203,326,630,atropine,methacholine
699933,285203,1445,1584,berberine,chlorpheniramine
699939,285205,0,167,dopamine,Diazepam
699941,285205,461,587,dopamine,haloperidol
699942,285205,461,587,dopamine,chlorpromazine
699946,285205,666,815,dopamine,diazepam
699972,285213,1017,1274,Nitric oxide,trifluoperazine
699973,285213,1017,1274,Nitric oxide,nifedipine
699977,285216,121,210,capsaicin,Capsaicin
699979,285218,1329,1491,Theobromine,theobromine
699992,285224,1660,1914,phosphatidylcholine,choline
700032,285239,1131,1248,trimethylamine oxide,cholesterol
700034,285240,0,144,osthol,angiotensin II
700035,285241,1113,1320,d-glucose,troglitazone
700036,285241,1113,1320,d-fructose,troglitazone
700056,285251,533,851,nicotine,carbon monoxide
700059,285251,533,851,phenols,carbon monoxide
700077,285258,573,718,benzene,trichloroethylene
700082,285259,352,587,peanut,colchicine
700129,285280,913,1209,digoxin,quinidine
700132,285282,0,126,caffeine,theophylline
700180,285299,1423,1673,17alpha-ethynylestradiol,progesterone
700182,285300,279,481,l-cysteine,phytic acid
700185,285302,600,689,eggs,flubendazole
700188,285304,233,404,d-glucose,olanzapine
700193,285305,671,813,3-aminopropanoic acid,carnosine
700214,285315,0,188,rainbow trout,sulfamethoxazole
700241,285324,97,299,myo-inositol,sorbitol
700242,285324,921,1139,myo-inositol,sorbitol
700243,285324,1793,1997,myo-inositol,sorbitol
700249,285327,724,890,putrescine,Methylthiouracil
700250,285327,724,890,spermidine,Methylthiouracil
700251,285327,1395,1509,Theophylline,Methylthiouracil
700258,285330,403,511,l-dopa,benserazide
700264,285334,1397,1621,sucrose,amitriptyline
700288,285351,147,338,rabbit,Morphine
700292,285353,856,1060,d-glucose,glucosamine
700295,285353,1216,1359,glucosamine,fenofibrate
700300,285356,0,94,cadmium,Kynurenic acid
700346,285374,0,181,nitrogen,Glucosamine 6-Phosphate
700352,285375,235,430,l-serine,carbon monoxide
700359,285377,1745,2024,calcium,methacholine
700360,285378,0,175,curcumin,paclitaxel
700375,285383,659,768,Lupeol,chymotrypsin
700387,285388,1615,1705,atropine,cocaine
700400,285396,150,475,nicotinamide,beta-d-glucuronic acid
700416,285404,1507,1655,walnut,cadmium
700417,285404,1507,1655,rice,cadmium
700455,285421,550,794,morphine,amphetamine
700467,285423,453,643,shark,progesterone
700475,285423,1105,1235,shark,progesterone
700483,285427,0,114,dopamine,Leptin
700488,285427,1399,1608,calcium,leptin
700489,285427,2125,2302,dopamine,leptin
700496,285430,527,841,potassium,verapamil
700507,285432,1947,2198,l-serine,silver
700541,285450,1336,1609,lotus,pyruvic acid
700548,285451,1544,1688,myo-inositol,choline
700555,285455,1638,1861,carbon monoxide,pyruvic acid
700556,285456,899,1021,kynurenine,kynurenic acid
700557,285456,1550,1643,kynurenine,kynurenic acid
700577,285465,174,347,sodium,Acetazolamide
700579,285466,1896,2085,calcium,diazoxide
700580,285466,1896,2085,calcium,verapamil
700586,285470,0,121,capsaicin,Epibatidine
700593,285473,123,470,rabbit,genistein
700598,285475,1270,1436,testosterone,progesterone
700599,285475,1270,1436,progesterone,pregnenolone
700600,285475,1437,1594,cortisol,progesterone
700601,285475,1437,1594,cortisol,pregnenolone
700602,285475,1437,1594,epiestradiol,pregnenolone
700603,285475,1437,1594,progesterone,pregnenolone
700605,285476,1557,1803,uric acid,kynurenic acid
700624,285484,0,110,progesterone,Dynorphin
700626,285484,457,611,17alpha-ethynylestradiol,dynorphin
700627,285484,457,611,17alpha-ethynylestradiol,gamma-aminobutyric acid
700633,285484,1626,1861,progesterone,dynorphin
700638,285486,646,957,NAD+,nicotinamide
700656,285494,308,513,(e)-aconitic acid,ammonium chloride
700660,285495,851,1045,apricot,potassium iodide
700667,285495,851,1045,2-methoxyphenol,potassium iodide
700684,285503,456,569,theophylline,uracil
700685,285503,792,983,sodium,uracil
700699,285512,0,133,scopolamine,physostigmine
700704,285515,360,574,sucrose,dexamethasone
700708,285517,0,103,vitamin d3,arsenic trioxide
700737,285527,79,392,histamine,isoprenaline
700751,285534,611,768,horseradish,hemin
700756,285537,1226,1363,nicotine,diphenhydramine
700758,285538,458,624,l-alanine,sorbitol
700770,285541,699,912,l-proline,gramicidin D
700778,285543,300,476,sodium,amiloride
700781,285543,803,1027,sodium,Nystatin
700783,285544,811,1027,ascorbic acid,arginine
700789,285549,1067,1257,salt,diclofenac
700793,285551,0,127,Genistein,arsenic trioxide
700801,285553,1560,1717,lactic acid,taurine
700802,285553,1560,1717,lactic acid,betaine
700812,285553,2408,2530,myo-inositol,betaine
700813,285554,287,678,l-asparagine,sphingosine
700820,285554,1004,1160,adenosine triphosphate,sphingosine
700835,285560,1221,1590,folic acid,phenolphthalein
700854,285573,0,75,ozone,oleic acid
700855,285574,857,956,cholesterol,Ezetimibe
700867,285579,82,546,spermidine,cholic acid
700869,285581,894,957,arginine,ornithine
700879,285585,1669,1867,atropine,isoprenaline
700880,285585,1669,1867,atropine,terbutaline
700881,285585,1868,2008,atropine,prenalterol
700889,285591,633,791,alpha-tocopherol,mefenamic acid
700892,285594,96,261,choline,betaine
700896,285596,317,608,l-citrulline,arginine
700904,285597,1323,1414,Morphine,donepezil
700905,285597,1415,1622,morphine,donepezil
700907,285598,866,979,digoxin,quinidine
700908,285598,1152,1270,digoxin,quinidine
700921,285603,330,529,allicin,ergosterol
700922,285603,330,529,allicin,amphotericin B
700923,285603,530,659,Allicin,ergosterol
700924,285603,660,854,allicin,amphotericin B
700926,285603,1043,1210,allicin,ergosterol
700927,285604,246,342,cream,pimecrolimus
700938,285608,0,106,Morphine,Caffeine
700939,285608,260,362,Morphine,caffeine
700940,285608,363,451,morphine,caffeine
700941,285608,2040,2234,morphine,caffeine
700949,285613,988,1140,sugars,5-hydroxymethylfurfural
700950,285613,988,1140,sugars,furfural
700963,285620,932,1102,d-glucose,theophylline
700964,285621,99,221,d-glucose,pyruvic acid
700970,285624,1777,1850,nitrate,nitrite
700981,285631,0,191,superoxide,tibenelast
700982,285631,1599,1718,superoxide,tibenelast
700990,285637,0,84,nitrate,angiotensin II
700991,285637,769,859,nitric oxide,nitroglycerin
700994,285637,1143,1223,nitrate,losartan
700995,285638,0,132,Rice,Methane
700996,285638,0,132,Rice,Nitrous Oxide
701010,285642,236,600,ascorbic acid,abscisic acid
701013,285643,1024,1251,epsilon-polylysine,valine
701015,285643,1024,1251,(±)-erythro-isoleucine,valine
701018,285644,1385,1562,dodecanoic acid,Prasugrel
701023,285645,119,453,selenium,selenomethionine
701048,285650,686,917,l-serine,d-lactic acid
701049,285650,686,917,l-serine,2-deoxyglucose
701050,285650,686,917,d-glucose,2-deoxyglucose
701051,285650,686,917,d-lactic acid,2-deoxyglucose
701061,285653,80,272,ethanol,nicotine
701064,285653,1141,1377,nicotine,mecamylamine
701079,285658,495,723,erucic acid,hexobarbital
701080,285658,495,723,gadoleic acid,hexobarbital
701081,285658,495,723,peanut oil,hexobarbital
701089,285662,1175,1334,peach,malathion
701117,285672,539,846,scopoletin,sorbitol
701129,285677,1421,1766,progesterone,pregnenolone
701130,285677,1421,1766,androstenedione,pregnenolone
701136,285682,121,356,serotonin,cyproheptadine
701137,285682,121,356,serotonin,cetirizine
701138,285682,121,356,histamine,cyproheptadine
701139,285682,121,356,histamine,cetirizine
701147,285688,0,80,water,clonidine
701148,285688,391,542,water,clonidine
701149,285688,391,542,water,idazoxan
701150,285688,391,542,water,yohimbine
701151,285688,391,542,water,prazosin
701154,285688,897,1049,water,clonidine
701162,285692,731,967,glutamic acid,minocycline
701168,285694,509,634,"7z,10z,13z,16z,19z-docosapentaenoic acid",doxorubicin
701186,285701,392,633,coriander,2-deoxyglucose
701193,285702,94,298,scopolamine,physostigmine
701201,285704,2034,2177,epiestradiol,cocaine
701218,285709,1038,1327,17alpha-ethynylestradiol,progesterone
701221,285710,1696,1895,l-alanine,isoquinoline
701223,285710,1696,1895,l-aspartic acid,isoquinoline
701225,285710,1696,1895,glutamic acid,isoquinoline
701227,285712,758,1080,triethylamine,phosphoric acid
701241,285718,0,147,Caffeine,Chlorogenic Acid
701242,285718,1624,1790,caffeine,chlorogenic acid
701245,285720,729,1011,ascorbic acid,cisplatin
701247,285722,1826,1974,oxygen,erythropoietin
701248,285723,1003,1328,adenosine triphosphate,cytisine
701251,285724,773,876,aldosterone,pirenzepine
701252,285724,983,1189,calcium,pirenzepine
701269,285730,0,123,nitric oxide,Risperidone
701270,285730,0,123,glutamic acid,Risperidone
701271,285730,0,123,serotonin,Risperidone
701272,285730,1123,1260,nitric oxide,risperidone
701273,285730,1261,1435,glutamic acid,tranylcypromine
701274,285730,1261,1435,glutamic acid,fluoxetine
701275,285730,1261,1435,glutamic acid,risperidone
701278,285733,855,1090,oxygen,rotenone
701288,285736,141,444,benzene,phenol
701296,285737,0,158,tetracycline,phosphoric acid
701326,285750,493,880,curcumin,arachidonic acid
701327,285750,493,880,capsaicin,arachidonic acid
701328,285750,1083,1247,capsaicin,Curcumin
701335,285753,1460,1593,adenosine,chelerythrine
701349,285757,1408,1665,atropine,hexamethonium
701369,285766,166,433,epiestradiol,progesterone
701370,285766,535,728,epinephrine,angiotensin II
701371,285766,1219,1506,epiestradiol,progesterone
701386,285774,353,525,atropine,haloperidol
701387,285774,353,525,atropine,cyproheptadine
701417,285785,1128,1236,betulinic acid,ciprofloxacin
701425,285790,1082,1509,zinc,silver
701426,285791,0,114,vitamin d3,Infliximab
701430,285793,0,161,2-isopropyl-5-methylphenol,Tetracycline
701448,285804,0,117,sturgeon,niclosamide
701449,285804,940,1343,sturgeon,niclosamide
701450,285804,1344,1577,adenosine triphosphate,niclosamide
701451,285804,1578,1790,phosphocreatine,pyruvic acid
701454,285804,1901,2121,sturgeon,niclosamide
701477,285814,889,1117,d-glucose,Cadmium
701478,285814,889,1117,d-lactic acid,Cadmium
701494,285820,1627,2015,adenosine triphosphate,amiloride
701498,285821,0,99,alpha-tocopherol,aluminium
701499,285821,100,257,selenium,aluminium
701510,285829,0,159,adenosine monophosphate,Angiotensin II
701514,285833,1193,1409,chicken,d-lactic acid
701517,285834,0,83,rice,cinnamic acid
701525,285837,1289,1521,piperine,curcumin
701546,285851,1137,1259,capsaicin,artemin
701551,285854,789,908,adenosine triphosphate,boldenone
701552,285854,789,908,ADP,boldenone
701553,285854,789,908,4-hydroxyproline,boldenone
701554,285854,1025,1341,adenosine triphosphate,d-lactic acid
701555,285854,1025,1341,ADP,d-lactic acid
701556,285854,1025,1341,4-hydroxyproline,d-lactic acid
701557,285854,1342,1489,ADP,boldenone
701574,285864,0,75,Chitosan,Nitrous Acid
701575,285865,306,534,prostaglandin I2,Flupirtine
701576,285865,306,534,arachidonic acid,Flupirtine
701586,285869,1653,1890,sodium,halothane
701588,285870,1970,2200,apple,cadmium
701596,285871,1024,1324,nitric oxide,polymyxin B
701608,285874,1050,1174,serotonin,fluoxetine
701612,285875,625,794,potassium,osimertinib
701617,285880,1048,1173,morphine,gabapentin
701622,285883,1882,2112,l-glutamic acid,pyridoxal phosphate
701629,285886,0,161,epsilon-polylysine,Sodium Bicarbonate
701663,285904,1428,1756,lactic acid,acetate
701672,285910,216,359,morphine,acetaminophen
701686,285918,521,813,kynurenine,3-hydroxyanthranilic acid
701687,285918,521,813,kynurenine,kynurenic acid
701689,285918,521,813,kynurenic acid,3-hydroxyanthranilic acid
701695,285922,0,153,iodine,iodide
701696,285922,1039,1175,iodine,iodide
701699,285925,1148,1445,calcium,Crofelemer
701711,285928,1153,1406,d-glucose,Theophylline
701719,285930,1193,1295,galactomannan,Voriconazole
701722,285931,104,321,serotonin,lysergic acid diethylamide
701724,285932,1642,1870,calcium,neostigmine
701738,285937,424,507,adenosine,Dipyridamole
701740,285937,424,507,adenosine,nifedipine
701746,285941,130,215,calcium,aldosterone
701750,285943,1665,1834,silver,gold
701815,285953,545,825,d-galactose,trehalose
701821,285955,122,277,dihydrotestosterone,Finasteride
701822,285956,638,838,water,sodium chloride
701823,285956,935,1190,water,sodium chloride
701826,285958,0,95,testosterone,Bisphenol A
701827,285958,259,524,estradiol,bisphenol A
701829,285958,1312,1456,testosterone,bisphenol A
701830,285958,1457,1605,testosterone,bisphenol A
701831,285958,1606,1853,17alpha-ethynylestradiol,bisphenol A
701847,285964,368,566,rice,melatonin
701872,285970,0,102,luteolin,doxorubicin
701878,285972,1428,1609,water,chlorine
701883,285974,0,196,salt,Salicylic acid
701887,285976,744,956,clofenotane,prazosin
701888,285976,1109,1251,clofenotane,prazosin
701930,285987,582,722,natto,haloperidol
701933,285989,542,662,epiestradiol,progesterone
701934,285989,542,662,epiestradiol,testosterone
701935,285989,542,662,progesterone,testosterone
701946,285994,941,1123,adenosine,dipyridamole
701947,285994,941,1123,adenosine,hexobendine
701948,285994,941,1123,adenosine,chlordiazepoxide
701958,286002,208,590,sesame oil,diazepam
701960,286003,606,752,adenosine triphosphate,Apomorphine
701961,286003,846,951,oxygen,Apomorphine
701962,286003,1109,1363,zinc,Apomorphine
701982,286008,621,753,l-leucine,theophylline
702011,286018,348,468,vitamin K2,warfarin
702020,286025,1297,1443,d-glucose,guar gum
702026,286026,1442,1715,phosphatidylserine,phosphatidylethanolamine
702031,286027,755,892,H+,omeprazole
702033,286027,755,892,H+,spermine
702035,286027,755,892,H+,cimetidine
702037,286027,755,892,H+,atropine
702038,286027,893,1118,H+,omeprazole
702040,286027,893,1118,H+,spermine
702041,286027,1267,1574,H+,omeprazole
702047,286029,85,403,glutathione,verapamil
702054,286032,654,887,curcumin,fibronectin
702059,286033,1414,1592,common carp,glyphosate
702067,286039,0,140,capsaicin,nicotinamide adenine dinucleotide phosphate
702085,286040,1893,2220,nitric oxide,methylene blue
702135,286045,340,489,l-threonine,Sorafenib
702136,286045,340,489,l-tyrosine,Sorafenib
702137,286046,225,402,caffeine,phenylephrine
702141,286046,403,534,caffeine,nifedipine
702143,286047,157,259,calcium,digoxin
702153,286050,919,1141,serotonin,cocaine
702162,286055,0,112,N6-Methyladenosine,Platinum
702167,286058,0,151,glutathione,Lipoic acid
702173,286060,639,781,sodium,tetrodotoxin
702178,286063,151,252,wheat,Cadmium
702179,286063,253,324,wheat,Cadmium
702182,286064,1051,1203,uric acid,teriflunomide
702183,286064,1204,1375,uric acid,teriflunomide
702195,286072,648,903,superoxide,nicotinamide
702204,286078,1494,1602,(-)-arctigenin,silicon
702205,286079,507,714,strawberry,ozone
702206,286079,715,1087,superoxide,Ozone
702209,286079,1435,1708,strawberry,ozone
702214,286083,374,498,dopamine,Risperidone
702215,286083,374,498,dopamine,sulpiride
702216,286083,374,498,dopamine,buspirone
702217,286083,374,498,"3,4-dihydroxyphenylacetic acid",Risperidone
702218,286083,374,498,"3,4-dihydroxyphenylacetic acid",sulpiride
702219,286083,374,498,"3,4-dihydroxyphenylacetic acid",buspirone
702220,286083,374,498,3-methoxy-4-hydroxyphenylacetic acid,Risperidone
702221,286083,374,498,3-methoxy-4-hydroxyphenylacetic acid,sulpiride
702222,286083,374,498,3-methoxy-4-hydroxyphenylacetic acid,buspirone
702243,286090,242,510,nicotine,oxycodone
702257,286094,631,747,Snail,Ciclopirox
702258,286094,963,1172,oxygen,Bortezomib
702259,286094,963,1172,oxygen,Ciclopirox
702267,286097,289,447,d-glucose,prazosin
702281,286101,1003,1250,serotonin,dimethyltryptamine
702282,286102,234,442,rabbit,picrotoxin
702284,286102,234,442,rabbit,physostigmine
702288,286102,1071,1207,Glycine,strychnine
702316,286111,846,966,zinc,sulfamethoxazole
702317,286112,0,242,l-leucine,nicotinamide
702326,286114,816,1070,morphine,naloxone
702328,286116,91,225,xanthine,Febuxostat
702348,286125,835,967,(e)-aconitic acid,streptokinase
702349,286126,104,415,rabbit,melatonin
702359,286126,1362,1655,calcium,melatonin
702395,286142,100,402,AMP,haloperidol
702417,286153,99,359,amoxycillin,clavulanic acid
702426,286156,1087,1305,spermidine,spermine
702468,286170,1232,1396,atropine,Hexamethonium
702473,286173,788,924,calcium,caffeine
702474,286173,925,1123,caffeine,halothane
702517,286193,919,1161,oxygen,tetracycline
702523,286197,1352,1487,curcumin,cyclophosphamide
702551,286202,759,916,spermine,putrescine
702552,286202,759,916,spermine,spermidine
702553,286202,759,916,spermidine,putrescine
702558,286203,0,148,nitric oxide,Rosuvastatin
702560,286204,571,799,acetylglycine,hydrogen
702566,286205,739,879,histamine,mepyramine
702585,286212,573,716,alpha-tocopherol,hypoxanthine
702586,286212,573,716,adenosine triphosphate,hypoxanthine
702587,286212,573,716,ADP,hypoxanthine
702617,286222,0,142,beverages,Caffeine
702618,286222,341,627,beverages,caffeine
702624,286225,426,597,iron,deferasirox
702626,286226,517,676,paraquat,succinylcholine
702644,286235,279,522,dopamine,Ibopamine
702646,286235,523,957,dopamine,aldosterone
702647,286235,523,957,dopamine,vasopressin
702658,286238,875,1205,creatine,kynurenic acid
702660,286238,875,1205,creatine,isocitric acid
702661,286238,875,1205,creatine,threonic acid
702662,286238,875,1205,creatine,betaine
702664,286238,875,1205,kynurenic acid,isocitric acid
702665,286238,875,1205,kynurenic acid,threonic acid
702666,286238,875,1205,kynurenic acid,betaine
702668,286238,875,1205,succinic acid,threonic acid
702669,286238,875,1205,succinic acid,betaine
702683,286243,749,970,oxygen,tempol
702684,286243,749,970,superoxide,tempol
702688,286243,1521,1841,superoxide,xanthine
702689,286243,1521,1841,superoxide,nicotinamide adenine dinucleotide phosphate
702690,286243,1521,1841,glutathione,xanthine
702691,286243,1521,1841,glutathione,nicotinamide adenine dinucleotide phosphate
702692,286243,1521,1841,xanthine,nicotinamide adenine dinucleotide phosphate
702693,286244,558,761,morphine,naloxone
702694,286244,558,761,agmatine,naloxone
702696,286246,511,647,water,colchicine
702699,286246,850,1108,curcumin,colchicine
702700,286246,850,1108,curcumin,nitrite
702703,286247,1032,1210,l-carnitine,vincristine
702721,286255,1038,1236,creatinine,taxifolin
702746,286264,827,890,taurine,hypochlorous acid
702775,286278,1630,1842,rice,imidazole
702779,286280,697,792,testosterone,Finasteride
702780,286280,697,792,dihydrotestosterone,Finasteride
702783,286281,594,892,atropine,progesterone
702792,286286,0,149,Horse,quinidine
702797,286287,295,560,proanthocyanidins,methane
702812,286291,564,778,Histamine,mepyramine
702814,286291,564,778,Histamine,cimetidine
702821,286293,987,1201,alpha-tocopherol,gamma-tocopherol
702828,286298,933,1128,dopamine,nomifensine
702840,286302,938,1027,theophylline,temozolomide
702845,286306,1091,1465,creatinine,cyclosporine
702857,286306,1466,1725,creatinine,cyclosporine
702860,286307,264,435,selenium,ethylmorphine
702881,286318,679,899,pentadecanoic acid,vancomycin
702883,286320,189,346,shrimp,ammonia
702905,286328,0,79,cadmium,Pyridoxine
702906,286328,539,916,glutathione,cadmium
702907,286328,539,916,superoxide,cadmium
702909,286328,917,1078,lactic acid,Cadmium
702914,286330,80,203,digoxin,spironolactone
702917,286331,590,881,calcium,caffeine
702922,286332,356,512,flavonoids,chlorhexidine
702928,286335,249,452,riboflavine,phosphatidylethanolamine
702941,286340,0,140,theophylline,rolipram
702944,286340,1808,2049,arachidonic acid,rolipram
702945,286340,1808,2049,theophylline,rolipram
702952,286342,1003,1193,d-tryptophan,chromium
702957,286345,608,742,glycyrrhizin,Dexamethasone
702971,286352,705,782,histamine,Naloxone
702974,286354,816,929,tetracycline,ampicillin
702975,286354,816,929,tetracycline,erythromycin
702983,286358,277,437,Nicotine,hexamethonium
702984,286358,277,437,Nicotine,atropine
702985,286358,277,437,Nicotine,physostigmine
702989,286360,1039,1117,acetate,formic acid
702993,286363,0,92,scopolamine,atropine
702998,286366,160,426,garlic,angiotensin II
703016,286378,1633,1793,clam,diclofenac
703020,286380,1154,1383,nitric oxide,carbenoxolone
703028,286387,0,120,Calcium,Salicylic Acid
703029,286387,0,120,Chinese Cabbage,Salicylic Acid
703047,286395,754,1015,betaine,choline
703062,286399,275,397,sodium,aldosterone
703067,286400,1105,1182,sulfide,resorcinol
703072,286405,0,93,phosphatidylserine,ethyl pyruvate
703084,286413,337,492,NAD+,nicotinamide mononucleotide
703098,286416,711,1140,oxygen,Betulinic acid
703099,286416,711,1140,d-glucose,Betulinic acid
703106,286418,0,124,cobalamin,methotrexate
703108,286418,1349,1434,cobalamin,Methotrexate
703110,286420,356,495,mustard,thalidomide
703116,286422,999,1179,chicken,prednisolone
703117,286422,999,1179,eggs,prednisolone
703127,286425,913,1286,acetylglycine,naloxone
703132,286427,1495,1632,zinc,angiotensin II
703135,286430,0,143,sn-glycerol-3-phosphate,polymyxin B
703139,286430,1135,1257,spermine,spermidine
703150,286431,1569,1756,acetate,potassium chloride
703160,286437,266,592,scopolamine,procaine
703171,286442,1565,1791,capsaicin,leptin
703174,286442,2039,2261,capsaicin,leptin
703187,286451,0,157,iron,xenon
703188,286451,895,1083,iron,Xenon
703189,286451,1208,1305,iron,xenon
703191,286452,521,772,farnesol,fluconazole
703192,286452,1240,1420,farnesol,fluconazole
703194,286452,1421,1623,sterols,farnesol
703201,286457,0,64,Papaverine,papaverine
703202,286458,0,184,Caffeine,Melatonin
703215,286464,369,602,cholesterol,Simvastatin
703216,286464,369,602,cholesterol,lovastatin
703217,286464,369,602,cholesterol,atorvastatin
703296,286492,1032,1170,phosphatidylcholine,heparin
703304,286495,753,1066,(-)-arctigenin,Prednisone acetate
703331,286505,119,323,alpha-tocopherol,squalene
703338,286509,642,888,nickel,cadmium
703359,286518,148,363,(s)-naringenin,scopolamine
703367,286519,796,1028,salt,betaine
703382,286526,737,943,calcium,cobalt
703389,286529,1521,1725,genistein,nystatin
703399,286535,1129,1386,cholesterol,testosterone
703404,286537,662,780,barley,silver
703413,286542,1221,1495,copper,wortmannin
703514,286584,584,739,l-ascorbic acid,chlorogenic acid
703520,286589,117,313,melatonin,cisplatin
703523,286591,0,167,oxygen,gentamicin
703524,286591,0,167,nitric oxide,gentamicin
703538,286592,276,397,dopamine,Chlorpromazine
703539,286592,276,397,dopamine,clozapine
703540,286592,555,714,3-methoxy-4-hydroxyphenylacetic acid,sulpiride
703541,286592,555,714,3-methoxy-4-hydroxyphenylacetic acid,clozapine
703542,286592,555,714,3-methoxy-4-hydroxyphenylacetic acid,thioridazine
703558,286598,0,125,jujube,calcium chloride
703564,286602,0,122,common carp,bisphenol A
703582,286611,1173,1363,(e)-aconitic acid,phenylalanine
703588,286614,594,785,morphine,Naloxone
703595,286614,1258,1441,morphine,haloperidol
703596,286615,1252,1534,Acetate,sodium acetate
703598,286615,1728,2148,Acetate,acetate
703602,286615,2149,2344,calcium,Acetate
703604,286615,2345,2475,calcium,acetate
703627,286621,410,673,retinol,Infliximab
703630,286622,900,1088,epiestradiol,estrone sulfate
703631,286622,1089,1293,estrone sulfate,Phenobarbital
703632,286623,67,172,potassium,dofetilide
703633,286623,67,172,potassium,quinidine
703643,286628,832,1017,calcium,bifemelane
703644,286628,1018,1194,calcium,bifemelane
703652,286631,1019,1243,trimethylamine,citicoline
703654,286633,124,367,capsaicin,resiniferatoxin
