TM_interactions_ID,texts_ID,start_index,end_index,food,drug
0,0,0,116,Grapefruit,abemaciclib
2,0,2289,2392,grapefruit,abemaciclib
3,2,385,641,grapefruit,fentanyl
4,2,643,846,grapefruit,fentanyl
5,2,1953,2155,grapefruit,fentanyl
6,7,0,203,grapefruit,paclitaxel
7,7,987,1146,grapefruit,docetaxel
8,7,1536,1652,grapefruit,paclitaxel
11,13,0,139,ethanol,dextromethorphan
12,13,274,380,ethanol,dextromethorphan
13,14,155,237,calcium,tetracycline
19,15,1002,1176,iron,tetracycline
20,15,1002,1176,iron,doxycycline
21,15,1178,1293,iron,doxycycline
22,15,1295,1565,iron,doxycycline
25,19,0,115,Grapefruit,acalabrutinib
27,19,2007,2112,grapefruit,acalabrutinib
40,24,386,473,Grapefruit,oxycodone
41,24,475,811,grapefruit,oxycodone
43,24,2043,2254,grapefruit,oxycodone
44,28,1162,1251,Grapefruit,hydrocodone
51,33,118,246,calcium,oxalic acid
52,33,325,457,calcium,oxalic acid
53,33,325,457,calcium,phytic acid
61,40,343,419,tea,Risperidone
69,47,0,198,grapefruit,lovastatin
70,47,0,198,grapefruit,simvastatin
71,47,343,571,grapefruit,simvastatin
72,47,573,769,grapefruit,simvastatin
75,47,1545,1631,green tea,simvastatin
77,47,1847,2022,green tea,simvastatin
79,47,2455,2538,green tea,simvastatin
82,47,4126,4320,grapefruit,lovastatin
83,47,4126,4320,grapefruit,simvastatin
85,49,690,787,grapefruit,nifedipine
86,49,690,787,grapefruit,nisoldipine
93,52,1604,1786,folic acid,capecitabine
97,56,1096,1260,grapefruit,tadalafil
98,57,0,113,Grapefruit,flibanserin
99,57,258,539,grapefruit,flibanserin
100,57,2566,2711,grapefruit,flibanserin
101,57,2713,2959,grapefruit,flibanserin
102,59,615,805,grapefruit,amprenavir
103,60,285,610,caffeine,dipyridamole
104,61,0,118,grapefruit,amlodipine
106,62,0,195,apple,aliskiren
107,62,0,195,grapefruit,aliskiren
108,62,197,486,fruit juice,aliskiren
110,62,488,819,apple,aliskiren
112,62,1313,1629,grapefruit,aliskiren
115,66,0,200,grapefruit,fexofenadine
117,66,0,200,apple,fexofenadine
118,66,372,767,grapefruit,fexofenadine
120,66,372,767,apple,fexofenadine
121,66,888,1122,grapefruit,fexofenadine
125,69,0,188,grapefruit,loratadine
126,70,0,141,green tea,nadolol
128,70,308,610,green tea,nadolol
129,70,661,743,tea,nadolol
130,70,744,902,green tea,nadolol
131,71,84,234,beta-carotene,orlistat
133,73,199,354,iron,methyldopa
134,74,1078,1310,Grapefruit,albendazole
135,74,1455,1771,grapefruit,albendazole
136,75,0,115,Grapefruit,brigatinib
138,75,1454,1556,grapefruit,brigatinib
140,78,0,146,Grapefruit,amiodarone
141,78,292,600,grapefruit,amiodarone
144,78,1768,1880,grapefruit,amiodarone
147,80,336,642,grapefruit,clarithromycin
149,81,0,139,grapefruit,atorvastatin
150,81,284,490,grapefruit,atorvastatin
153,81,1322,1463,grapefruit,atorvastatin
156,84,0,247,ethanol,fomepizole
157,84,305,389,ethanol,fomepizole
158,84,391,514,ethanol,fomepizole
162,90,262,439,grapefruit,carbamazepine
163,91,122,284,ethanol,apomorphine
166,94,0,154,grapefruit,artemether
167,94,0,154,grapefruit,lumefantrine
171,97,0,256,grapefruit,hydroxychloroquine
172,97,0,256,grapefruit,chloroquine
177,102,0,170,atropine,obidoxime
178,102,172,488,atropine,pralidoxime
179,102,584,754,atropine,Pralidoxime
182,106,0,113,Grapefruit,avapritinib
184,106,1954,2057,grapefruit,avapritinib
187,107,1941,2104,grapefruit,avanafil
188,107,2630,2735,grapefruit,avanafil
191,108,472,853,aluminum,ciprofloxacin
204,118,500,598,Grapefruit,suvorexant
205,119,856,949,grapefruit,praziquantel
206,119,1102,1368,grapefruit,praziquantel
207,119,1421,1550,grapefruit,praziquantel
208,119,1648,1820,grapefruit,praziquantel
209,120,0,239,aluminum,bictegravir
210,120,0,239,calcium,bictegravir
211,120,0,239,iron,bictegravir
213,120,2234,2381,aluminum,bictegravir
214,120,2234,2381,calcium,bictegravir
215,120,2504,2664,calcium,bictegravir
216,120,2504,2664,iron,bictegravir
217,121,0,219,zinc,cephalexin
218,121,0,219,zinc,ceftibuten
220,123,239,488,water,ibandronate
221,124,256,420,grapefruit,bosutinib
223,126,0,156,Grapefruit,budesonide
224,126,302,439,grapefruit,budesonide
226,126,440,632,grapefruit,budesonide
227,127,0,140,grapefruit,ibrexafungerp
228,127,1506,1623,grapefruit,ibrexafungerp
229,129,869,977,grapefruit,encorafenib
230,130,258,568,grapefruit,buspirone
231,130,258,568,water,buspirone
232,130,570,732,grapefruit,buspirone
233,130,1193,1325,grapefruit,buspirone
238,133,385,474,Grapefruit,cannabidiol
239,135,0,152,grapefruit,rilpivirine
240,135,2026,2136,grapefruit,rilpivirine
244,137,240,356,Grapefruit,diltiazem
245,137,501,833,grapefruit,diltiazem
246,137,2028,2247,grapefruit,diltiazem
247,138,0,132,Grapefruit,lumateperone
248,138,0,132,grapefruit,lumateperone
249,138,1402,1489,grapefruit,lumateperone
250,140,199,358,aluminum,sucralfate
251,141,0,116,Grapefruit,cariprazine
252,141,1375,1495,grapefruit,cariprazine
253,142,300,607,caffeine,capmatinib
254,143,0,345,grapefruit,quinidine
255,144,130,252,dopamine,Cabergoline
256,147,0,171,iron,cefdinir
257,147,173,315,iron,cefdinir
258,147,317,602,iron,cefdinir
259,147,1452,1635,iron,cefdinir
260,148,0,122,Grapefruit,eliglustat
261,148,267,602,grapefruit,eliglustat
262,148,603,709,grapefruit,eliglustat
263,149,175,298,ethanol,phenytoin
265,149,367,698,ethanol,phenytoin
266,150,0,142,Ethanol,folic acid
269,151,289,412,watercress,chlorzoxazone
270,155,0,115,Grapefruit,cilostazol
271,155,470,615,grapefruit,cilostazol
273,156,1938,2094,bilirubin,clofarabine
277,158,976,1094,Grapefruit,losartan
279,158,1439,1569,grapefruit,losartan
280,160,0,191,Grapefruit,cobimetinib
281,161,0,133,grapefruit,colchicine
282,161,404,707,grapefruit,colchicine
283,161,1234,1561,grapefruit,colchicine
284,162,0,126,Grapefruit,ivabradine
285,162,271,446,grapefruit,ivabradine
286,162,727,841,grapefruit,ivabradine
287,163,0,112,Grapefruit,crizotinib
288,163,701,854,grapefruit,crizotinib
290,164,527,681,iron,pancrelipase
291,165,388,487,grapefruit,indinavir
292,165,600,665,grapefruit,indinavir
293,165,997,1144,water,indinavir
294,165,1146,1380,coffee,indinavir
295,165,1146,1380,tea,indinavir
296,165,1146,1380,sugar,indinavir
297,165,1146,1380,corn,indinavir
301,168,719,925,ethanol,duloxetine
302,169,545,703,caffeine,cycloserine
303,169,545,703,caffeine,terizidone
304,169,814,899,caffeine,cycloserine
305,169,814,899,caffeine,terizidone
306,170,0,130,grapefruit,darifenacin
308,172,0,150,grapefruit,glasdegib
309,172,1756,1851,grapefruit,glasdegib
310,174,0,140,Grapefruit,dasatinib
311,174,0,140,grapefruit,dasatinib
312,174,1293,1445,grapefruit,dasatinib
314,176,1514,1829,serotonin,dextromethorphan
315,177,0,177,aluminum,Deferiprone
316,177,0,177,iron,Deferiprone
317,177,0,177,zinc,Deferiprone
321,178,1185,1259,grapefruit,Deflazacort
322,179,619,742,ethanol,phenytoin
324,179,810,1130,water,phenytoin
325,179,1416,1747,ethanol,phenytoin
326,180,558,852,grapefruit,digoxin
331,184,0,136,grapefruit,methadone
332,184,282,702,grapefruit,methadone
333,184,955,1137,grapefruit,methadone
334,184,1139,1300,grapefruit,methadone
335,186,422,591,theophylline,stiripentol
336,186,593,858,caffeine,stiripentol
337,186,593,858,chocolate,stiripentol
338,186,593,858,theophylline,stiripentol
339,186,859,1068,cream,Stiripentol
340,186,859,1068,cheese,Stiripentol
341,186,859,1068,fruit juice,Stiripentol
342,186,1288,1462,caffeine,stiripentol
343,186,1288,1462,theophylline,stiripentol
344,186,1288,1462,chocolate,stiripentol
345,186,1288,1462,coffee,stiripentol
346,186,1288,1462,tea,stiripentol
348,187,0,221,grapefruit,docetaxel
349,187,1340,1499,grapefruit,docetaxel
350,187,1500,1614,grapefruit,docetaxel
351,187,1616,1847,grapefruit,docetaxel
352,188,0,131,grapefruit,dofetilide
353,189,0,113,Grapefruit,dronedarone
354,189,259,447,grapefruit,dronedarone
355,189,984,1138,grapefruit,dronedarone
356,191,284,397,caffeine,Echinacea
358,194,0,114,Grapefruit,ivacaftor
365,199,0,133,Grapefruit,entrectinib
366,199,1540,1674,grapefruit,entrectinib
368,201,0,153,sodium,ertapenem
369,202,0,114,Grapefruit,erlotinib
370,202,544,659,grapefruit,erlotinib
371,203,648,849,grapefruit,pirfenidone
372,203,1653,1770,grapefruit,pirfenidone
375,205,0,114,Grapefruit,mobocertinib
376,205,1471,1588,grapefruit,mobocertinib
377,206,107,389,ethanol,ezogabine
378,207,0,151,grapefruit,toremifene
379,207,487,687,isoflavones,toremifene
380,207,487,687,genistein,toremifene
381,207,487,687,daidzein,toremifene
383,207,961,1117,genistein,tamoxifen
384,207,1860,2032,grapefruit,toremifene
385,208,0,117,Grapefruit,panobinostat
386,209,0,271,grapefruit,fesoterodine
388,209,767,867,grapefruit,fesoterodine
390,210,1593,1741,grapefruit,fexinidazole
391,210,3020,3141,grapefruit,fexinidazole
393,212,0,189,Grapefruit,finerenone
394,212,0,189,grapefruit,finerenone
395,212,768,930,potassium,finerenone
396,212,1055,1179,grapefruit,finerenone
403,216,111,213,grapefruit,saquinavir
406,216,1121,1382,grapefruit,saquinavir
407,218,468,557,Grapefruit,pralsetinib
408,219,0,193,coffee,zinc acetate
410,220,0,153,propylene glycol,nitroglycerin
412,222,321,788,caffeine,givosiran
413,223,0,232,grapefruit,imatinib
414,223,1406,1524,grapefruit,imatinib
415,224,0,112,Grapefruit,guanfacine
416,224,1592,1698,grapefruit,guanfacine
417,225,0,113,Grapefruit,halofantrine
418,225,250,486,grapefruit,halofantrine
419,225,1079,1188,grapefruit,halofantrine
428,228,359,540,Salicylates,thiopental
429,228,359,540,Salicylates,nitroprusside
431,229,0,121,caffeine,topotecan
432,229,123,286,caffeine,topotecan
433,231,1391,1476,Grapefruit,palbociclib
434,231,1875,2004,grapefruit,palbociclib
435,232,0,191,grapefruit,ponatinib
436,232,383,543,grapefruit,ponatinib
439,234,0,130,grapefruit,valbenazine
441,235,698,894,Grapefruit,infigratinib
442,235,2387,2528,grapefruit,infigratinib
448,238,299,839,cocktail,caffeine
449,238,299,839,caffeine,osilodrostat
450,239,150,453,beer,ivermectin
451,240,0,112,Grapefruit,ivosidenib
453,240,2110,2212,grapefruit,ivosidenib
454,241,0,116,Grapefruit,ixabepilone
455,241,261,371,grapefruit,ixabepilone
456,243,390,492,Grapefruit,lomitapide
458,243,2016,2144,water,Lomitapide
459,243,2299,2448,grapefruit,lomitapide
460,246,0,147,ethanol,ketoconazole
461,248,127,217,Grapefruit,mifepristone
462,248,787,1119,grapefruit,mifepristone
463,248,1121,1255,grapefruit,mifepristone
464,249,0,275,Grapefruit,selumetinib
465,249,2837,2977,grapefruit,selumetinib
466,251,0,126,Grapefruit,lurasidone
467,251,2271,2396,grapefruit,lurasidone
469,253,0,118,Grapefruit,larotrectinib
471,255,386,472,Grapefruit,lefamulin
472,255,1663,1788,grapefruit,lefamulin
473,257,0,112,Grapefruit,lonafarnib
476,259,0,286,grapefruit,lurbinectedin
480,262,534,669,water,methylnaltrexone
481,263,0,286,parsley,methoxsalen
483,263,0,286,mustard,methoxsalen
485,265,0,127,Grapefruit,midostaurin
487,265,1647,1750,grapefruit,midostaurin
488,267,0,124,caffeine,thiabendazole
489,267,126,209,caffeine,thiabendazole
490,267,211,516,caffeine,thiabendazole
491,267,518,677,caffeine,thiabendazole
492,267,679,996,caffeine,thiabendazole
493,268,0,125,Grapefruit,naloxegol
494,268,1506,1611,grapefruit,naloxegol
496,270,167,357,bilirubin,Naltrexone
499,272,0,116,Grapefruit,naldemedine
500,272,1622,1725,grapefruit,naldemedine
502,273,0,185,Grapefruit,neratinib
505,273,2090,2250,grapefruit,neratinib
507,274,0,192,aluminum,nalidixic acid
508,274,0,192,calcium,nalidixic acid
511,276,0,111,Grapefruit,nilotinib
512,276,931,1083,grapefruit,nilotinib
513,277,0,217,yogurt,norfloxacin
517,278,0,226,isoflavones,daidzein
518,278,0,226,isoflavones,tamoxifen
519,278,0,226,genistein,tamoxifen
520,278,0,226,daidzein,tamoxifen
521,278,301,497,estrogen,tamoxifen
522,278,499,655,genistein,tamoxifen
523,278,2211,2532,green tea,caffeine
524,278,3277,3369,green tea,tamoxifen
525,279,692,904,ginger,posaconazole
526,280,151,236,calcium,omadacycline
527,281,0,158,grapefruit,rimegepant
529,281,1904,2128,grapefruit,rimegepant
530,281,2130,2287,grapefruit,rimegepant
531,283,388,602,Grapefruit,oliceridine
532,283,388,602,grapefruit,oliceridine
533,283,1584,1789,grapefruit,oliceridine
534,284,410,539,Grapefruit,itraconazole
535,284,541,887,grapefruit,itraconazole
537,284,1685,1831,grapefruit,itraconazole
538,285,0,151,grapefruit,pimozide
539,285,891,1014,grapefruit,pimozide
541,286,592,749,theophylline,osimertinib
544,288,0,111,Grapefruit,pazopanib
545,288,751,903,grapefruit,pazopanib
546,290,0,168,Grapefruit,pemigatinib
547,290,2109,2257,grapefruit,pemigatinib
548,292,511,784,potassium,piperacillin
552,294,692,904,ginger,posaconazole
554,296,0,133,grapefruit,cisapride
555,296,270,537,grapefruit,cisapride
556,296,699,1000,grapefruit,cisapride
557,296,1451,1579,red wine,cisapride
559,296,2221,2336,grapefruit,cisapride
560,296,2338,2491,red wine,cisapride
561,297,783,938,grapefruit,quinine
562,297,1092,1383,grapefruit,quinine
563,297,1385,1603,grapefruit,quinine
564,297,1385,1603,water,quinine
565,299,0,161,Grapefruit,ranolazine
566,299,0,161,grapefruit,ranolazine
567,299,539,672,grapefruit,ranolazine
568,300,1621,1933,bilirubin,remdesivir
569,301,687,817,grapefruit,regorafenib
570,304,213,353,water,Sapropterin
571,304,213,353,apple,Sapropterin
573,306,0,128,Grapefruit,tolvaptan
574,306,274,422,grapefruit,tolvaptan
576,306,749,855,grapefruit,tolvaptan
577,308,260,433,grapefruit,sertraline
578,308,551,698,grapefruit,sertraline
579,308,700,1013,grapefruit,sertraline
580,308,1015,1217,grapefruit,sertraline
581,308,1905,2013,grapefruit,sertraline
582,309,0,164,grapefruit,terfenadine
583,310,356,443,Grapefruit,sonidegib
584,313,1635,1772,grapefruit,tazemetostat
585,314,448,534,Grapefruit,avacopan
586,316,0,229,grapefruit,temsirolimus
587,316,347,469,grapefruit,temsirolimus
588,317,303,666,creatinine,telavancin
598,322,475,747,potassium,ticarcillin
600,323,0,138,grapefruit,trabectedin
601,323,667,880,bilirubin,trabectedin
602,323,1641,1850,bilirubin,trabectedin
603,323,1852,1952,bilirubin,Trabectedin
604,325,0,150,caffeine,trovafloxacin
606,327,309,397,Grapefruit,venetoclax
607,327,1184,1293,water,Venetoclax
608,327,1295,1417,grapefruit,venetoclax
610,328,409,872,cocktail,vemurafenib
611,328,1034,1205,theophylline,vemurafenib
612,329,0,161,oxygen,verteporfin
613,330,0,186,caffeine,fluvoxamine
614,330,292,531,caffeine,fluvoxamine
615,330,533,680,caffeine,fluvoxamine
616,330,801,1160,caffeine,fluvoxamine
631,340,0,215,calcium,Chlorotrianisene
649,344,1036,1142,lithium,chlorothiazide
651,345,0,128,Iodine,Carbimazole
658,347,827,987,glycosides,Epinephrine
664,350,1831,1994,Grapefruit,amiodarone
665,351,1077,1220,aluminum,gemifloxacin
671,353,143,208,coumarin,Aminoglutethimide
672,354,2392,2513,caffeine,Clozapine
684,358,0,131,iron,lymecycline
685,358,0,131,zinc,lymecycline
693,362,625,739,theophylline,phenytoin
694,362,625,739,theophylline,lidocaine
703,366,90,220,theophylline,norfloxacin
704,366,1421,1706,iron,norfloxacin
705,366,1421,1706,zinc,norfloxacin
709,368,2458,2598,grapefruit,cisapride
721,373,176,384,theophylline,phenytoin
722,374,387,635,caffeine,enoxacin
723,374,636,746,caffeine,enoxacin
724,374,747,856,caffeine,enoxacin
728,374,2438,2636,theophylline,Enoxacin
729,374,2637,2751,theophylline,enoxacin
735,378,1452,1675,creatinine,furosemide
736,378,2046,2148,aldosterone,Indomethacin
737,379,3322,3486,ethanol,tiagabine
756,386,413,597,grapefruit,budesonide
757,386,598,769,grapefruit,budesonide
765,391,497,746,tetracycline,digoxin
766,391,1614,1749,potassium,Succinylcholine
767,392,0,222,lithium,Benzthiazide
777,396,492,707,creatinine,cefotetan
778,397,2258,2560,ethanol,Duloxetine
786,400,2237,2369,lithium,ibuprofen
794,406,1054,1325,calcium,ketoconazole
795,406,1054,1325,calcium,erythromycin
796,406,1054,1325,calcium,itraconazole
797,407,0,134,gold,Auranofin
807,410,2299,2440,grapefruit,fexofenadine
809,410,2299,2440,apple,fexofenadine
813,411,1419,1853,salicylates,phenytoin
816,411,2109,2239,sodium,phenytoin
817,411,2400,2721,coumarin,phenytoin
818,411,2400,2721,theophylline,phenytoin
819,411,2891,3021,glucose,Phenytoin
820,412,845,1136,creatinine,cyclosporine
827,414,544,693,theophylline,lansoprazole
829,414,834,1013,theophylline,lansoprazole
832,416,1337,1549,potassium,enalapril
848,417,3875,4044,lithium,carbamazepine
850,418,0,108,caffeine,ciprofloxacin
851,418,199,357,creatinine,ciprofloxacin
852,418,199,357,creatinine,cyclosporine
855,418,1027,1457,calcium,ciprofloxacin
857,418,1027,1457,iron,ciprofloxacin
859,418,1027,1457,zinc,ciprofloxacin
876,423,211,289,lincomycin,erythromycin
877,424,0,184,Folic acid,phenobarbital
878,424,0,184,Folic acid,phenytoin
879,424,0,184,Folic acid,primidone
885,427,442,647,coumarin,phenytoin
888,429,395,478,xanthine,mercaptopurine
891,430,85,328,caffeine,Butalbital
892,430,85,328,caffeine,acetaminophen
897,430,85,328,caffeine,chlordiazepoxide
900,431,2287,2426,potassium,dofetilide
904,432,130,412,creatinine,cefoxitin
905,432,413,553,creatinine,cefoxitin
908,433,692,786,adenosine,caffeine
909,433,692,786,adenosine,theophylline
911,433,906,956,Adenosine,dipyridamole
912,433,957,1039,adenosine,dipyridamole
913,433,1136,1298,adenosine,carbamazepine
936,437,0,69,silver,Sulfacetamide
943,440,1036,1298,potassium,angiotensin II
962,445,210,345,L-glutamine,indomethacin
963,445,571,727,L-glutamine,methotrexate
965,445,926,1145,L-glutamine,paclitaxel
972,447,476,540,tetracycline,bismuth subsalicylate
974,447,623,741,tetracycline,methoxyflurane
976,448,0,205,L-histidine,medroxyprogesterone acetate
983,452,1030,1467,loratadine,Loratadine
989,456,299,629,caffeine,cimetidine
990,456,299,629,caffeine,ketoconazole
991,456,299,629,caffeine,phenobarbital
992,456,299,629,caffeine,phenytoin
993,456,630,730,Caffeine,ketoprofen
994,456,811,899,caffeine,theophylline
996,458,0,178,Calcium,Ibandronate
997,458,0,178,aluminum,Ibandronate
998,458,0,178,iron,Ibandronate
1002,461,0,77,lithium,Chlorprothixene
1006,463,0,240,ethanol,alprazolam
1009,463,1526,2083,grapefruit,alprazolam
1016,465,575,690,dopamine,propranolol
1017,465,575,690,dopamine,metoprolol
1019,465,935,1095,dopamine,haloperidol
1023,465,1096,1306,dopamine,Cyclopropane
1025,466,0,348,salt,captopril
1026,466,349,640,salt,captopril
1027,466,2196,2319,aldosterone,captopril
1029,466,3745,3838,acetone,Captopril
1048,469,264,480,salt,enalaprilat
1050,469,2704,2828,lithium,enalapril
1051,470,0,174,theophylline,Erythromycin
1052,470,175,358,theophylline,erythromycin
1057,473,1141,1251,lithium,Hydrochlorothiazide
1064,476,1646,1814,dexamethasone,indomethacin
1070,478,187,364,theophylline,cetirizine
1071,478,634,807,theophylline,cetirizine
1072,479,271,387,uric acid,hydroxyurea
1091,486,0,101,vitamin D,Mineral oil
1093,487,3402,3530,creatinine,cimetidine
1122,493,525,857,aluminum,lomefloxacin
1131,496,925,1190,potassium,indomethacin
1135,498,118,323,glucose,acitretin
1138,499,624,738,lithium,celecoxib
1139,499,2083,2233,celecoxib,fluconazole
1148,502,0,275,atropine,pralidoxime
1149,502,276,448,atropine,pralidoxime
1159,506,1537,1760,theophylline,isoniazid
1169,511,951,1257,theophylline,azithromycin
1187,517,888,1025,caffeine,theobromine
1188,517,1116,1231,theophylline,grepafloxacin
1189,517,1232,1539,theophylline,grepafloxacin
1193,519,2460,2565,lithium,ketoprofen
1194,520,767,1046,Iron,cefdinir
1197,520,1657,1808,iron,cefdinir
1198,520,1980,2132,glucose,cefdinir
1199,521,759,819,glucose,Acetazolamide
1200,521,1172,1247,lithium,Acetazolamide
1202,523,1350,1524,iron,esomeprazole
1217,530,55,339,grapefruit,felodipine
1218,530,1212,1394,grapefruit,felodipine
1220,532,1882,2096,theophylline,dirithromycin
1233,536,689,757,Iron,carbidopa
1234,536,689,757,Iron,levodopa
1238,536,793,1000,dopamine,metoclopramide
1248,542,1456,1542,lithium,diclofenac
1259,546,0,186,Ethanol,eszopiclone
1261,547,1053,1243,sodium,Indomethacin
1267,552,2432,2680,lithium,meloxicam
1277,556,693,748,caffeine,Terbinafine
1282,558,381,558,atropine,ipratropium
1290,563,199,489,theophylline,Mephenytoin
1306,569,188,361,salt,perindopril
1307,569,970,1220,potassium,indomethacin
1308,569,970,1220,potassium,heparin
1309,569,970,1220,potassium,cyclosporine
1311,570,180,331,atropine,triprolidine
1314,572,1364,1615,iron,pantoprazole
1326,579,930,1114,creatinine,sulfamethoxazole
1327,580,747,969,calcium,ketoconazole
1331,581,486,592,tetracycline,methoxyflurane
1335,585,147,418,estradiol,testolactone
1336,586,0,182,theophylline,Thiabendazole
1337,587,458,585,lithium,methyldopa
1338,587,1007,1219,uric acid,Methyldopa
1341,589,0,150,coumarin,metronidazole
1342,590,0,212,atropine,pralidoxime
1343,590,213,337,atropine,pralidoxime
1345,591,1675,1942,Syrup,morphine
1346,591,1675,1942,Syrup,meperidine
1347,591,1675,1942,Syrup,fentanyl
1348,591,1675,1942,Syrup,propofol
1349,591,1675,1942,Syrup,ketamine
1350,591,1675,1942,Syrup,nitrous oxide
1351,591,1675,1942,Syrup,secobarbital
1352,591,1675,1942,Syrup,droperidol
1356,593,0,290,grapefruit,mifepristone
1357,593,0,290,grapefruit,ketoconazole
1358,593,0,290,grapefruit,itraconazole
1359,593,0,290,grapefruit,erythromycin
1367,598,112,268,calcium,sodium bicarbonate
1369,600,0,133,folic acid,sulfasalazine
1383,606,368,455,Ethanol,abacavir
1387,610,334,535,ketones,succimer
1416,615,253,544,yogurt,tyramine
1417,615,253,544,cheese,tyramine
1448,625,721,943,polyethylene glycol,tannic acid
1457,632,0,102,Genistein,cisplatin
1458,633,175,457,selenium,iodine
1460,634,1127,1282,estrogen,progesterone
1472,643,114,295,dopamine,cocaine
1484,649,1194,1382,bean,metoprolol
1485,649,1194,1382,bean,metformin
1511,658,309,590,OAT,enasidenib
1515,660,3372,3525,sucrose,sucralose
1528,666,190,363,rutin,tyrosine
1539,673,628,724,myricetin,hydrogen
1540,673,725,919,myricetin,quercetin
1559,687,1352,1602,tetracycline,ampicillin
1569,692,1003,1225,ginseng,malonaldehyde
1596,710,0,69,vasopressin,Balovaptan
1639,736,1264,1448,dopamine,gemcitabine
1650,738,1246,1407,naringin,trypsin
1651,738,1246,1407,naringin,pepsin
1659,740,737,1186,H+,polysorbate 60
1669,741,546,728,parsley,sirolimus
1670,741,1769,1964,parsley,sirolimus
1712,756,768,1118,calcium,ibandronate
1717,756,768,1118,iron,ibandronate
1731,765,1241,1488,curcumin,acalabrutinib
1735,767,813,1114,ethanol,olanzapine
1739,770,945,1085,calcium,Zeranol
1740,770,1086,1214,calcium,capsaicin
1751,776,0,124,sugar,Tagatose
1753,776,497,707,glucose,Tagatose
1756,776,708,830,sugars,tagatose
1757,776,831,1000,glucose,tagatose
1759,776,1001,1227,glucose,tagatose
1776,785,640,870,Rhamnetin,sorafenib
1777,785,1200,1337,Rhamnetin,sorafenib
1778,785,1338,1453,rhamnetin,sorafenib
1779,786,0,147,dopamine,Cocaine
1798,795,742,993,trimethylamine,itopride
1799,795,994,1315,trimethylamine,itopride
1831,808,1008,1195,cortisol,clarithromycin
1833,808,1008,1195,cortisone,clarithromycin
1840,812,1077,1200,tea,rosiglitazone
1849,815,1489,1663,dopamine,oxytocin
1854,817,1052,1255,water,eluxadoline
1929,853,175,409,green tea,nadolol
1930,853,175,409,catechin,nadolol
1932,853,1510,1649,green tea,lisinopril
1933,854,773,871,Imperatorin,diazepam
1934,854,1071,1244,imperatorin,diazepam
1938,854,1397,1500,imperatorin,diazepam
1948,858,482,662,water,erlotinib
1977,868,456,608,oxygen,Hemin
1996,873,937,1196,curcumin,pregabalin
1997,873,1197,1349,curcumin,pregabalin
1998,874,888,1326,sucrose,nicotine
1999,874,888,1326,sucrose,varenicline
2001,874,1327,1498,sucrose,nicotine
2014,881,1611,1772,chrysin,naringenin
2015,881,1611,1772,quercetin,naringenin
2017,883,1049,1349,superoxide,colchicine
2029,891,2365,2498,cinnamon,nicotine
2033,893,974,1180,isoeugenol,norfloxacin
2037,895,193,460,coffee,caffeine
2053,903,913,1289,fenugreek,isoflavone
2054,903,913,1289,fenugreek,curcumin
2056,905,568,716,silver,dextran
2057,906,952,1304,grapefruit,erythromycin
2058,906,952,1304,curcumin,erythromycin
2077,919,355,560,nitrogen,talarozole
2085,925,124,305,iron,selenium
2088,928,236,406,caffeine,paclitaxel
2090,928,407,537,caffeine,paclitaxel
2091,928,834,927,caffeine,paclitaxel
2093,928,1079,1220,caffeine,paclitaxel
2094,928,1221,1504,caffeine,paclitaxel
2108,936,926,1405,cocktail,fedratinib
2124,941,1136,1276,testosterone,progesterone
2131,943,368,795,petunidin,lycopene
2132,943,796,1176,petunidin,lycopene
2133,943,1177,1465,petunidin,lycopene
2134,943,1569,1926,petunidin,lycopene
2145,947,2231,2595,water,caffeine
2151,949,1002,1158,rutin,diclofenac
2159,950,1280,1508,potassium,linoleic acid
2189,961,860,993,uric acid,Diosmetin
2200,965,1050,1293,glucose,quercetin
2201,965,1294,1387,glucose,quercetin
2209,968,154,373,quercetin,mitoxantrone
2210,968,374,665,quercetin,prazosin
2211,968,666,956,quercetin,sulfasalazine
2215,969,1206,1367,dopamine,corticosterone
2253,986,1013,1182,flavonoids,bosentan
2256,986,1183,1389,flavonoids,bosentan
2283,1001,1304,1550,epigallocatechin-3-gallate,ticagrelor
2290,1005,626,711,caffeine,stevioside
2300,1009,1220,1337,glucose,cevimeline
2325,1024,1090,1242,carbon dioxide,oxycodone
2352,1042,151,298,pomegranate,cyclosporine
2356,1045,1388,1561,melatonin,prazosin
2370,1054,829,971,sucrose,muscimol
2371,1054,829,971,sucrose,baclofen
2372,1055,860,1003,Eugenol,terpinen-4-ol
2378,1057,123,545,flavonoids,phenylalanine
2397,1068,71,294,tetracycline,Omadacycline
2457,1101,1509,1648,clotrimazole,tacrolimus
2460,1102,884,1064,glucose,PEA
2476,1110,782,975,theophylline,chlorzoxazone
2509,1133,645,917,hydrogen,captopril
2510,1134,544,694,cyanidin,acarbose
2524,1140,452,799,kaempferide,temozolomide
2527,1140,800,936,flavonoids,mitoxantrone
2535,1144,864,1108,green tea,amoxicillin
2536,1144,1109,1237,green tea,amoxicillin
2548,1154,93,229,water,curcumin
2553,1157,460,608,histamine,deptropine
2580,1162,1038,1201,glucose,insulin tregopil
2581,1162,1345,1558,glucose,Insulin tregopil
2585,1166,1041,1143,taurine,choline
2600,1173,376,588,Linalool,ergosterol
2605,1174,1018,1178,dopamine,metergoline
2606,1174,1256,1435,dopamine,metergoline
2611,1178,1393,1568,dopamine,fucoxanthin
2613,1178,1652,1920,dopamine,fucoxanthin
