head	relation	tail
4-Aminobenzoic acid	inhibits	Solute carrier organic anion transporter family member 1B1
4-aminobenzoate	inhibits	Solute carrier organic anion transporter family member 1B1
4-Aminobenzoic acid	inhibits	Solute carrier organic anion transporter family member 1B3
4-aminobenzoate	inhibits	Solute carrier organic anion transporter family member 1B3
Cycloserine	inhibits	Cytochrome P450 3A4
Coumestrol	inhibits	Solute carrier organic anion transporter family member 1B1
L-Phosphoserine	inhibits	Cytochrome P450 3A4
N-acetyl-serotonin	inhibits	Cytochrome P450 3A4
N-acetyl-serotonin	inhibits	Solute carrier organic anion transporter family member 1B1
N-acetyl-serotonin	inhibits	Solute carrier organic anion transporter family member 1B3
Lactulose	inhibits	Solute carrier organic anion transporter family member 1B3
Lactulose	inhibits	Solute carrier organic anion transporter family member 1B1
Bupropion	inhibits	Cytochrome P450 2C19
Bupropion	inhibits	Solute carrier organic anion transporter family member 1B1
Bupropion	inhibits	Solute carrier organic anion transporter family member 1B3
Herniarin	inhibits	Solute carrier organic anion transporter family member 1B1
Herniarin	inhibits	Solute carrier organic anion transporter family member 1B3
Gossypol	inhibits	Cytochrome P450 2C19
(-)-Gossypol	inhibits	Cytochrome P450 2C19
Gossypol	inhibits	Solute carrier organic anion transporter family member 1B3
(-)-Gossypol	inhibits	Solute carrier organic anion transporter family member 1B3
Gossypol	inhibits	Solute carrier organic anion transporter family member 1B1
(-)-Gossypol	inhibits	Solute carrier organic anion transporter family member 1B1
Umbelliferone	inhibits	Solute carrier organic anion transporter family member 1B3
Famotidine	inhibits	Solute carrier organic anion transporter family member 1B1
Famotidine	inhibits	Solute carrier organic anion transporter family member 1B3
Kynurenic acid	inhibits	Solute carrier organic anion transporter family member 1B3
Kynurenic acid	inhibits	Solute carrier organic anion transporter family member 1B1
Osthol	inhibits	Solute carrier organic anion transporter family member 1B1
Osthol	inhibits	Solute carrier organic anion transporter family member 1B3
Osthol	inhibits	Cytochrome P450 2D6
Osthol	inhibits	Cytochrome P450 2C19
Xanthyletin	inhibits	Solute carrier organic anion transporter family member 1B1
Xanthyletin	inhibits	Solute carrier organic anion transporter family member 1B3
Loratadine	inhibits	Cytochrome P450 2C19
Loratadine	inhibits	Cytochrome P450 3A4
Loratadine	inhibits	Cytochrome P450 2C9
Loratadine	inhibits	Solute carrier organic anion transporter family member 1B3
Loratadine	inhibits	Solute carrier organic anion transporter family member 1B1
Loratadine	inhibits	Cytochrome P450 2C8
Loratadine	inhibits	Cytochrome P450 2D6
Scopoletin	inhibits	Solute carrier organic anion transporter family member 1B3
Scopoletin	inhibits	Solute carrier organic anion transporter family member 1B1
Salbutamol	inhibits	Cytochrome P450 2D6
Amoxycillin	inhibits	Solute carrier organic anion transporter family member 1B1
Amoxycillin	inhibits	Solute carrier organic anion transporter family member 1B3
alpha-Mangostin	inhibits	Cytochrome P450 2C19
alpha-Mangostin	inhibits	Cytochrome P450 2C9
alpha-Mangostin	inhibits	Solute carrier organic anion transporter family member 1B1
alpha-Mangostin	inhibits	Solute carrier organic anion transporter family member 1B3
3-O-Methylkaempferol	inhibits	Cytochrome P450 2D6
Ipriflavone	inhibits	Solute carrier organic anion transporter family member 1B3
Ipriflavone	inhibits	Solute carrier organic anion transporter family member 1B1
7-Methylchrysin	inhibits	Cytochrome P450 2C19
7-Methylchrysin	inhibits	Cytochrome P450 3A4
7-Methylchrysin	inhibits	Cytochrome P450 2C9
Succinylacetone	inhibits	Solute carrier organic anion transporter family member 1B3
Succinylacetone	inhibits	Solute carrier organic anion transporter family member 1B1
Glycosides	inhibits	Solute carrier organic anion transporter family member 1B1
Glycosides	inhibits	Solute carrier organic anion transporter family member 1B3
Oenanthetol acetate	inhibits	Solute carrier organic anion transporter family member 1B1
Oenanthetol acetate	inhibits	Solute carrier organic anion transporter family member 1B3
Chenodeoxycholic acid	inhibits	Solute carrier organic anion transporter family member 1B3
Danazol	inhibits	Cytochrome P450 2C9
Danazol	inhibits	Solute carrier organic anion transporter family member 1B3
Danazol	inhibits	Solute carrier organic anion transporter family member 1B1
Danazol	inhibits	Cytochrome P450 2D6
Danazol	inhibits	Cytochrome P450 2C8
4-[(6,7-Dihydroxy-3,7-dimethyl-2-octenyl)oxy]-7H-furo[3,2-g][1]benzopyran-7-one	inhibits	Cytochrome P450 3A4
S-sulfo-L-cysteine	inhibits	Cytochrome P450 2C19
4-Methylthio-3-butenyl isothiocyanate	inhibits	Solute carrier organic anion transporter family member 1B1
4-Methylthio-3-butenyl isothiocyanate	inhibits	Solute carrier organic anion transporter family member 1B3
beta-Caryophyllene alcohol	inhibits	Solute carrier organic anion transporter family member 1B1
beta-Caryophyllene alcohol	inhibits	Solute carrier organic anion transporter family member 1B3
Charantin	inhibits	Cytochrome P450 3A4
Charantin	inhibits	Solute carrier organic anion transporter family member 1B1
Charantin	inhibits	Solute carrier organic anion transporter family member 1B3
Thiodiacetic acid	inhibits	Cytochrome P450 2D6
Bergamottin	inhibits	Cytochrome P450 3A4
Fenthion	inhibits	Solute carrier organic anion transporter family member 1B3
Fenthion	inhibits	Solute carrier organic anion transporter family member 1B1
Clotrimazole	inhibits	Cytochrome P450 3A4
Clotrimazole	inhibits	ATP-dependent translocase ABCB1
Clotrimazole	inhibits	Cytochrome P450 2C19
Clotrimazole	inhibits	Cytochrome P450 2D6
Clotrimazole	inhibits	Cytochrome P450 2C9
Clotrimazole	inhibits	Solute carrier organic anion transporter family member 1B3
Clotrimazole	inhibits	Cytochrome P450 1A2
Clotrimazole	inhibits	Cytochrome P450 2C8
Carbadox	inhibits	Solute carrier organic anion transporter family member 1B1
Carbadox	inhibits	Solute carrier organic anion transporter family member 1B3
Olomoucine	inhibits	Cytochrome P450 2D6
Dihydrocinchonine	inhibits	Cytochrome P450 2D6
5-Aminopentanoic acid	inhibits	Cytochrome P450 2D6
shikimate	inhibits	Solute carrier organic anion transporter family member 1B1
shikimate	inhibits	Solute carrier organic anion transporter family member 1B3
4'-Methoxychalcone	inhibits	Solute carrier organic anion transporter family member 1B1
4'-Methoxychalcone	inhibits	Solute carrier organic anion transporter family member 1B3
4'-Methoxychalcone	inhibits	Cytochrome P450 1B1
Kaempferol	inhibits	Cytochrome P450 2C9
Kaempferol	inhibits	Cytochrome P450 1A2
Kaempferol	inhibits	Cytochrome P450 1A1
Kaempferol	inhibits	Cytochrome P450 1B1
Kaempferol	inhibits	Cytochrome P450 2C19
Kaempferol	inhibits	Cytochrome P450 3A4
Kaempferol	inhibits	Cytochrome P450 2D6
Cis-5-Caffeoylquinic acid	inhibits	Solute carrier organic anion transporter family member 1B1
Isochlorogenic acid	inhibits	Solute carrier organic anion transporter family member 1B1
cis-Chlorogenic acid	inhibits	Solute carrier organic anion transporter family member 1B1
3-O-Caffeoyl-muco-quinic acid	inhibits	Solute carrier organic anion transporter family member 1B1
trans-Neochlorogenic acid	inhibits	Solute carrier organic anion transporter family member 1B1
trans-5-O-caffeoyl-D-quinate	inhibits	Solute carrier organic anion transporter family member 1B1
Cis-5-Caffeoylquinic acid	inhibits	Solute carrier organic anion transporter family member 1B3
Isochlorogenic acid	inhibits	Solute carrier organic anion transporter family member 1B3
cis-Chlorogenic acid	inhibits	Solute carrier organic anion transporter family member 1B3
3-O-Caffeoyl-muco-quinic acid	inhibits	Solute carrier organic anion transporter family member 1B3
trans-Neochlorogenic acid	inhibits	Solute carrier organic anion transporter family member 1B3
trans-5-O-caffeoyl-D-quinate	inhibits	Solute carrier organic anion transporter family member 1B3
Luteolin	inhibits	Cytochrome P450 1A2
Luteolin 7-(2''-glucuronylglucuronide) 4'-glucuronide	inhibits	Cytochrome P450 1A2
Luteolin 7-(caffeoylglucoside)	inhibits	Cytochrome P450 1A2
Luteolin 7-disulfoglucoside	inhibits	Cytochrome P450 1A2
Luteolin 7-diglucoside	inhibits	Cytochrome P450 1A2
Luteolin 7-rhamnosylglucoside	inhibits	Cytochrome P450 1A2
Luteolin	inhibits	Cytochrome P450 1A1
Luteolin 7-(2''-glucuronylglucuronide) 4'-glucuronide	inhibits	Cytochrome P450 1A1
Luteolin 7-(caffeoylglucoside)	inhibits	Cytochrome P450 1A1
Luteolin 7-disulfoglucoside	inhibits	Cytochrome P450 1A1
Luteolin 7-diglucoside	inhibits	Cytochrome P450 1A1
Luteolin 7-rhamnosylglucoside	inhibits	Cytochrome P450 1A1
Luteolin	inhibits	Cytochrome P450 1B1
Luteolin 7-(2''-glucuronylglucuronide) 4'-glucuronide	inhibits	Cytochrome P450 1B1
Luteolin 7-(caffeoylglucoside)	inhibits	Cytochrome P450 1B1
Luteolin 7-disulfoglucoside	inhibits	Cytochrome P450 1B1
Luteolin 7-diglucoside	inhibits	Cytochrome P450 1B1
Luteolin 7-rhamnosylglucoside	inhibits	Cytochrome P450 1B1
Luteolin	inhibits	Cytochrome P450 3A4
Luteolin 7-(2''-glucuronylglucuronide) 4'-glucuronide	inhibits	Cytochrome P450 3A4
Luteolin 7-(caffeoylglucoside)	inhibits	Cytochrome P450 3A4
Luteolin 7-disulfoglucoside	inhibits	Cytochrome P450 3A4
Luteolin 7-diglucoside	inhibits	Cytochrome P450 3A4
Luteolin 7-rhamnosylglucoside	inhibits	Cytochrome P450 3A4
Quercetin 3-O-rhamnosyl-galactoside	inhibits	Cytochrome P450 3A4
Ferulic acid	inhibits	Solute carrier organic anion transporter family member 1B3
trans-Ferulic acid	inhibits	Solute carrier organic anion transporter family member 1B3
cis-Ferulic acid	inhibits	Solute carrier organic anion transporter family member 1B3
ferulate	inhibits	Solute carrier organic anion transporter family member 1B3
Ferulic acid	inhibits	Solute carrier organic anion transporter family member 1B1
trans-Ferulic acid	inhibits	Solute carrier organic anion transporter family member 1B1
cis-Ferulic acid	inhibits	Solute carrier organic anion transporter family member 1B1
ferulate	inhibits	Solute carrier organic anion transporter family member 1B1
Zolpidem	inhibits	Solute carrier organic anion transporter family member 1B3
Zolpidem	inhibits	Solute carrier organic anion transporter family member 1B1
L-DOPA	inhibits	Solute carrier organic anion transporter family member 1B1
L-DOPA	inhibits	Solute carrier organic anion transporter family member 1B3
Diosmetin	inhibits	Cytochrome P450 1A2
Diosmetin	inhibits	Cytochrome P450 1A1
Diosmetin	inhibits	Cytochrome P450 1B1
Diosmetin	inhibits	Solute carrier organic anion transporter family member 1B1
Diosmetin	inhibits	Solute carrier organic anion transporter family member 1B3
Pravastatin	inhibits	Solute carrier organic anion transporter family member 1B1
(E)-3-(4-Hydroxyphenyl)-2-propenal	inhibits	Solute carrier organic anion transporter family member 1B3
(E)-3-(4-Hydroxyphenyl)-2-propenal	inhibits	Solute carrier organic anion transporter family member 1B1
3-(3,4-Dimethoxyphenyl)-2-propenoic acid	inhibits	Solute carrier organic anion transporter family member 1B1
3-(3,4-Dimethoxyphenyl)-2-propenoic acid	inhibits	Solute carrier organic anion transporter family member 1B3
Chalconaringenin	inhibits	Cytochrome P450 3A4
Isoliquiritigenin	inhibits	Cytochrome P450 2C19
Rhamnoisoliquiritin	inhibits	Cytochrome P450 2C19
Isoliquiritigenin	inhibits	Cytochrome P450 3A4
Rhamnoisoliquiritin	inhibits	Cytochrome P450 3A4
Isoliquiritigenin	inhibits	Cytochrome P450 2C9
Rhamnoisoliquiritin	inhibits	Cytochrome P450 2C9
Isoliquiritigenin	inhibits	Solute carrier organic anion transporter family member 1B3
Rhamnoisoliquiritin	inhibits	Solute carrier organic anion transporter family member 1B3
Isoliquiritigenin	inhibits	Solute carrier organic anion transporter family member 1B1
Rhamnoisoliquiritin	inhibits	Solute carrier organic anion transporter family member 1B1
Estrone	inhibits	Cytochrome P450 3A4
Estrone	inhibits	Solute carrier organic anion transporter family member 1B3
Estrone	inhibits	Solute carrier organic anion transporter family member 1B1
Aminopterin	inhibits	Solute carrier organic anion transporter family member 1B1
Aminopterin	inhibits	Solute carrier organic anion transporter family member 1B3
Lanosterol	inhibits	Solute carrier organic anion transporter family member 1B1
Tirucallol	inhibits	Solute carrier organic anion transporter family member 1B1
Lanosterol	inhibits	Solute carrier organic anion transporter family member 1B3
Tirucallol	inhibits	Solute carrier organic anion transporter family member 1B3
Legumelin	inhibits	Cytochrome P450 2C19
Legumelin	inhibits	Cytochrome P450 2D6
Legumelin	inhibits	Solute carrier organic anion transporter family member 1B1
Legumelin	inhibits	Solute carrier organic anion transporter family member 1B3
alpha-Tocopherol acetate	inhibits	Solute carrier organic anion transporter family member 1B3
Tricetin	inhibits	Solute carrier organic anion transporter family member 1B1
Tricetin	inhibits	Solute carrier organic anion transporter family member 1B3
(±)-3',7-Dihydroxy-2',4'-dimethoxyisoflavan	inhibits	Solute carrier organic anion transporter family member 1B1
(±)-3',7-Dihydroxy-2',4'-dimethoxyisoflavan	inhibits	Solute carrier organic anion transporter family member 1B3
Deoxyadenosine	inhibits	Solute carrier organic anion transporter family member 1B3
Deoxyadenosine	inhibits	Solute carrier organic anion transporter family member 1B1
alpha-Catechin	inhibits	Solute carrier organic anion transporter family member 1B3
alpha-Catechin	inhibits	Solute carrier organic anion transporter family member 1B1
Kynurenine	inhibits	Solute carrier organic anion transporter family member 1B3
Kynurenine	inhibits	Solute carrier organic anion transporter family member 1B1
7-Isopropyl-1,4-dimethylazulene	inhibits	Solute carrier organic anion transporter family member 1B3
Peucedanin	inhibits	Solute carrier organic anion transporter family member 1B3
Peucedanin	inhibits	Solute carrier organic anion transporter family member 1B1
Avocadene 1-acetate	inhibits	Solute carrier organic anion transporter family member 1B1
Avocadene 1-acetate	inhibits	Solute carrier organic anion transporter family member 1B3
1,3,5-Trimethoxybenzene	inhibits	Solute carrier organic anion transporter family member 1B3
1,3,5-Trimethoxybenzene	inhibits	Solute carrier organic anion transporter family member 1B1
2-alpha-hydroxy-3-beta-{[(2Z)-3-phenyl-1-oxo-2-propenyl]oxy}olean-12-en-28-oic acid	inhibits	Solute carrier organic anion transporter family member 1B1
2-alpha-hydroxy-3-beta-{[(2Z)-3-phenyl-1-oxo-2-propenyl]oxy}olean-12-en-28-oic acid	inhibits	Solute carrier organic anion transporter family member 1B3
Hydrocotarnine	inhibits	Cytochrome P450 2D6
Hydrocotarnine	inhibits	Solute carrier organic anion transporter family member 1B3
Hydrocotarnine	inhibits	Solute carrier organic anion transporter family member 1B1
Licochalcone B	inhibits	Cytochrome P450 3A4
Paeoniflorin	inhibits	Solute carrier organic anion transporter family member 1B1
Paeoniflorin	inhibits	Solute carrier organic anion transporter family member 1B3
Ficus Latex peptide 2	inhibits	Solute carrier organic anion transporter family member 1B3
Ficus Latex peptide 1	inhibits	Solute carrier organic anion transporter family member 1B3
Ficus Latex peptide 2	inhibits	Solute carrier organic anion transporter family member 1B1
