lgn_id,lgn_name,hkg_name,in_mech_kge
727,Linzagolix,Linzagolix,True
728,Liothyronine,Liothyronine,True
729,Liotrix,Liotrix,True
730,Liraglutide,Liraglutide,True
731,Lisdexamfetamine,Lisdexamfetamine,True
732,Lisinopril,Lisinopril,True
733,Lithium carbonate,Lithium carbonate,True
734,Lithium citrate,Lithium citrate,True
735,Lixisenatide,Lixisenatide,True
736,Lofexidine,Lofexidine,True
737,Lomefloxacin,Lomefloxacin,True
738,Lomitapide,Lomitapide,True
739,Lonafarnib,Lonafarnib,True
740,Lopinavir,Lopinavir,True
741,Loracarbef,Loracarbef,True
742,Lorazepam,Lorazepam,True
743,Lorcaserin,Lorcaserin,True
744,Lorlatinib,Lorlatinib,True
745,Losartan,Losartan,True
746,Lovastatin,Lovastatin,True
747,Loxapine,Loxapine,True
748,Loxoprofen,Loxoprofen,True
749,Lubiprostone,Lubiprostone,True
750,Lumacaftor,Lumacaftor,True
751,Lumateperone,Lumateperone,True
752,Lumefantrine,Lumefantrine,True
753,Lumiracoxib,Lumiracoxib,True
754,Lurasidone,Lurasidone,True
755,Lusutrombopag,Lusutrombopag,True
756,Lutein,Lutein,True
757,Lymecycline,Lymecycline,True
758,Macimorelin,Macimorelin,True
759,Macitentan,Macitentan,True
760,Magaldrate,,False
761,Magnesium,Magnesium,True
762,Magnesium ascorbate,,False
763,Magnesium chloride,,False
764,Magnesium citrate,,False
765,Magnesium glycinate,,False
766,Magnesium oxide,,False
767,Maprotiline,Maprotiline,True
768,Maralixibat,Maralixibat,True
769,Maraviroc,Maraviroc,True
770,Maribavir,Maribavir,True
771,Mavorixafor,Mavorixafor,True
772,Mazindol,Mazindol,True
773,Mebendazole,Mebendazole,True
774,Mecamylamine,Mecamylamine,True
775,Mecasermin,Mecasermin,True
776,Mecasermin rinfabate,Mecasermin rinfabate,True
777,Meclizine,Meclizine,True
778,Meclofenamic acid,Meclofenamic acid,True
779,Medroxyprogesterone acetate,Medroxyprogesterone acetate,True
780,Mefenamic acid,Mefenamic acid,True
781,Mefloquine,Mefloquine,True
782,Megestrol acetate,Megestrol acetate,True
783,Melagatran,Melagatran,True
784,Melatonin,Melatonin,True
785,Meloxicam,Meloxicam,True
786,Memantine,Memantine,True
787,Meperidine,Meperidine,True
788,Meprobamate,Meprobamate,True
789,Mepyramine,Mepyramine,True
790,Mercaptopurine,Mercaptopurine,True
791,Mesalazine,Mesalazine,True
792,Mesoridazine,Mesoridazine,True
793,Metaxalone,,False
794,Metformin,Metformin,True
795,Methacholine,Methacholine,True
796,Methadone,Methadone,True
797,Methazolamide,Methazolamide,True
798,Methenamine,,False
799,Methionine,Methionine,True
800,Methocarbamol,Methocarbamol,True
801,Methohexital,Methohexital,True
802,Methotrexate,Methotrexate,True
803,Methotrimeprazine,Methotrimeprazine,True
804,Methoxsalen,Methoxsalen,True
805,Methoxyflurane,Methoxyflurane,True
806,Methscopolamine bromide,Methscopolamine bromide,True
807,Methsuximide,Methsuximide,True
808,Methylcellulose,,False
809,Methyldopa,Methyldopa,True
810,Methylergometrine,Methylergometrine,True
811,Methylnaltrexone,Methylnaltrexone,True
812,Methylphenidate,Methylphenidate,True
813,Methylprednisolone,Methylprednisolone,True
814,Methyprylon,Methyprylon,True
815,Methysergide,Methysergide,True
816,Metoclopramide,Metoclopramide,True
817,Metolazone,Metolazone,True
818,Metoprolol,Metoprolol,True
819,Metreleptin,Metreleptin,True
820,Metronidazole,Metronidazole,True
821,Metyrapone,Metyrapone,True
822,Metyrosine,Metyrosine,True
823,Mevastatin,Mevastatin,True
824,Mexiletine,Mexiletine,True
825,Midazolam,Midazolam,True
826,Midodrine,Midodrine,True
827,Midostaurin,Midostaurin,True
828,Mifepristone,Mifepristone,True
829,Migalastat,Migalastat,True
830,Miglitol,Miglitol,True
831,Miglustat,Miglustat,True
832,Milnacipran,Milnacipran,True
833,Miltefosine,Miltefosine,True
834,Minocycline,Minocycline,True
835,Minoxidil,Minoxidil,True
836,Mipomersen,Mipomersen,True
837,Mirabegron,Mirabegron,True
838,Mirtazapine,Mirtazapine,True
839,Misoprostol,Misoprostol,True
840,Mitapivat,Mitapivat,True
841,Mitotane,Mitotane,True
842,Mobocertinib,Mobocertinib,True
843,Moclobemide,Moclobemide,True
844,Modafinil,Modafinil,True
845,Moexipril,Moexipril,True
846,Molindone,Molindone,True
847,Molnupiravir,,False
848,Momelotinib,Momelotinib,True
849,Monopotassium phosphate,,False
850,Montelukast,Montelukast,True
851,Monteplase,,False
852,Morphine,Morphine,True
853,Moxidectin,Moxidectin,True
854,Moxifloxacin,Moxifloxacin,True
855,Mycophenolate mofetil,Mycophenolate mofetil,True
856,Mycophenolic acid,Mycophenolic acid,True
857,Nabilone,Nabilone,True
858,Nabumetone,Nabumetone,True
859,Nadolol,Nadolol,True
860,Nadroparin,Nadroparin,True
861,Nafamostat,Nafamostat,True
862,Nafarelin,Nafarelin,True
863,Nafcillin,Nafcillin,True
864,Naftazone,,False
865,Nalbuphine,Nalbuphine,True
866,Naldemedine,Naldemedine,True
867,Nalidixic acid,Nalidixic acid,True
868,Nalmefene,Nalmefene,True
869,Naloxegol,Naloxegol,True
870,Naloxone,Naloxone,True
871,Naltrexone,Naltrexone,True
872,Naproxen,Naproxen,True
873,Naratriptan,Naratriptan,True
874,Nateglinide,Nateglinide,True
875,Nebivolol,Nebivolol,True
876,Nefazodone,Nefazodone,True
877,Nelfinavir,Nelfinavir,True
878,Neratinib,Neratinib,True
879,Netupitant,Netupitant,True
880,Nevirapine,Nevirapine,True
881,Niacin,Niacin,True
882,Nicardipine,Nicardipine,True
883,Nicotine,Nicotine,True
884,Nifedipine,Nifedipine,True
885,Nifurtimox,Nifurtimox,True
886,Nilotinib,Nilotinib,True
887,Nilutamide,Nilutamide,True
888,Nilvadipine,Nilvadipine,True
889,Nimodipine,Nimodipine,True
890,Nintedanib,Nintedanib,True
891,Niraparib,Niraparib,True
892,Nirmatrelvir,Nirmatrelvir,True
893,Nirogacestat,Nirogacestat,True
894,Nisoldipine,Nisoldipine,True
895,Nitazoxanide,Nitazoxanide,True
896,Nitisinone,Nitisinone,True
897,Nitrazepam,Nitrazepam,True
898,Nitrendipine,Nitrendipine,True
899,Nitrofurantoin,Nitrofurantoin,True
900,Nitroglycerin,Nitroglycerin,True
901,Nizatidine,Nizatidine,True
902,Norethisterone,Norethisterone,True
903,Norfloxacin,Norfloxacin,True
904,Norgestimate,Norgestimate,True
905,Norgestrel,Norgestrel,True
906,Normethadone,,False
907,Nortriptyline,Nortriptyline,True
908,Nylidrin,Nylidrin,True
909,Obeticholic acid,Obeticholic acid,True
910,Obinutuzumab,,False
911,Octreotide,Octreotide,True
912,Odevixibat,Odevixibat,True
913,Ofloxacin,Ofloxacin,True
914,Olanzapine,Olanzapine,True
915,Olaparib,Olaparib,True
916,Olmesartan,Olmesartan,True
917,Olsalazine,Olsalazine,True
918,Olutasidenib,Olutasidenib,True
919,Omadacycline,Omadacycline,True
920,Omaveloxolone,Omaveloxolone,True
921,Ombitasvir,Ombitasvir,True
922,Omega-3-acid ethyl esters,Omega-3-acid ethyl esters,True
923,Omega-3-carboxylic acids,Omega-3-carboxylic acids,True
924,Omeprazole,Omeprazole,True
925,Ondansetron,Ondansetron,True
926,Opicapone,Opicapone,True
927,Opium,Opium,True
928,Orciprenaline,Orciprenaline,True
929,Orlistat,Orlistat,True
930,Orphenadrine,Orphenadrine,True
931,Oseltamivir,Oseltamivir,True
932,Osilodrostat,Osilodrostat,True
933,Osimertinib,Osimertinib,True
934,Ospemifene,Ospemifene,True
935,Otamixaban,Otamixaban,True
936,Oteracil,,False
937,Oteseconazole,Oteseconazole,True
938,Ox bile extract,,False
939,Oxaprozin,Oxaprozin,True
940,Oxatomide,Oxatomide,True
941,Oxazepam,Oxazepam,True
942,Oxcarbazepine,Oxcarbazepine,True
943,Oxilofrine,,False
944,Oxprenolol,Oxprenolol,True
945,Oxtriphylline,Oxtriphylline,True
946,Oxybutynin,Oxybutynin,True
947,Oxycodone,Oxycodone,True
948,Oxymorphone,Oxymorphone,True
949,Oxyphenbutazone,Oxyphenbutazone,True
950,Oxytetracycline,Oxytetracycline,True
951,Ozanimod,Ozanimod,True
952,Paclitaxel,Paclitaxel,True
953,Pacritinib,Pacritinib,True
954,Palbociclib,Palbociclib,True
955,Paliperidone,Paliperidone,True
956,Palonosetron,Palonosetron,True
957,Palovarotene,Palovarotene,True
958,Pancrelipase,,False
959,Pancrelipase amylase,,False
960,Pancrelipase lipase,,False
961,Pancrelipase protease,,False
962,Panobinostat,Panobinostat,True
963,Pantoprazole,Pantoprazole,True
964,Pargyline,Pargyline,True
965,Paricalcitol,Paricalcitol,True
966,Paritaprevir,Paritaprevir,True
967,Parnaparin,,False
968,Paromomycin,Paromomycin,True
969,Paroxetine,Paroxetine,True
970,Patiromer,,False
971,Pazopanib,Pazopanib,True
972,Pegaspargase,Pegaspargase,True
973,Peginterferon alfa-2a,Peginterferon alfa-2a,True
974,Peginterferon alfa-2b,Peginterferon alfa-2b,True
975,Pemetrexed,Pemetrexed,True
976,Pemigatinib,Pemigatinib,True
977,Pemoline,,False
978,Penicillamine,Penicillamine,True
979,Pentaerythritol tetranitrate,Pentaerythritol tetranitrate,True
980,Pentazocine,Pentazocine,True
981,Pentosan polysulfate,Pentosan polysulfate,True
982,Pentoxifylline,Pentoxifylline,True
983,Pentoxyverine,Pentoxyverine,True
984,Pepsin,,False
985,Perampanel,Perampanel,True
986,Pergolide,Pergolide,True
987,Periciazine,Periciazine,True
988,Perindopril,Perindopril,True
989,Perphenazine,Perphenazine,True
990,Pexidartinib,Pexidartinib,True
991,Phenacemide,Phenacemide,True
992,Phenazopyridine,Phenazopyridine,True
993,Phendimetrazine,Phendimetrazine,True
994,Phenelzine,Phenelzine,True
995,Phenindamine,Phenindamine,True
996,Phenindione,Phenindione,True
997,Phenobarbital,Phenobarbital,True
998,Phenoxymethylpenicillin,Phenoxymethylpenicillin,True
999,Phenprocoumon,Phenprocoumon,True
1000,Phentermine,Phentermine,True
1001,Phenylbutazone,Phenylbutazone,True
1002,Phenylbutyric acid,Phenylbutyric acid,True
1003,Phenylpropanolamine,Phenylpropanolamine,True
1004,Phenytoin,Phenytoin,True
1005,Pibrentasvir,Pibrentasvir,True
1006,Picosulfuric acid,Picosulfuric acid,True
1007,Pilocarpine,Pilocarpine,True
1008,Pimavanserin,Pimavanserin,True
1009,Pimozide,Pimozide,True
1010,Pinaverium,Pinaverium,True
1011,Pindolol,Pindolol,True
1012,Pioglitazone,Pioglitazone,True
1013,Piperazine,Piperazine,True
1014,Pipotiazine,Pipotiazine,True
1015,Pirenzepine,Pirenzepine,True
1016,Pirfenidone,Pirfenidone,True
1017,Piroxicam,Piroxicam,True
1018,Pirtobrutinib,Pirtobrutinib,True
1019,Pitavastatin,Pitavastatin,True
1020,Pitolisant,Pitolisant,True
1021,Pivampicillin,Pivampicillin,True
1022,Pivmecillinam,Pivmecillinam,True
1023,Pizotifen,Pizotifen,True
1024,Plantago seed,,False
1025,Plecanatide,Plecanatide,True
1026,Polatuzumab vedotin,Polatuzumab vedotin,True
1027,Polyethylene glycol,Polyethylene glycol,True
1028,Polythiazide,Polythiazide,True
1029,Pomalidomide,Pomalidomide,True
1030,Ponatinib,Ponatinib,True
1031,Ponesimod,Ponesimod,True
1032,Posaconazole,Posaconazole,True
1033,Potassium bicarbonate,Potassium bicarbonate,True
1034,Potassium chloride,Potassium chloride,True
1035,Potassium citrate,,False
1036,Practolol,Practolol,True
1037,Pralsetinib,Pralsetinib,True
1038,Pramipexole,Pramipexole,True
1039,Pramlintide,Pramlintide,True
1040,Prasugrel,Prasugrel,True
1041,Pravastatin,Pravastatin,True
1042,Prazepam,Prazepam,True
1043,Praziquantel,Praziquantel,True
1044,Prazosin,Prazosin,True
1045,Prednisolone,Prednisolone,True
1046,Prednisolone acetate,Prednisolone acetate,True
1047,Prednisolone phosphate,Prednisolone phosphate,True
1048,Prednisone,Prednisone,True
1049,Pregabalin,Pregabalin,True
1050,Pretomanid,Pretomanid,True
1051,Prilocaine,Prilocaine,True
1052,Primaquine,Primaquine,True
1053,Primidone,Primidone,True
1054,Probenecid,Probenecid,True
1055,Probucol,Probucol,True
1056,Procainamide,Procainamide,True
1057,Procarbazine,Procarbazine,True
1058,Procaterol,Procaterol,True
1059,Prochlorperazine,Prochlorperazine,True
1060,Procyclidine,Procyclidine,True
1061,Progesterone,Progesterone,True
1062,Proguanil,Proguanil,True
1063,Promazine,Promazine,True
1064,Promethazine,Promethazine,True
1065,Propafenone,Propafenone,True
1066,Propantheline,Propantheline,True
1067,Propiverine,Propiverine,True
1068,Propranolol,Propranolol,True
1069,Propylthiouracil,Propylthiouracil,True
1070,Protein C,Protein C,True
1071,Protein S human,Protein S human,True
1072,Protirelin,Protirelin,True
1073,Prucalopride,Prucalopride,True
1074,Pseudoephedrine,Pseudoephedrine,True
1075,Pyrazinamide,Pyrazinamide,True
1076,Pyridostigmine,Pyridostigmine,True
1077,Pyrimethamine,Pyrimethamine,True
1078,Quazepam,Quazepam,True
1079,Quetiapine,Quetiapine,True
1080,Quinagolide,Quinagolide,True
1081,Quinapril,Quinapril,True
1082,Quinethazone,Quinethazone,True
1083,Quinidine,Quinidine,True
1084,Quinine,Quinine,True
1085,Quizartinib,Quizartinib,True
1086,Rabeprazole,Rabeprazole,True
1087,Racepinephrine,Racepinephrine,True
1088,Radium Ra 223 dichloride,,False
1089,Raloxifene,Raloxifene,True
1090,Raltegravir,Raltegravir,True
1091,Ramelteon,Ramelteon,True
1092,Ramipril,Ramipril,True
1093,Ranitidine,Ranitidine,True
1094,Ranolazine,Ranolazine,True
1095,Rasagiline,Rasagiline,True
1096,Rebamipide,Rebamipide,True
1097,Regadenoson,Regadenoson,True
1098,Regorafenib,Regorafenib,True
1099,Relugolix,Relugolix,True
1100,Remifentanil,Remifentanil,True
1101,Remimazolam,Remimazolam,True
1102,Repaglinide,Repaglinide,True
1103,Repotrectinib,Repotrectinib,True
1104,Reserpine,Reserpine,True
1105,Resmetirom,Resmetirom,True
1106,Reteplase,Reteplase,True
1107,Reviparin,,False
1108,Revumenib,Revumenib,True
1109,Ribavirin,Ribavirin,True
1110,Ribociclib,Ribociclib,True
1111,Rifabutin,Rifabutin,True
1112,Rifampin,Rifampin,True
1113,Rifamycin,Rifamycin,True
1114,Rifapentine,Rifapentine,True
1115,Rifaximin,Rifaximin,True
1116,Rilmenidine,Rilmenidine,True
1117,Rilpivirine,Rilpivirine,True
1118,Riluzole,Riluzole,True
1119,Rimegepant,Rimegepant,True
1120,Riociguat,Riociguat,True
1121,Ripretinib,Ripretinib,True
1122,Risdiplam,Risdiplam,True
1123,Risedronic acid,Risedronic acid,True
1124,Risperidone,Risperidone,True
1125,Ritlecitinib,Ritlecitinib,True
1126,Ritonavir,Ritonavir,True
1127,Rivaroxaban,Rivaroxaban,True
1128,Rivastigmine,Rivastigmine,True
1129,Rizatriptan,Rizatriptan,True
1130,Rofecoxib,Rofecoxib,True
1131,Roflumilast,Roflumilast,True
1132,Rolapitant,Rolapitant,True
1133,Rolitetracycline,Rolitetracycline,True
1134,Romidepsin,Romidepsin,True
1135,Romosozumab,Romosozumab,True
1136,Ropinirole,Ropinirole,True
1137,Rosiglitazone,Rosiglitazone,True
1138,Rosuvastatin,Rosuvastatin,True
1139,Roxadustat,Roxadustat,True
1140,Rucaparib,Rucaparib,True
1141,Rufinamide,Rufinamide,True
1142,Rupatadine,Rupatadine,True
1143,Ruxolitinib,Ruxolitinib,True
1144,Safinamide,Safinamide,True
1145,Salmon calcitonin,Salmon calcitonin,True
1146,Salsalate,Salsalate,True
1147,Samidorphan,Samidorphan,True
1148,Sapropterin,Sapropterin,True
1149,Saquinavir,Saquinavir,True
1150,Sarecycline,Sarecycline,True
1151,Saruplase,,False
1152,Saxagliptin,Saxagliptin,True
1153,Scopolamine,Scopolamine,True
1154,Secnidazole,Secnidazole,True
1155,Secobarbital,Secobarbital,True
1156,Segesterone acetate,Segesterone acetate,True
1157,Seladelpar,Seladelpar,True
1158,Selegiline,Selegiline,True
1159,Selinexor,Selinexor,True
1160,Selpercatinib,Selpercatinib,True
1161,Selumetinib,Selumetinib,True
1162,Semaglutide,Semaglutide,True
1163,Semuloparin,,False
1164,Sennosides,Sennosides,True
1165,Serdexmethylphenidate,Serdexmethylphenidate,True
1166,Sertraline,Sertraline,True
1167,Sevelamer,,False
1168,Sildenafil,Sildenafil,True
1169,Silicon,,False
1170,Silodosin,Silodosin,True
1171,Silodrate,,False
1172,Simeprevir,Simeprevir,True
1173,Simethicone,Simethicone,True
1174,Simvastatin,Simvastatin,True
1175,Siponimod,Siponimod,True
1176,Sirolimus,Sirolimus,True
1177,Sitagliptin,Sitagliptin,True
1178,Sitaxentan,Sitaxentan,True
1179,Sodium bicarbonate,Sodium bicarbonate,True
1180,Sodium citrate,Sodium citrate,True
1181,Sodium feredetate,,False
1182,Sodium fluoride,Sodium fluoride,True
1183,Sodium lauryl sulfate,Sodium lauryl sulfate,True
1184,Sodium oxybate,Sodium oxybate,True
1185,"Sodium phosphate, dibasic","Sodium phosphate, dibasic",True
1186,"Sodium phosphate, dibasic, unspecified form",,False
1187,"Sodium phosphate, monobasic, unspecified form","Sodium phosphate, monobasic, unspecified form",True
1188,Sofosbuvir,Sofosbuvir,True
1189,Solifenacin,Solifenacin,True
1190,Solriamfetol,Solriamfetol,True
1191,Sonidegib,Sonidegib,True
1192,Sorafenib,Sorafenib,True
1193,Sotagliflozin,Sotagliflozin,True
1194,Sotalol,Sotalol,True
1195,Sotorasib,Sotorasib,True
1196,Spaglumic acid,Spaglumic acid,True
1197,Sparsentan,Sparsentan,True
1198,Spinosad,Spinosad,True
1199,Spiramycin,Spiramycin,True
1200,Spirapril,Spirapril,True
1201,Spironolactone,Spironolactone,True
1202,Stavudine,Stavudine,True
1203,Stiripentol,Stiripentol,True
1204,Streptokinase,Streptokinase,True
1205,Strontium ranelate,,False
1206,Succimer,,False
1207,Sucralfate,Sucralfate,True
1208,Sufentanil,Sufentanil,True
1209,Sulfadoxine,Sulfadoxine,True
1210,Sulfamethizole,Sulfamethizole,True
1211,Sulfasalazine,Sulfasalazine,True
1212,Sulfinpyrazone,Sulfinpyrazone,True
1213,Sulindac,Sulindac,True
1214,Sulodexide,Sulodexide,True
1215,Sulopenem etzadroxil,Sulopenem etzadroxil,True
1216,Sulpiride,Sulpiride,True
1217,Sulthiame,Sulthiame,True
1218,Sumatriptan,Sumatriptan,True
1219,Sunitinib,Sunitinib,True
1220,Suvorexant,Suvorexant,True
1221,"Synthetic Conjugated Estrogens, A","Synthetic Conjugated Estrogens, A",True
1222,"Synthetic Conjugated Estrogens, B","Synthetic Conjugated Estrogens, B",True
1223,Tacrine,Tacrine,True
1224,Tacrolimus,Tacrolimus,True
1225,Tadalafil,Tadalafil,True
1226,Tafamidis,Tafamidis,True
1227,Tafenoquine,Tafenoquine,True
1228,Talazoparib,Talazoparib,True
1229,Taliglucerase alfa,,False
1230,Tamoxifen,Tamoxifen,True
1231,Tamsulosin,Tamsulosin,True
1232,Tapentadol,Tapentadol,True
1233,Tasimelteon,Tasimelteon,True
1234,Tazemetostat,Tazemetostat,True
1235,Technetium Tc-99m disofenin,,False
1236,Technetium Tc-99m mebrofenin,Technetium Tc-99m mebrofenin,True
1237,Technetium Tc-99m medronate,,False
1238,Technetium Tc-99m sulfur colloid,,False
1239,Tecovirimat,Tecovirimat,True
1240,Tedizolid phosphate,Tedizolid phosphate,True
1241,Tegafur,Tegafur,True
1242,Tegaserod,Tegaserod,True
1243,Telaprevir,Telaprevir,True
1244,Telbivudine,Telbivudine,True
1245,Telithromycin,Telithromycin,True
1246,Telmisartan,Telmisartan,True
1247,Telotristat ethyl,Telotristat ethyl,True
1248,Temazepam,Temazepam,True
1249,Temozolomide,Temozolomide,True
1250,Temsirolimus,Temsirolimus,True
1251,Tenapanor,Tenapanor,True
1252,Tenecteplase,Tenecteplase,True
1253,Teniposide,Teniposide,True
1254,Tenofovir,Tenofovir,True
1255,Tenofovir alafenamide,Tenofovir alafenamide,True
1256,Tenofovir disoproxil,Tenofovir disoproxil,True
1257,Tenoxicam,Tenoxicam,True
1258,Tepotinib,Tepotinib,True
1259,Terazosin,Terazosin,True
1260,Terbinafine,Terbinafine,True
1261,Terfenadine,Terfenadine,True
1262,Teriflunomide,Teriflunomide,True
1263,Teriparatide,Teriparatide,True
1264,Testosterone undecanoate,Testosterone undecanoate,True
1265,Tetrabenazine,Tetrabenazine,True
1266,Tetracycline,Tetracycline,True
1267,Tetraferric tricitrate decahydrate,Tetraferric tricitrate decahydrate,True
1268,Tetrofosmin,,False
1269,Tezacaftor,Tezacaftor,True
1270,Thalidomide,Thalidomide,True
1271,Theophylline,Theophylline,True
1272,Thiethylperazine,Thiethylperazine,True
1273,Thiopental,Thiopental,True
1274,Thioproperazine,Thioproperazine,True
1275,Thioridazine,Thioridazine,True
1276,Thiotepa,Thiotepa,True
1277,Thiothixene,Thiothixene,True
1278,Tiagabine,Tiagabine,True
1279,Tianeptine,Tianeptine,True
1280,Tiaprofenic acid,Tiaprofenic acid,True
1281,Tibolone,Tibolone,True
1282,Ticagrelor,Ticagrelor,True
1283,Ticlopidine,Ticlopidine,True
1284,Tilactase,,False
1285,Tiludronic acid,Tiludronic acid,True
1286,Tinidazole,Tinidazole,True
1287,Tinzaparin,Tinzaparin,True
1288,Tioclomarol,,False
1289,Tioguanine,Tioguanine,True
1290,Tiopronin,Tiopronin,True
1291,Tiotropium,Tiotropium,True
1292,Tipiracil,Tipiracil,True
1293,Tipranavir,Tipranavir,True
1294,Tirzepatide,Tirzepatide,True
1295,Tivozanib,Tivozanib,True
1296,Tizanidine,Tizanidine,True
1297,Tocopherylquinone,,False
1298,Tofacitinib,Tofacitinib,True
1299,Tolazamide,Tolazamide,True
1300,Tolbutamide,Tolbutamide,True
1301,Tolcapone,Tolcapone,True
1302,Tolevamer,,False
1303,Tolmetin,Tolmetin,True
1304,Tolterodine,Tolterodine,True
1305,Tolvaptan,Tolvaptan,True
1306,Topiramate,Topiramate,True
1307,Topotecan,Topotecan,True
1308,Torasemide,Torasemide,True
1309,Toremifene,Toremifene,True
1310,Tovorafenib,Tovorafenib,True
1311,Trabectedin,Trabectedin,True
1312,Tramadol,Tramadol,True
1313,Trametinib,Trametinib,True
1314,Trandolapril,Trandolapril,True
1315,Tranexamic acid,Tranexamic acid,True
1316,Tranylcypromine,Tranylcypromine,True
1317,Trastuzumab emtansine,Trastuzumab emtansine,True
1318,Trazodone,Trazodone,True
1319,Treprostinil,Treprostinil,True
1320,Tretinoin,Tretinoin,True
1321,Triamterene,Triamterene,True
1322,Triazavirin,,False
1323,Triazolam,Triazolam,True
1324,Triclabendazole,Triclabendazole,True
1325,Triethylenetetramine,Triethylenetetramine,True
1326,Trifluoperazine,Trifluoperazine,True
1327,Trifluridine,Trifluridine,True
1328,Triflusal,Triflusal,True
1329,Triheptanoin,Triheptanoin,True
1330,Trihexyphenidyl,Trihexyphenidyl,True
1331,Trimebutine,Trimebutine,True
1332,Trimetazidine,Trimetazidine,True
1333,Trimethadione,Trimethadione,True
1334,Trimethobenzamide,Trimethobenzamide,True
1335,Trimipramine,Trimipramine,True
1336,Trioxsalen,,False
1337,Triprolidine,Triprolidine,True
1338,Trofinetide,Trofinetide,True
1339,Tropisetron,Tropisetron,True
1340,Trospium,Trospium,True
1341,Trovafloxacin,Trovafloxacin,True
1342,Tucatinib,Tucatinib,True
1343,Ubidecarenone,Ubidecarenone,True
1344,Ubrogepant,Ubrogepant,True
1345,Ulipristal,Ulipristal,True
1346,Umbralisib,Umbralisib,True
1347,Upadacitinib,Upadacitinib,True
1348,Urea C-13,,False
1349,Urea C-14,,False
1350,Uridine triacetate,,False
1351,Urokinase,Urokinase,True
1352,Ursodeoxycholic acid,Ursodeoxycholic acid,True
1353,Vadadustat,Vadadustat,True
1354,Valaciclovir,Valaciclovir,True
1355,Valbenazine,Valbenazine,True
1356,Valdecoxib,Valdecoxib,True
1357,Valganciclovir,Valganciclovir,True
1358,Valoctocogene roxaparvovec,,False
1359,Valproic acid,Valproic acid,True
1360,Valsartan,Valsartan,True
1361,Vamorolone,Vamorolone,True
1362,Vancomycin,Vancomycin,True
1363,Vandetanib,Vandetanib,True
1364,Vardenafil,Vardenafil,True
1365,Varenicline,Varenicline,True
1366,Velpatasvir,Velpatasvir,True
1367,Vemurafenib,Vemurafenib,True
1368,Venetoclax,Venetoclax,True
1369,Venlafaxine,Venlafaxine,True
1370,Verapamil,Verapamil,True
1371,Vericiguat,Vericiguat,True
1372,Vibegron,Vibegron,True
1373,Vibrio cholerae CVD 103-HgR strain live antigen,,False
1374,Vigabatrin,Vigabatrin,True
1375,Vilazodone,Vilazodone,True
1376,Vildagliptin,Vildagliptin,True
1377,Viloxazine,Viloxazine,True
1378,Vinblastine,Vinblastine,True
1379,Vincristine,Vincristine,True
1380,Vindesine,Vindesine,True
1381,Vinflunine,Vinflunine,True
1382,Vinorelbine,Vinorelbine,True
1383,Vismodegib,Vismodegib,True
1384,Vitamin D,Vitamin D,True
1385,Vitamin E,Vitamin E,True
1386,Voclosporin,Voclosporin,True
1387,Vonoprazan,Vonoprazan,True
1388,Vorapaxar,Vorapaxar,True
1389,Vorasidenib,Vorasidenib,True
1390,Voriconazole,Voriconazole,True
1391,Vorinostat,Vorinostat,True
1392,Vortioxetine,Vortioxetine,True
1393,Vosoritide,Vosoritide,True
1394,Voxelotor,Voxelotor,True
1395,Voxilaprevir,Voxilaprevir,True
1396,Warfarin,Warfarin,True
1397,Xanomeline,Xanomeline,True
1398,Ximelagatran,Ximelagatran,True
1399,Yohimbine,Yohimbine,True
1400,Zafirlukast,Zafirlukast,True
1401,Zalcitabine,Zalcitabine,True
1402,Zaleplon,Zaleplon,True
1403,Zanubrutinib,Zanubrutinib,True
1404,Zeaxanthin,,False
1405,Ziconotide,Ziconotide,True
1406,Zidovudine,Zidovudine,True
1407,Zileuton,Zileuton,True
1408,Zinc,Zinc,True
1409,Zinc acetate,Zinc acetate,True
1410,Zinc ascorbate,,False
1411,Zinc citrate,,False
1412,Zinc gluconate,,False
1413,Zinc oxide,,False
1414,Zinc sulfate,,False
1415,"Zinc sulfate, unspecified form","Zinc sulfate, unspecified form",True
1416,Ziprasidone,Ziprasidone,True
1417,Zolmitriptan,Zolmitriptan,True
1418,Zolpidem,Zolpidem,True
1419,Zonisamide,Zonisamide,True
1420,Zopiclone,Zopiclone,True
1421,Zuclopenthixol,Zuclopenthixol,True
1422,Zuranolone,Zuranolone,True
1423,Sulfinpyr,,False
1424,"Synthetic Conjugated Estrogens1201,Spironolactone,pharmaceutical,",,False
1425,lepin,,False
1426,FSH,,False
1427,statin,,False
1428,cyclosporin A,,False
1429,5-hydroxyindole acetic acid,,False
1430,Vioxx,,False
1431,arsenite,,False
1432,arginine,,False
1433,corticosterone,,False
1434,phenelzine sulfate,,False
1435,RS,,False
1436,streptomycin,,False
1437,L-NAME,,False
1438,diethylnitrosamine,,False
1439,Se-Pt,,False
1440,sodium arsenite,,False
1441,25-hydroyvitamin D,,False
1442,ammonia,,False
1443,thiobarbituric acid-reactive substances,,False
1444,Fluoride,,False
1445,Fe,,False
1446,(S)-3,,False
1447,AChE,,False
1448,cannabinoid,,False
1449,SOD,,False
1450,CAT,,False
1451,T(3),,False
1452,MET,,False
1453,BSA,,False
1454,CIS,,False
1455,Al,,False
1456,pancreatic lipase,,False
1457,corticosteroid,,False
1458,TP,,False
1459,proton-pump inhibitors,,False
1460,tetracycline hydrochloride,,False
1461,25-hydroxyvitamin D,,False
1462,folate,,False
