lgn_food_id,food_name,has_fp,rep_compound,rep_smiles,strategy
68,Brassica Sprout,False,,,no_representative_found
69,Broccoli,True,,,original
70,Brown Algae,False,,,no_representative_found
71,Brussels Sprouts,False,,,no_representative_found
72,Buckwheat Protein Extract,False,,,no_representative_found
73,Budo-No-Megumi,False,,,no_representative_found
74,C-Phycocyanin,False,,,no_representative_found
75,Cirsium Chanroenicum,False,,,no_representative_found
76,Cinnamon,True,,,original
77,Caffeic Acid,True,,,original
78,Pigeonpea,False,,,no_representative_found
79,Canola,True,,,original
80,Capsaicin,True,,,original
81,Carrageenan,False,,,no_representative_found
82,Carrots,False,,,no_representative_found
83,Castor,False,,,no_representative_found
84,Celery,False,,,no_representative_found
85,Chelerythrine,True,,,original
86,Chelidonine,True,,,original
87,Chenopodium,False,,,no_representative_found
88,Cherries,False,,,no_representative_found
89,Chicken,True,,,original
90,Chinese Parsley,False,,,no_representative_found
91,Chitosan,False,,,no_representative_found
92,Chuan Lian,False,,,no_representative_found
93,Chicory,True,,,original
94,Thistle,False,Apigenin,,hkg_best_compound(count=8)
95,Watermelon,True,,,original
96,Citrus Juices,False,,,no_representative_found
97,Citrus Leaf Extract,False,,,no_representative_found
98,Citrus Reticulate,False,,,no_representative_found
99,Cnidium,False,,,no_representative_found
100,Cocoa,False,,,no_representative_found
101,Coconut,True,,,original
102,Coconut Flower Sap,False,,,no_representative_found
103,Codliver,False,,,no_representative_found
104,Coenzyme Q10,False,,,no_representative_found
105,Cola,False,,,no_representative_found
106,Combretaceae,False,,,no_representative_found
107,Common Sage,False,Hesperetin,,hkg_best_compound(count=8)
108,Common Valerian,False,,,no_representative_found
109,Compositae,False,,,no_representative_found
110,Cone Flower,False,,,no_representative_found
111,Cordyceps,False,,,no_representative_found
112,Coriandrum Sativum L. Seed Extract,False,,,no_representative_found
113,Corilagin,True,,,original
114,Corn Oil,False,,,no_representative_found
115,Corni,False,,,no_representative_found
116,Cottonseed,True,,,original
117,Cranberries,False,,,no_representative_found
118,Crataegi,False,,,no_representative_found
119,Crataegus,False,,,no_representative_found
120,Cucumis Melo,False,,,no_representative_found
121,Cucurbita Andreana,False,,,no_representative_found
122,Curcuminoids,False,,,no_representative_found
123,Cuscutae,False,,,no_representative_found
124,Cyanidin,True,,,original
125,Cyperus Rotundus,False,,,no_representative_found
126,D. Edulis,False,,,no_representative_found
127,Proprietary Korean Herbal Formula,False,,,no_representative_found
128,Daidzein,True,,,original
129,Daikon,False,,,no_representative_found
130,Dairy Product,False,,,no_representative_found
131,Dairy Product Fermented By Lactobacilli,False,,,no_representative_found
132,Damnacanthal,True,,,original
133,Danggui,False,,,no_representative_found
134,Daucus Carota,False,,,no_representative_found
135,Dehydroepiandrosterone,True,,,original
136,Delphinidin,True,,,original
137,Dengzhan Shengmai Formula,False,,,no_representative_found
138,Dioscin,True,,,original
139,Dioscorea,False,,,no_representative_found
140,Dioscorea Nipponica Makino,False,,,no_representative_found
141,Dioscoreae Rhizoma,False,,,no_representative_found
142,Equisetum Arvense L,False,,,no_representative_found
143,Eucalyptus Microcorys Extract,False,,,no_representative_found
144,Evodia Rutaecarpa,False,,,no_representative_found
145,Falcarinol,True,,,original
146,Fava Bean,False,,,no_representative_found
147,Foeniculum Vulgare,False,,,no_representative_found
148,Fenugreek,True,,,original
149,Ff-D,False,,,no_representative_found
150,Fish Flakes,False,,,no_representative_found
151,Fish Flakes Supplemented With The Diatom Thalassiosira Weissflogii,False,,,no_representative_found
152,Fish Oil,True,,,original
153,Folic,True,,,original
154,Folinic Acid,True,,,original
155,Folinic Acids,False,,,no_representative_found
156,Fortified Oil,False,,,no_representative_found
157,Fortified Wine,False,,,no_representative_found
158,Fresh Palm Oil,False,,,no_representative_found
159,Galactomannan,False,,,no_representative_found
160,Gallic Acid,True,,,original
161,Garcinia Kola,False,,,no_representative_found
162,Garcinol,True,,,original
163,Garden Cress,True,,,original
164,Gegen,False,,,no_representative_found
165,Ginger-Green Tea Mixture,False,,,no_representative_found
166,Ginsenoside Rg1,True,,,original
167,Protopanaxatriol (Pt) Ginsenosides,False,,,no_representative_found
168,Grape Seed,False,,,no_representative_found
169,Groundnut Oils,False,,,no_representative_found
170,Guineense Swartz,False,,,no_representative_found
171,Guttiferae,False,,,no_representative_found
172,Harpagophytum Procumbens Extract,False,,,no_representative_found
173,"Herbal Mixtures Of Liriope Platyphylla, Glycyrrhiza Uralensis, And Cinnamomum Cassia",False,,,no_representative_found
174,Hibiscus Rosa Sinensis,False,,,no_representative_found
175,Hibiscus Sabdariffa,False,,,no_representative_found
176,Hippophae Rhamnoides,False,,,no_representative_found
177,Honey,True,,,original
178,Horse Chestnut,False,,,no_representative_found
179,Hypericum Extract Formulation,False,,,no_representative_found
180,Indian Gooseberry,False,,,no_representative_found
181,Kidney Beans,False,,,no_representative_found
182,Kiwi,True,,,original
183,Kudzu,False,,,no_representative_found
184,L. Usitatissimum,False,,,no_representative_found
185,Laminaria Hyperborea,False,,,no_representative_found
186,Laurus Nobilis L,False,,,no_representative_found
187,Lavandula Burnetii,False,,,no_representative_found
188,Lavender,False,,,no_representative_found
189,Soy Lecithin,False,Phosphatidylcholine,,copy_lgn:921
190,Lemon,True,,,original
191,Lemon Myrtle,False,,,no_representative_found
192,Lepidium Sativum,False,,,no_representative_found
193,Lime,True,,,original
194,Linalool,True,,,original
195,Linseed,False,,,no_representative_found
196,Luffa,False,,,no_representative_found
197,Lutein,True,,,original
198,Lycii,False,,,no_representative_found
199,M. Parviflora,False,,,no_representative_found
200,Macrotyloma Uniflorum,False,,,no_representative_found
201,Malus,False,,,no_representative_found
202,Malva Parviflora,False,,,no_representative_found
203,Malva Sylvestris,False,,,no_representative_found
204,Malvidin,True,,,original
205,Malβg,False,,,no_representative_found
206,Manganese,True,,,original
207,Mangifera Indica,False,,,no_representative_found
208,Mangosteen,False,,,no_representative_found
209,Marula,False,,,no_representative_found
210,Melon,False,,,no_representative_found
211,Mentha Piperita,False,,,no_representative_found
212,Bitter Melon Leaf Extract,False,,,no_representative_found
213,Morinda Citrifolia Linn.,False,,,no_representative_found
214,Moringa Oleifera,False,,,no_representative_found
215,Morus,False,,,no_representative_found
216,Morus Alba L-H2O,False,,,no_representative_found
217,Muscadine Grapes,False,,,no_representative_found
218,Mustard,True,,,original
219,Myo-Inositol,True,,,original
220,Naoxintong Formula,False,,,no_representative_found
221,Neferine,True,,,original
222,Nelumbo Nucifera Gaertn,False,,,no_representative_found
223,Nelumbonucifera,False,,,no_representative_found
224,Nepitrin,True,,,original
225,Niacin,True,,,original
226,Nigella Sativa,False,,,no_representative_found
227,Non-Alcoholic Beverage Made Of Red Wine Vinegar And Grape Juice,False,,,no_representative_found
228,O. Basilicum,False,,,no_representative_found
229,Oat,True,,,original
230,Ocimum Basilicum,False,,,no_representative_found
231,Olerciamide A,True,,,original
232,Olive Oil,True,,,original
233,Onion,False,,,no_representative_found
234,Origanum Majorana,False,,,no_representative_found
235,Oroxylum Indicum Seed Extracts,False,,,no_representative_found
236,Oyster,False,,,no_representative_found
237,Oyster (Ostrea Plicatula Gmelin) Polysaccharides,False,,,no_representative_found
238,P. Dulce,False,,,no_representative_found
239,P. Guineense,False,,,no_representative_found
240,P. Hydropiper,False,,,no_representative_found
241,P. Pulmonarius,False,,,no_representative_found
242,P. Pulmonarius Glucans,False,,,no_representative_found
243,P. Vulgaris,False,,,no_representative_found
244,Palm Oil,False,,,no_representative_found
245,Panax Notoginseng Ledeb,False,,,no_representative_found
246,Parkia Speciosa,False,,,no_representative_found
247,Parsley,True,,,original
248,Passiflora Incarnata,False,,,no_representative_found
249,Pectolinarigenin,True,,,original
250,Peonidin,True,,,original
251,Perilla,False,,,no_representative_found
252,Perilla Frutescens Britton,False,,,no_representative_found
253,Phaseolus Vulgaris,False,,,no_representative_found
254,Phoenix Dactylifera,False,,,no_representative_found
255,Phyllanthaceae,False,,,no_representative_found
256,Phyllanthus Acidus,False,,,no_representative_found
257,Phyllanthus Emblica Linn,False,,,no_representative_found
258,Phyllanthus Emblica-Etoh,False,,,no_representative_found
259,Physalis,False,,,no_representative_found
260,Physalis Peruviana,False,,,no_representative_found
261,Phytate,True,,,original
262,Pinitol,True,,,original
263,Pinus Halepensis,False,,,no_representative_found
264,Piperine,True,,,original
265,Pistacia Lentiscus Oil,False,,,no_representative_found
266,Pithecellobium Dulce,False,,,no_representative_found
267,Pleurotus Ostreatus,False,,,no_representative_found
268,Pleurotus Pulmonarius,False,,,no_representative_found
269,Polygonum Hydropiper,False,,,no_representative_found
270,Polygonum Viviparum,False,,,no_representative_found
271,Polysaccharides Extracted From The Egyptian Mango Mangifera Indica,False,,,no_representative_found
272,Pomegranate,True,,,original
273,Ponciri Fructus,False,,,no_representative_found
274,Poncirus Trifoliata,False,,,no_representative_found
275,Portulaca Oleracea L.,False,,,no_representative_found
276,Propolis,False,,,no_representative_found
277,Psidium Guajava,False,,,no_representative_found
278,Pueraria Lobata,False,,,no_representative_found
279,Quercetin,True,,,original
280,Quercus,False,,,no_representative_found
281,R. Hastatus,False,,,no_representative_found
282,Rainbow Trout,False,Riboflavine,,hkg_best_compound(count=3)
283,Raphia Hookeri,False,,,no_representative_found
284,Raspberry,False,,,no_representative_found
285,Red Wine,True,,,original
286,Red Wine Vinegar And Grape Juice,False,,,no_representative_found
287,Repeatedly Heated Palm,False,,,no_representative_found
288,Repeatedly-Heated Vegetable,False,,,no_representative_found
289,"3,4',5-Trihydroxystilbene",True,,,original
290,Rhizoma,False,,,no_representative_found
291,Rhodiola Rosea,False,,,no_representative_found
292,Riboflavin,True,,,original
293,Rosa Damascena,False,,,no_representative_found
294,Rosaceae,False,,,no_representative_found
295,Rosavin,True,,,original
296,Rosmarinus Officinalis L.,False,,,no_representative_found
297,Rubi,False,,,no_representative_found
298,Rubus,False,,,no_representative_found
299,Rubus Coreanus,False,,,no_representative_found
300,Brassica Napus L. Var. Napobrassica,False,,,no_representative_found
301,S. Aqueum,False,,,no_representative_found
302,S. Aromaticum,False,,,no_representative_found
303,S. Indicum,False,,,no_representative_found
304,S. Limbata,False,,,no_representative_found
305,S.Limbata,False,,,no_representative_found
306,S.Montana Extract,False,,,no_representative_found
307,Saffron,False,Quercetin,,hkg_best_compound(count=8)
308,Sage,False,,,no_representative_found
309,Salvia Przewalskii,False,,,no_representative_found
310,Sambucus Williamsii Hance,False,,,no_representative_found
311,Sanguinarine,True,,,original
312,Sardine,False,,,no_representative_found
313,Satureja Montana Extract,False,,,no_representative_found
314,Sauchinone,True,,,original
315,Schisandra Chinensis,False,,,no_representative_found
316,Sclerocarya Birrea,False,,,no_representative_found
317,Scuppernongs,False,,,no_representative_found
318,Scutellarin,True,,,original
319,Seaweed,False,,,no_representative_found
320,Selenium,True,,,original
321,Semi-Skimmed Milk,False,,,no_representative_found
322,Sesame,True,,,original
323,Seseli Praecox,False,,,no_representative_found
324,Sheabutter,False,,,no_representative_found
325,Shexiang Baoxin Formula,False,,,no_representative_found
326,Shiitake,True,,,original
327,Silybum Marianum,False,,,no_representative_found
328,Sinapis Alba,False,,,no_representative_found
329,Sodium Caseinate,False,,,no_representative_found
330,Soft Plain Cheese,False,,,no_representative_found
331,Sonchus Asper,False,,,no_representative_found
332,Soyabeans,False,,,no_representative_found
333,Sparassis Crispa,False,,,no_representative_found
334,Spinacia Oleracea,False,,,no_representative_found
335,Spirafolide,True,,,original
336,Spirodela Polyrhiza,False,,,no_representative_found
337,Spirulina,True,,,original
338,Squash,False,,,no_representative_found
339,St. John'S Wort,False,,,no_representative_found
340,Sucrose,True,,,original
341,Sucrose Fatty Acid Ester,False,,,no_representative_found
342,Syzygium Aqueum,False,,,no_representative_found
343,Syzygium Aromaticum,False,,,no_representative_found
344,Syzygium Cumini Extract,False,,,no_representative_found
345,Taraxacum Platycarpum,False,,,no_representative_found
346,Tartary Buckwheat Sprouts,False,,,no_representative_found
347,Tasmannia Pepper Leaf,False,,,no_representative_found
348,Terminalia Belerica,False,,,no_representative_found
349,Tf(Ic*As)*483/13,False,,,no_representative_found
350,Thiamine,True,,,original
351,Thiamine Pyrophosphate,True,,,original
352,Thyme,False,,,no_representative_found
353,Tormentillae,False,,,no_representative_found
354,Tremella Fuciformis,False,,,no_representative_found
355,Tribulus Terrestris,True,,,original
356,Trifolium Pratense,False,,,no_representative_found
357,Trigonelline,True,,,original
358,Tristemma Hirtum,False,,,no_representative_found
359,Triticum Sativum,False,,,no_representative_found
360,Trolox,True,,,original
361,U. Dioica,False,,,no_representative_found
362,Uapaca Guineensis,False,,,no_representative_found
363,Umbelliferae,True,,,original
364,Urtica,False,,,no_representative_found
365,Urtica Dioica Extract,False,,,no_representative_found
366,Vaccinium Bracteatum Thunb. Fruit,False,,,no_representative_found
367,Valerian,False,,,no_representative_found
368,Vco,True,,,original
369,Vegetable Juice,True,,,original
370,Vegetol Red Grapevin,False,,,no_representative_found
371,Virgin Coconut Oil,False,,,no_representative_found
372,Vitamin B6,True,,,original
373,Vitamin D3,True,,,original
374,Wheat,True,,,original
375,Whey Protein,False,,,no_representative_found
376,Whey Protein Isolate,False,,,no_representative_found
377,Wine,False,,,no_representative_found
378,Wpi,False,,,no_representative_found
379,Crataegi Standardized Extract,False,,,no_representative_found
380,Yogurt Bacteria,False,,,no_representative_found
381,Zhi-Xiong,False,,,no_representative_found
382,Npc209773,True,,,original
383,(+-)-Trimeprazine,True,,,original
384,2-Amino-5-Phenyl4(5H)-Oxazolone,True,,,original
385,Deutetrabenazine (Usan/Inn),True,,,original
386,"(2R,4S)-Ketoconazole",True,,,original
387,"Med.21724, Compound Benztropine",True,,,original
388,"(1R,2S)-Tranylcypromine",True,,,original
389,Magaldrate (Usan:Usp:Inn:Ban),True,,,original
390,Naringin,True,,,original
391,(+-)-Chlorpheniramine,True,,,original
392,Ginkgo Biloba Leaf Extract,False,,,no_representative_found
393,Vitis Vinifera Leaves Polyphenolic,False,,,no_representative_found
394,Thymoquinone,True,,,original
395,T. Cacao,False,,,no_representative_found
396,Theobroma Cacao,False,,,no_representative_found
397,Rhodiola,False,,,no_representative_found
398,Silydianin,True,,,original
399,Silybin,True,,,original
400,Isosilybin,True,,,original
401,Silychristin,True,,,original
402,Cherry,False,,,no_representative_found
403,Panax Notoginseng Saponins,False,,,no_representative_found
404,Xuesaitong,False,,,no_representative_found
405,Chocolate,True,,,original
406,Berberis Vulgaris,False,,,no_representative_found
407,Cocoa Powder,False,Quercetin,,hkg_best_compound(count=8)
408,Fennel,True,,,original
409,Nigella Sativa Oil,False,,,no_representative_found
410,Panax Ginseng C.A. Meyer,False,,,no_representative_found
411,Glycyrrhizic Acid,True,,,original
412,Soybean Extract,False,,,no_representative_found
413,Green Tea Extract,False,,,no_representative_found
414,Arbutin,True,,,original
415,Polysaccharide Of Spirulina Platensis,False,,,no_representative_found
416,Pomelo Extract,False,,,no_representative_found
417,Cranberry Juice,False,,,no_representative_found
418,Rosa Damascena Extract,False,,,no_representative_found
419,Fruit Juices,False,,,no_representative_found
420,Turmeric Rhizome Powder Suspension,False,,,no_representative_found
421,Multivitamin,False,,,no_representative_found
422,Mandarin Juice,False,,,no_representative_found
423,Piper Longum L.,False,,,no_representative_found
424,Orange,False,,,no_representative_found
425,Garcinia Mangostana,False,,,no_representative_found
426,Glycyrrhiza Glabra Fabaceae,False,,,no_representative_found
427,Red Spinach,False,,,no_representative_found
428,Olive,False,Apigenin,,hkg_best_compound(count=8)
429,Palm,True,,,original
430,Red Ginseng,False,,,no_representative_found
431,Mentha Spicata,False,,,no_representative_found
432,Panax Quinquefolius,False,,,no_representative_found
433,Grape Seed Proanthocyanidin Extract,False,,,no_representative_found
434,Punica Granatum,False,,,no_representative_found
435,Black Tea,True,,,original
436,Camellia Sinensis,False,,,no_representative_found
437,Vicia Faba,False,,,no_representative_found
438,Thymus Vulgaris,False,,,no_representative_found
439,Thyme (Thymus Vulgaris) Leaf Aqueous Extract,False,,,no_representative_found
440,10-Gingerol,True,,,original
441,Whole-Grain,False,,,no_representative_found
442,Refined-Grain,False,,,no_representative_found
443,Corn,True,,,original
444,A.Atroviolaceum Extract,False,,,no_representative_found
445,Crocus Sativus,False,,,no_representative_found
446,Grape Juice,False,,,no_representative_found
447,Korean Red Ginseng Total Extract,False,,,no_representative_found
448,Salvia Miltiorrhiza,False,,,no_representative_found
449,Citrus Unshiu,False,,,no_representative_found
450,T. Foenum-Graecum Aqueous Extract,False,,,no_representative_found
451,Glycyrrhetinic Acid,True,,,original
452,Tea,True,,,original
453,Milk Thistle,False,,,no_representative_found
454,Crocin,True,,,original
455,Salvia,False,,,no_representative_found
456,Vitis Vinifera,False,,,no_representative_found
457,Whole-Grain Cereal,False,,,no_representative_found
458,Soybean Oil,True,,,original
459,Grapes,False,,,no_representative_found
460,Clementine,True,,,original
461,Schisandra,False,,,no_representative_found
462,Vaccinium Macrocarpon,False,,,no_representative_found
463,Kiwifruit,False,,,no_representative_found
464,Legume,False,,,no_representative_found
465,Gamma-Mangostin,True,,,original
466,Pomegranate Seeds Oil,False,,,no_representative_found
467,Anticoagulant Herbs,False,,,no_representative_found
468,Garlic,True,,,original
469,Vitamin K,True,,,original
470,Alcohol,True,,,original
471,Calcium-Rich Foods,False,,,no_representative_found
472,Kale,True,,,original
473,Spinach,True,,,original
474,Iron Supplements,False,,,no_representative_found
475,High-Fat Foods,False,,,no_representative_found
476,Natural Licorice,False,,,no_representative_found
477,Potassium-Rich Foods,False,,,no_representative_found
478,Vitamin B6 (Pyridoxine),False,,,no_representative_found
479,Calcium Supplements,False,,,no_representative_found
480,Fruit Juice,True,,,original
481,Avidin (Raw Egg White),False,,,no_representative_found
482,Citrus,True,,,original
483,Flavonoid-Rich Foods,False,,,no_representative_found
484,Ephedra,False,,,no_representative_found
485,High-Salt Foods,False,,,no_representative_found
486,Niacin (Vitamin B3),False,,,no_representative_found
487,Avocado,True,,,original
488,High-Fiber Foods,False,,,no_representative_found
489,Xanthines,False,,,no_representative_found
490,Vitamin A,True,,,original
491,Vitamin A Supplements,False,,,no_representative_found
492,Iodine,True,,,original
493,Goitrogenic Foods,False,,,no_representative_found
494,Soy/Soybean,False,,,no_representative_found
495,Aged Cheese,False,,,no_representative_found
496,Tyramine-Containing Foods,False,Tyramine,NCCc1ccc(O)cc1,compute_smiles
497,Yogurt,True,,,original
498,Fava Beans,False,,,no_representative_found
499,Histamine-Containing Foods,False,,,no_representative_found
500,Pickled Foods,False,,,no_representative_found
501,Iodine-Containing Foods,False,,,no_representative_found
502,Seville Orange,False,,,no_representative_found
503,Melatonin,True,,,original
504,Folic Acid/Folate,False,,,no_representative_found
505,Vitamin B12,True,,,original
506,Vitamin K-Rich Foods,False,,,no_representative_found
507,D-Aspartic Acid,True,,,original
508,Palmitic Acid,True,,,original
509,Glucose,True,,,original
510,Naringenin,True,,,original
511,L-Leucine,True,,,original
512,Arginine,True,,,original
513,Epsilon-Polylysine,True,,,original
514,D-Fructose,True,,,original
515,L-Serine,True,,,original
516,Nitrogen,True,,,original
517,L-Proline,True,,,original
518,Ethanol,True,,,original
519,"1-Methyl-4-(6-Methylhept-6-En-2-Yl)Cyclohexa-1,4-Diene",True,,,original
520,Curcumene,True,,,original
521,Curcumenol,True,,,original
522,Ethinylestradiol,True,,,original
523,L-Arabinose,True,,,original
524,(-)-Zingiberene,True,,,original
525,Turmerone,True,,,original
526,Curzerenone,True,,,original
527,"1,8-Cineole",True,,,original
528,Malic Acid,True,,,original
529,Lactose,True,,,original
530,Phosphine,True,,,original
531,Deae-Cellulose,True,,,original
532,Nitrate,True,,,original
533,Nicotinic Acid,True,,,original
534,Glutamic Acid,True,,,original
535,"4-((3,3-Dimethyloxiran-2-Yl)Methoxy)Furo(3,2-G)Chromen-7-One",True,,,original
536,Citric Acid,True,,,original
537,L-Tryptophan,True,,,original
538,Npc214502,True,,,original
539,(-)-Asparagine,True,,,original
540,Maltose,True,,,original
541,Oxalic Acid,True,,,original
542,Rutin,True,,,original
543,Hydrogen Sulfide,True,,,original
544,"2,3-Dihydroxybutanedioic Acid",True,,,original
545,Xanthyletin,True,,,original
546,Succinic Acid,True,,,original
547,2-Oxoglutaric Acid,True,,,original
548,1-Methyl-4-Prop-1-En-2-Ylcyclohexene,True,,,original
549,Elemol,True,,,original
550,Xanthoxyletin,True,,,original
551,L-Lysine,True,,,original
552,Mannan,True,,,original
553,L-Histidine,True,,,original
554,Pyrrolidine,True,,,original
555,L-Threonine,True,,,original
556,Citronellol,True,,,original
557,Zingiberol,True,,,original
558,L-Tyrosine,True,,,original
559,Delphinidin 3-O-Glucoside Cation,True,,,original
560,Decanoic Acid,True,,,original
561,Raffinose,True,,,original
562,"2-(3,4-Dihydroxyphenyl)-3,5,7-Trihydroxy-1-Benzopyrylium",True,,,original
563,Beta-Sesquiphellandrene,True,,,original
564,Delphinidin Chloride,True,,,original
565,L-Alanine,True,,,original
566,L-Methionine,True,,,original
567,Petunidin 3-Glucoside,True,,,original
568,Delphinidin 3-Galactoside,True,,,original
569,Ursolic Acid,True,,,original
570,L-Isoleucine,True,,,original
571,Camphene,True,,,original
572,Glycine,True,,,original
573,Quinate,True,,,original
574,Genistin,True,,,original
575,Daidzin,True,,,original
576,Stearic Acid,True,,,original
577,Fluoride Ion,True,,,original
578,Magnesium Ion,True,,,original
579,Choline,True,,,original
580,Catechin,True,,,original
581,Malonylgenistin,True,,,original
582,(-)-Beta-Sitosterol,True,,,original
583,6'-Sialyllactose,True,,,original
584,Sulfide Ion,True,,,original
585,Chlorine,True,,,original
586,Phosphate,True,,,original
587,Copper,True,,,original
588,Cdp-Dg(16:0/18:0),True,,,original
589,"Disodium;[3-[2,3-Di(Octadeca-9,12-Dienoyloxy)Propoxy-Oxidophosphoryl]Oxy-2-Hydroxypropyl] 2,3-Di(Octadeca-9,12-Dienoyloxy)Propyl Phosphate",True,,,original
590,1-Palmitoylglycerol 3-Phosphate,True,,,original
591,Cdp-Dg(16:0/16:0),True,,,original
592,Isoamyl Alcohol,True,,,original
593,Glycerol,True,,,original
594,Ethyl Acetate,True,,,original
595,Cadaverine,True,,,original
596,Isobutanol,True,,,original
597,Sorbitol,True,,,original
598,2-Methyl-2-Butanol,True,,,original
599,Putrescine,True,,,original
600,D-Galacturonic Acid,True,,,original
601,Gluconic Acid,True,,,original
602,Cholesterol,True,,,original
603,Lignin,True,,,original
604,(-)-Gallocatechin Gallate,True,,,original
605,Stachyose,True,,,original
606,"Bis((3R,4S,5S,6R)-2-[[(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5-Ethyl-6-Methylheptan-2-Yl]-10,13-Dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-Dodecahydro-1H-Cyclopenta[A]Phenanthren-3-Yl]Oxy]-6-(Hydroxymethyl)Oxane-3,4,5-Triol);(3R,4S,5S,6R)-2-[[(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5-Ethyl-6-Methylhept-6-En-2-Yl]-10,13-Dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-Dodecahydro-1H-Cyclopenta[A]Phenanthren-3-Yl]Oxy]-6-(Hydroxymethyl)Oxane-3,4,5-Triol",True,,,original
607,Theaflavin (Standard),True,,,original
608,Hexanal,True,,,original
609,"(1R,2S,4R,5S)-6-[(2R,3R,4S,5S)-3,4,5-Trihydroxyoxan-2-Yl]Oxycyclohexane-1,2,3,4,5-Pentol",True,,,original
610,Epigallocatechin,True,,,original
611,Diosgenin,True,,,original
612,Epicatechin Gallate,True,,,original
613,Water,True,,,original
614,Ellagic Acid,True,,,original
615,Stachyurin,True,,,original
616,Luteolin,True,,,original
617,Ascorbic Acid; Biotin; Cyanocobalamin; Dexpanthenol; Ergocalciferol; Folic Acid; Niacinamide; Pyridoxine Hydrochloride; Riboflavin 5'-Phosphate Sodium; Thiamine Hydrochloride; Vitamin A; Vitamin E,True,,,original
618,Galloylpunicalin,True,,,original
619,Glytoucan:G35236Gy,True,,,original
620,Benzoic Acid,True,,,original
621,Peonidin 3-Arabinoside,True,,,original
622,4-Hydroxybenzoic Acid,True,,,original
623,Piperidines,True,,,original
624,Peonidin 3-Galactoside,True,,,original
625,Betulinic Acid,True,,,original
626,Mannitol,True,,,original
627,"Ethanedioic Acid, Calcium Salt (1:1)",True,,,original
628,"3,4',5,7-Tetrahydroxy-3'-Methoxyflavylium",True,,,original
629,Hyperoside,True,,,original
630,4-Hydroxyglucobrassicin,True,,,original
631,Eugenol,True,,,original
632,Gamma-Terpinene,True,,,original
633,Allyl Isothiocyanate,True,,,original
634,Myrcene,True,,,original
635,Invert Sugar,True,,,original
636,Apiole,True,,,original
637,Chrysoeriol 7-O-(6''-Malonyl-Apiosyl-Glucoside),True,,,original
638,P-Cymen-8-Ol,True,,,original
639,Psoralen,True,,,original
640,Hesperetin,True,,,original
641,Terpinolene,True,,,original
642,Apigenin 7-O-(6''-Malonyl-Apiosyl-Glucoside),True,,,original
643,Isorhamnetin,True,,,original
644,4-Methoxyglucobrassicin,True,,,original
645,Coumarin,True,,,original
646,4-Vinylguaiacol,True,,,original
647,"Rubber, Natural-Smoked Sheet And Latex Solids (Hevea Brasiliensis)",True,,,original
648,Myristicin,True,,,original
649,Imperatorin,True,,,original
650,Luteolin 7-O-(2-Apiosyl-6-Malonyl)-Glucoside,True,,,original
651,Bergapten,True,,,original
652,"1-Allyl-2,3,4,5-Tetramethoxybenzene",True,,,original
653,Pseudotaraxasterol,True,,,original
654,"24-Methylene,25-Methylcholesta-5-En-3Beta-Ol",True,,,original
655,Beta-Pinene,True,,,original
656,Apigenin,True,,,original
657,Xylan Sulfate,True,,,original
658,Methylamine,True,,,original
659,P-Cymene,True,,,original
660,L-Glutamine,True,,,original
661,Lauric Acid,True,,,original
662,(-)-Cystine,True,,,original
663,Theobromine,True,,,original
664,Myristic Acid,True,,,original
665,"3,3',4',5,7-Pentahydroxy-5'-Methoxyflavylium",True,,,original
666,"Glycerophospholipids, Cephalins",True,,,original
667,D-Xylose,True,,,original
668,"(2R,3R,4S,5S)-2,3,4,5-Tetrahydroxyhexanal",True,,,original
669,Heptanoic Acid,True,,,original
670,An Inositol,True,,,original
671,Amygdalin,True,,,original
672,Eicosanoic Acid,True,,,original
673,Ammonia,True,,,original
674,Kaempferol,True,,,original
675,"Kaempferol 3,7,4'-O-Triglucoside",True,,,original
676,Kaempferol 3-O-Sophoroside,True,,,original
677,Nonanoic Acid,True,,,original
678,Hexanoic Acid,True,,,original
679,Butyric Acid,True,,,original
680,Octanoic Acid,True,,,original
681,Npc212957,True,,,original
682,Beta-D-Glucopyranuronic Acid,True,,,original
683,Eriocitrin,True,,,original
684,Lactic Acid,True,,,original
685,Lonicerin,True,,,original
686,"3,5-Dihydroxyphenyl Beta-D-Glucopyranoside",True,,,original
687,P-Menth-4(8)-En-3-One,True,,,original
688,D-Arabitol,True,,,original
689,Narirutin,True,,,original
690,Hesperidin,True,,,original
691,Menthofuran,True,,,original
692,Ethyl Lactate,True,,,original
693,Erythritol,True,,,original
694,(-)-Menthol,True,,,original
695,Myricetin,True,,,original
696,Pyridoxine,True,,,original
697,Isorhoifolin,True,,,original
698,Diosmin,True,,,original
699,D-Galactose,True,,,original
700,"(3B,5A,6B,25R)-3,6-Dihydroxyspirostane-2,12-Dione 3-[4'-(2''-Glucosyl-3''-Xylosyl)-Galactoside]",True,,,original
701,"(3B,5A,25R)-3-Hydroxyspirostan-6-One 3-[2-Acetylarabinosyl-(1->6)-Glucoside]",True,,,original
702,"(2A,3B,5A,6A,22R,25R)-Furostane-22-Methoxy-2,3,6,26-Tetrol 3-[Glucosyl-(1->2)-[Xylosyl-(1->3)]-Glucosyl-(1->4)-Galactoside] 26-Glucoside",True,,,original
