head	relation	tail
Fludeoxyglucose (18F)	substrate_of	SLC2A7
Cannabidiol	substrate_of	CYP1A2
Primidone	substrate_of	CYP2C9
Ponesimod	substrate_of	UGT1A1
Tenofovir	substrate_of	AK1
Naproxen	substrate_of	CYP1A2
Triclabendazole	substrate_of	CYP3A4
Mexiletine	substrate_of	CYP2D6
Paritaprevir	substrate_of	ABCB1
Paclitaxel	substrate_of	ABCC2
Dalfampridine	substrate_of	SLC22A2
Brincidofovir	substrate_of	CYP4F2
Saxagliptin	substrate_of	ABCC1
Codeine	substrate_of	CYP3A4
Pyrazinamide	substrate_of	AOX1
Dacomitinib	substrate_of	CYP2C9
Hydrocortisone	substrate_of	HSD11B1
Brigatinib	substrate_of	CYP3A4
Atorvastatin	substrate_of	SLCO2B1
Labetalol	substrate_of	UGT2B7
Leniolisib	substrate_of	ABCG2
Omadacycline	substrate_of	ABCB1
Hydromorphone	substrate_of	UGT1A3
Estrone sulfate	substrate_of	SLC47A1
Estrone	substrate_of	CYP3A5
Fenofibrate	substrate_of	AKR1C1
Verapamil	substrate_of	ORM1
Cefdinir	substrate_of	SLC22A8
Norethisterone	substrate_of	AKR1C4
Cannabidiol	substrate_of	CYP2E1
Avanafil	substrate_of	CYP2C9
Erdafitinib	substrate_of	PDGFRB
Urokinase	substrate_of	SERPINB2
Torasemide	substrate_of	CYP2C8
Sotalol	substrate_of	CYP2D6
Indinavir	substrate_of	ABCC2
Apomorphine	substrate_of	CYP3A5
Diclofenac	substrate_of	UGT2B7
Pindolol	substrate_of	UGT1A1
Vemurafenib	substrate_of	ABCB1
Etoposide	substrate_of	ABCG2
Estrone	substrate_of	CYP1A1
Selpercatinib	substrate_of	CYP3A4
Astemizole	substrate_of	CYP3A7
Dordaviprone	substrate_of	CYP2C9
Mycophenolate mofetil	substrate_of	CES1
Nevirapine	substrate_of	CYP2D6
Cenobamate	substrate_of	UGT2B4
Edetic acid	substrate_of	CYP19A1
Tolbutamide	substrate_of	CYP2C8
Phenytoin	substrate_of	CYP2B6
Ibuprofen	substrate_of	SLCO2B1
Ezetimibe	substrate_of	ABCC3
Zileuton	substrate_of	CYP3A4
Hydroxyzine	substrate_of	CYP3A5
Carbamazepine	substrate_of	CYP3A5
Dexlansoprazole	substrate_of	CYP3A4
Deferiprone	substrate_of	UGT1A6
Zinc sulfate, unspecified form	substrate_of	SLC39A13
Phenobarbital	substrate_of	ABCB1
Acetylsalicylic acid	substrate_of	ABCB1
Ranitidine	substrate_of	CYP1A2
Zoliflodacin	substrate_of	CYP2C9
Acetaminophen	substrate_of	CYP2E1
Dextromethorphan	substrate_of	UGT2B7
Lorcaserin	substrate_of	CYP1A2
Methionine	substrate_of	MAT2B
Ezetimibe	substrate_of	SLCO1B1
Promazine	substrate_of	CYP2C9
Haloperidol	substrate_of	CBR1
Sulopenem etzadroxil	substrate_of	SLC22A8
Azithromycin	substrate_of	ABCB1
Buprenorphine	substrate_of	CYP2D6
Digoxin	substrate_of	ABCB1
Chlorzoxazone	substrate_of	CYP1A1
Methotrexate	substrate_of	SLC19A1
Trifluridine	substrate_of	TK1
Palovarotene	substrate_of	CYP3A4
Elafibranor	substrate_of	UGT2B7
Liotrix	substrate_of	SLCO4A1
Flutamide	substrate_of	CYP1A2
Nabilone	substrate_of	CYP2E1
Ixabepilone	substrate_of	ABCB1
Estradiol acetate	substrate_of	CYP3A7
Riociguat	substrate_of	ORM1
Voxilaprevir	substrate_of	ABCG2
Indomethacin	substrate_of	SLCO1A2
Naldemedine	substrate_of	UGT1A3
Zinc sulfate, unspecified form	substrate_of	SLC30A6
Ulipristal	substrate_of	CYP1A2
Thalidomide	substrate_of	CYP3A4
Vadadustat	substrate_of	UGT2B7
Ethinylestradiol	substrate_of	CYP3A5
Momelotinib	substrate_of	CYP2C8
Dapagliflozin	substrate_of	UGT2B4
Ritlecitinib	substrate_of	CYP3A4
Vismodegib	substrate_of	ABCB1
Imatinib	substrate_of	ABCC4
Alfuzosin	substrate_of	CYP3A4
Picosulfuric acid	substrate_of	assT
Estrone	substrate_of	SLC22A8
Doxazosin	substrate_of	CYP2C9
Darifenacin	substrate_of	CYP2D6
Ritlecitinib	substrate_of	MGST2
Riociguat	substrate_of	CYP2J2
Cerivastatin	substrate_of	CYP3A5
Lorcaserin	substrate_of	CYP2D6
Diclofenac	substrate_of	CYP2C18
Ethinylestradiol	substrate_of	CYP1A2
Technetium Tc-99m mebrofenin	substrate_of	SLCO1B3
Deucravacitinib	substrate_of	SLC22A1
Atazanavir	substrate_of	CYP3A4
Zinc sulfate, unspecified form	substrate_of	SLC39A2
Tamoxifen	substrate_of	CYP2D6
Nitrendipine	substrate_of	CYP3A7
Glycopyrronium	substrate_of	SLC47A1
Ascorbic acid	substrate_of	SLC2A3
Eliglustat	substrate_of	CYP2D6
Hydroxychloroquine	substrate_of	CYP3A4
Ethinylestradiol	substrate_of	UGT1A1
Tretinoin	substrate_of	CRABP1
Neratinib	substrate_of	CYP3A4
Apixaban	substrate_of	CYP2J2
Nevirapine	substrate_of	CYP3A4
Atropine	substrate_of	ABCB11
Vilazodone	substrate_of	CYP2D6
Ubidecarenone	substrate_of	LDLR
L-Glutamine	substrate_of	SLC38A1
Rosuvastatin	substrate_of	ABCG2
Clopidogrel	substrate_of	CYP3A4
Rucaparib	substrate_of	ABCG2
Grepafloxacin	substrate_of	ABCC1
Pravastatin	substrate_of	SLC22A11
Grazoprevir	substrate_of	SLCO1B3
Methadone	substrate_of	CYP1A2
Omeprazole	substrate_of	CYP1A1
Tacrine	substrate_of	CYP1A2
Didanosine	substrate_of	PNP
Bictegravir	substrate_of	CYP3A4
Glasdegib	substrate_of	ABCG2
Idelalisib	substrate_of	UGT1A4
Levomilnacipran	substrate_of	CYP2C8
Pimozide	substrate_of	CYP3A7
Ketotifen	substrate_of	UGT2B10
Dexchlorpheniramine maleate	substrate_of	SLC22A1
Loxoprofen	substrate_of	CBR1
Palbociclib	substrate_of	CYP3A4
Adefovir dipivoxil	substrate_of	SLC22A6
Mirtazapine	substrate_of	CYP2D6
Lusutrombopag	substrate_of	ABCG2
Axitinib	substrate_of	SLCO1B1
Isavuconazole	substrate_of	CYP3A4
Zoliflodacin	substrate_of	CYP3A5
Paclitaxel	substrate_of	CYP3A5
Deucravacitinib	substrate_of	ABCB1
Triclabendazole	substrate_of	CYP1B1
Pirtobrutinib	substrate_of	UGT1A8
Efavirenz	substrate_of	CYP1A2
Simeprevir	substrate_of	SLCO1B3
Ibuprofen	substrate_of	ABCB1
Dextromethorphan	substrate_of	CYP2C9
Dapagliflozin	substrate_of	UGT1A9
Meperidine	substrate_of	CYP2D6
Betaxolol	substrate_of	CYP2D6
Esomeprazole	substrate_of	ABCB1
Cannabidiol	substrate_of	UGT2B7
Methyldopa	substrate_of	SULT1A1
Tinidazole	substrate_of	CYP3A4
Digoxin	substrate_of	SLCO1B1
Pantoprazole	substrate_of	CYP3A4
Verapamil	substrate_of	ABCB1
Cimetidine	substrate_of	FMO1
Omeprazole	substrate_of	CYP3A4
Dextromethorphan	substrate_of	CYP3A7
Boceprevir	substrate_of	CYP3A5
Vadadustat	substrate_of	UGT1A1
Aficamten	substrate_of	CYP2C9
Cyanocobalamin	substrate_of	CUBN
Glycopyrronium	substrate_of	CYP3A4
Vortioxetine	substrate_of	CYP2D6
Phenelzine	substrate_of	MAOA
Ubrogepant	substrate_of	CYP3A4
Imipramine	substrate_of	CYP2C19
Doxorubicin	substrate_of	AKR1B1
Zoliflodacin	substrate_of	ABCG2
Asenapine	substrate_of	CYP3A4
Azathioprine	substrate_of	SLC43A3
Olanzapine	substrate_of	CYP2D6
Umbralisib	substrate_of	CYP2C9
Tezacaftor	substrate_of	CYP3A5
Finerenone	substrate_of	CYP1A1
Buspirone	substrate_of	CYP3A5
Ethinylestradiol	substrate_of	CYP2C8
Ribavirin	substrate_of	SLC29A1
Ozanimod	substrate_of	ALDH3A2
Perphenazine	substrate_of	CYP2C8
Repaglinide	substrate_of	CYP3A4
Selegiline	substrate_of	CYP2C8
Methotrexate	substrate_of	ABCC2
Ethosuximide	substrate_of	CYP3A4
Lacosamide	substrate_of	CYP3A4
Ombitasvir	substrate_of	ABCB1
Teniposide	substrate_of	ABCG2
Ascorbic acid	substrate_of	xylA
Diphenhydramine	substrate_of	PTGS1
Clozapine	substrate_of	CYP2C8
Fexofenadine	substrate_of	ALB
Cerivastatin	substrate_of	ABCC2
Carvedilol	substrate_of	UGT1A1
Propafenone	substrate_of	CYP2D6
Tenofovir disoproxil	substrate_of	ABCB1
Aminocaproic acid	substrate_of	AOX1
Atorvastatin	substrate_of	ABCB11
Ethinylestradiol	substrate_of	COMT
Indomethacin	substrate_of	CYP2C19
L-Glutamine	substrate_of	GLS2
Acyclovir	substrate_of	TK
Cyclobenzaprine	substrate_of	CYP1A2
Zidovudine	substrate_of	ABCC5
Vimseltinib	substrate_of	ABCB1
Etoposide	substrate_of	ABCC6
Brensocatib	substrate_of	CYP3A5
Methadone	substrate_of	CYP2B6
Estradiol acetate	substrate_of	CYP2C19
Vericiguat	substrate_of	ABCG2
Nateglinide	substrate_of	CYP3A7
Mycophenolic acid	substrate_of	CYP3A5
Nebivolol	substrate_of	CYP2D6
Biotin	substrate_of	HLCS
Acyclovir	substrate_of	PGK1
Glecaprevir	substrate_of	ABCB1
Diphenhydramine	substrate_of	CYP2C19
Fostamatinib	substrate_of	UGT1A9
Lorcaserin	substrate_of	CYP3A4
Irbesartan	substrate_of	PTGS1
Sildenafil	substrate_of	CYP3A5
Bictegravir	substrate_of	UGT1A1
Acoramidis	substrate_of	ABCG2
Lumateperone	substrate_of	AKR1C1
Mycophenolate mofetil	substrate_of	CYP3A5
Vincristine	substrate_of	ABCG2
Leniolisib	substrate_of	CYP1A2
Darunavir	substrate_of	ALB
Methsuximide	substrate_of	CYP2C19
Eliglustat	substrate_of	ABCB1
Cyclosporine	substrate_of	CYP3A5
Toremifene	substrate_of	CYP1A1
Nicardipine	substrate_of	ABCB1
Tamoxifen	substrate_of	UGT2B7
Melatonin	substrate_of	CYP2C19
Warfarin	substrate_of	CYP3A4
Tamoxifen	substrate_of	CYP3A7
Clobazam	substrate_of	CYP2C18
Gilteritinib	substrate_of	ABCB1
Tegafur	substrate_of	CYP3A5
Ponesimod	substrate_of	UGT2B7
Nadolol	substrate_of	POU2F1
Osilodrostat	substrate_of	UGT1A4
Piperazine	substrate_of	CYP2D6
Apixaban	substrate_of	ABCG2
Etodolac	substrate_of	UGT1A9
Terfenadine	substrate_of	ABCB11
Clofazimine	substrate_of	ABCB1
Dronabinol	substrate_of	UGT1A10
Ritlecitinib	substrate_of	CYP2C9
Fluvastatin	substrate_of	CYP3A4
Azelastine	substrate_of	CYP2D6
Temazepam	substrate_of	CYP3A4
Oxcarbazepine	substrate_of	ALB
Carvedilol	substrate_of	CYP1A1
Digoxin	substrate_of	SLC51B
Duvelisib	substrate_of	ABCG2
Diazepam	substrate_of	CYP2C9
Conjugated estrogens	substrate_of	COMT
Duloxetine	substrate_of	CYP2C9
Deucravacitinib	substrate_of	CYP1A2
Moclobemide	substrate_of	CYP2D6
Viloxazine	substrate_of	UGT1A9
(S)-Warfarin	substrate_of	CYP2C8
Lonafarnib	substrate_of	ABCB1
Tenoxicam	substrate_of	CYP2C9
Hydroxyurea	substrate_of	SLC14A2
Maraviroc	substrate_of	CYP3A4
Citalopram	substrate_of	CYP2D6
Flunarizine	substrate_of	CYP2C9
Dordaviprone	substrate_of	CYP2C8
Ifosfamide	substrate_of	CYP2C8
Seladelpar	substrate_of	ABCG2
Niraparib	substrate_of	CES1A1a
Droxidopa	substrate_of	SLC6A2
Netupitant	substrate_of	CYP3A4
Levocarnitine	substrate_of	SLC22A4
Tenofovir	substrate_of	ABCB1
Tibolone	substrate_of	SULT1A1
Dexfenfluramine	substrate_of	CYP2D6
Pitavastatin	substrate_of	SLCO1B1
Ezetimibe	substrate_of	UGT2B15
Mirabegron	substrate_of	CYP2D6
Ascorbic acid	substrate_of	SLC23A1
Ceritinib	substrate_of	ABCB1
Osilodrostat	substrate_of	CYP2D6
Cimetidine	substrate_of	SLC22A2
Nilotinib	substrate_of	ABCG2
L-Glutamine	substrate_of	SLC38A2
Leniolisib	substrate_of	CYP1A1
Aprocitentan	substrate_of	UGT1A1
Lurasidone	substrate_of	CYP3A4
Domperidone	substrate_of	CYP3A5
Sparsentan	substrate_of	ABCB1
Panobinostat	substrate_of	ABCB1
Dabigatran etexilate	substrate_of	CES2
Carvedilol	substrate_of	CYP2C9
Fluvastatin	substrate_of	SLC15A1
Mobocertinib	substrate_of	CYP3A4
Progesterone	substrate_of	CYP1B1
Macitentan	substrate_of	CYP2C19
Amiodarone	substrate_of	CYP1A1
Apixaban	substrate_of	CYP3A4
Azelastine	substrate_of	CYP2C9
L-Glutamine	substrate_of	TGM7
Brigatinib	substrate_of	ABCB5
Selumetinib	substrate_of	CYP2C8
Tegaserod	substrate_of	ABCG2
Metoclopramide	substrate_of	CYP1A2
Nilutamide	substrate_of	POR
Cannabidiol	substrate_of	CYP2C9
Belzutifan	substrate_of	CYP3A4
Dapsone	substrate_of	MPO
Cilazapril	substrate_of	SLC15A1
Ketorolac	substrate_of	UGT2B7
Acetaminophen	substrate_of	FAAH
Valaciclovir	substrate_of	TK
Riociguat	substrate_of	ABCB1
Conjugated estrogens	substrate_of	SLC22A6
Atomoxetine	substrate_of	CYP2D6
Palovarotene	substrate_of	CYP2C8
Valproic acid	substrate_of	SLC22A7
Avatrombopag	substrate_of	CYP3A4
Lamivudine	substrate_of	DCK
Paritaprevir	substrate_of	SLCO1B1
Acetylsalicylic acid	substrate_of	CYP2C9
Mycophenolate mofetil	substrate_of	UGT1A1
Valproic acid	substrate_of	PTGS1
Erdafitinib	substrate_of	CYP2C9
Mavorixafor	substrate_of	CYP3A5
Mycophenolate mofetil	substrate_of	CES2
Methotrexate	substrate_of	SLC46A1
Vonoprazan	substrate_of	CYP3A4
Rimegepant	substrate_of	CYP3A4
Enzalutamide	substrate_of	CYP3A5
Bupropion	substrate_of	CYP2B6
Telithromycin	substrate_of	CYP3A4
Simvastatin	substrate_of	ABCC2
Sumatriptan	substrate_of	SLCO1B1
Capecitabine	substrate_of	CES1
Tolterodine	substrate_of	CYP2C19
Rupatadine	substrate_of	CYP2C19
Phenelzine	substrate_of	MAOB
Gabapentin	substrate_of	SLC7A5
Fosinopril	substrate_of	SLC15A1
Felodipine	substrate_of	CYP3A7
Ulipristal	substrate_of	ALB
Pindolol	substrate_of	SULT1A1
Flunarizine	substrate_of	CYP3A4
Apixaban	substrate_of	CYP2C19
Doxazosin	substrate_of	CYP2C19
Fludeoxyglucose (18F)	substrate_of	SLC2A1
Fingolimod	substrate_of	CYP2E1
Cefaclor	substrate_of	ABCB11
Apremilast	substrate_of	ABCB1
Afatinib	substrate_of	ABCG2
Estradiol cypionate	substrate_of	CYP3A7
Nevirapine	substrate_of	CYP2A6
Prednisone	substrate_of	CYP3A4
Empagliflozin	substrate_of	UGT1A3
Sitagliptin	substrate_of	SLC22A8
Prednisolone	substrate_of	ABCB1
Alprazolam	substrate_of	CYP3A5
Grepafloxacin	substrate_of	SLC22A6
Rivaroxaban	substrate_of	CYP3A5
Teniposide	substrate_of	ABCC6
Perampanel	substrate_of	CYP3A5
Carvedilol	substrate_of	CYP3A4
Artemether	substrate_of	CYP3A5
L-Glutamine	substrate_of	TGM5
Rifabutin	substrate_of	CYP3A4
Mirtazapine	substrate_of	CYP1A2
Ketazolam	substrate_of	CYP3A4
Ibuprofen	substrate_of	CYP2C9
Cyclobenzaprine	substrate_of	UGT2B10
Ponesimod	substrate_of	CYP3A5
Rimegepant	substrate_of	ABCB1
Solifenacin	substrate_of	CYP2D6
Zinc sulfate, unspecified form	substrate_of	SLC39A5
Domperidone	substrate_of	CYP2C8
Opium	substrate_of	CYP2D6
Apixaban	substrate_of	CYP2C9
Idelalisib	substrate_of	CYP3A43
Daprodustat	substrate_of	CYP2C8
Clopidogrel	substrate_of	ABCB1
Brensocatib	substrate_of	ABCG2
Ondansetron	substrate_of	CYP1A2
Palbociclib	substrate_of	ABCG2
Apomorphine	substrate_of	COMT
Montelukast	substrate_of	PTGS1
Lovastatin	substrate_of	CYP3A4
Secnidazole	substrate_of	CYP3A4
Tovorafenib	substrate_of	CYP2C9
Cyclandelate	substrate_of	CYP3A4
Adenosine	substrate_of	XDH
Paclitaxel	substrate_of	SLCO1B3
Trazodone	substrate_of	CYP2D6
Polatuzumab vedotin	substrate_of	CYP3A4
Lumiracoxib	substrate_of	CYP2C9
Vismodegib	substrate_of	CYP2C9
Etoposide	substrate_of	PTGS1
Ifosfamide	substrate_of	PTGS1
Gefitinib	substrate_of	ABCB1
Atorvastatin	substrate_of	UGT1A3
Daprodustat	substrate_of	SLC22A8
Momelotinib	substrate_of	CYP1A2
Dextroamphetamine	substrate_of	CYP2D6
Mycophenolate mofetil	substrate_of	ABCB1
Defactinib	substrate_of	CYP3A4
Dolutegravir	substrate_of	ABCB1
Escitalopram	substrate_of	AOX1
Chlorpromazine	substrate_of	CYP1A2
Clozapine	substrate_of	CYP2C19
Tenofovir	substrate_of	NME1
Ubrogepant	substrate_of	SLC22A6
Sevabertinib	substrate_of	ABCB1
Prednisolone	substrate_of	CYP3A4
Hydroxyzine	substrate_of	ALB
Terbinafine	substrate_of	CYP1A2
Amitriptyline	substrate_of	CYP2D6
L-Glutamine	substrate_of	TGM1
Simvastatin	substrate_of	CYP3A4
Methotrexate	substrate_of	SLC22A6
Rupatadine	substrate_of	CYP2C9
Triclabendazole	substrate_of	CYP1A2
Promazine	substrate_of	CYP2D6
Adenosine	substrate_of	GJA1
Fludeoxyglucose (18F)	substrate_of	SLC2A9
Hydrocortisone	substrate_of	AKR1D1
Glecaprevir	substrate_of	ABCG2
Candesartan cilexetil	substrate_of	UGT1A3
Valproic acid	substrate_of	UGT2B15
Abiraterone	substrate_of	CYP3A4
Nateglinide	substrate_of	ABCC4
Anagrelide	substrate_of	CYP1A2
Acetylsalicylic acid	substrate_of	UGT1A6
Aminophylline	substrate_of	CYP1A2
Liraglutide	substrate_of	MME
Omeprazole	substrate_of	CYP2C8
Domperidone	substrate_of	CYP2B6
Belzutifan	substrate_of	CYP2C19
Adenosine	substrate_of	AK1
Conjugated estrogens	substrate_of	ABCC2
Diclofenac	substrate_of	CYP2B6
Flavin mononucleotide	substrate_of	FLAD1
Nicotine	substrate_of	CYP1A1
Diflunisal	substrate_of	UGT1A8
Olutasidenib	substrate_of	CYP2C19
Vitamin D	substrate_of	CYP3A4
Lamivudine	substrate_of	ABCC3
Cerivastatin	substrate_of	ABCB1
Momelotinib	substrate_of	ABCB1
Zaleplon	substrate_of	AOX1
Nabumetone	substrate_of	CYP2C9
Thymidine	substrate_of	TK1
Rabeprazole	substrate_of	CYP3A4
Momelotinib	substrate_of	CYP3A4
Atrasentan	substrate_of	CYP3A4
Rivaroxaban	substrate_of	CYP2J2
Dasatinib	substrate_of	CYP1A1
Donepezil	substrate_of	CYP2D6
Mirabegron	substrate_of	BCHE
Haloperidol	substrate_of	CYP2C19
Nylidrin	substrate_of	CYP3A4
(R)-warfarin	substrate_of	CYP1A1
Dexlansoprazole	substrate_of	CYP2C19
Astemizole	substrate_of	CYP2D6
Sofosbuvir	substrate_of	ABCB1
Elafibranor	substrate_of	CYP2C8
Liothyronine	substrate_of	UGT1A1
Albendazole	substrate_of	CYP3A4
Flecainide	substrate_of	ABCB1
Rosiglitazone	substrate_of	CYP3A4
Mirdametinib	substrate_of	UGT2B7
Dordaviprone	substrate_of	CYP3A5
Ezetimibe	substrate_of	UGT1A1
Panobinostat	substrate_of	CYP3A4
Ivermectin	substrate_of	CYP2E1
Abrocitinib	substrate_of	CYP2C9
Tenofovir disoproxil	substrate_of	CKB
Guanfacine	substrate_of	SLC22A1
Buprenorphine	substrate_of	CYP3A4
Imipramine	substrate_of	CYP2C18
Ferrous sulfate anhydrous	substrate_of	SLC11A2
Alogliptin	substrate_of	CYP2D6
Tacrolimus	substrate_of	CYP3A5
Imatinib	substrate_of	CYP2D6
Medroxyprogesterone acetate	substrate_of	CYP3A4
Paclitaxel	substrate_of	CYP3A4
Venlafaxine	substrate_of	ABCB1
Alosetron	substrate_of	CYP3A4
Pirfenidone	substrate_of	CYP2C19
Riociguat	substrate_of	CYP2C8
Palonosetron	substrate_of	CYP2D6
Mebendazole	substrate_of	CYP3A4
Naproxen	substrate_of	UGT1A6
Ursodeoxycholic acid	substrate_of	ABCB11
Vincristine	substrate_of	CYP3A7
Saquinavir	substrate_of	CYP3A4
Cholic Acid	substrate_of	SLC10A1
Sulpiride	substrate_of	SLC22A2
Nortriptyline	substrate_of	ABCB1
Relugolix	substrate_of	CYP2C8
Lorlatinib	substrate_of	CYP3A5
Warfarin	substrate_of	CYP2C18
Eszopiclone	substrate_of	CYP2C8
Flutamide	substrate_of	CYP1B1
Sildenafil	substrate_of	CYP2E1
Fenfluramine	substrate_of	CYP2C9
Eletriptan	substrate_of	ABCB1
Talazoparib	substrate_of	ABCG2
Temsirolimus	substrate_of	CYP3A7
Amitriptyline	substrate_of	CYP3A4
Vorasidenib	substrate_of	CYP3A4
Cyclophosphamide	substrate_of	CYP2C18
Tolbutamide	substrate_of	SLCO2B1
Bromocriptine	substrate_of	ABCB1
Estrone sulfate	substrate_of	CYP1A2
Oxcarbazepine	substrate_of	AKR1C3
Testosterone undecanoate	substrate_of	CYP3A4
Itraconazole	substrate_of	CYP3A4
Lamivudine	substrate_of	CMPK1
Brensocatib	substrate_of	CYP2C8
Atorvastatin	substrate_of	SLCO1B1
Cortisone acetate	substrate_of	SLC22A8
Sorafenib	substrate_of	UGT1A9
Doxorubicin	substrate_of	ABCB11
Dexfenfluramine	substrate_of	CYP1A2
Nalmefene	substrate_of	UGT1A8
Tamoxifen	substrate_of	CYP1A2
Elinzanetant	substrate_of	CYP3A4
Enasidenib	substrate_of	CYP1A2
Nefazodone	substrate_of	CYP2D6
Voxelotor	substrate_of	CYP3A4
Voxelotor	substrate_of	CYP2B6
Glimepiride	substrate_of	CYP2C9
Midazolam	substrate_of	CYP3A7
Diclofenac	substrate_of	UGT2B4
Urokinase	substrate_of	MMP12
Rivaroxaban	substrate_of	ABCB1
Abrocitinib	substrate_of	CYP2B6
Azelastine	substrate_of	CYP1A2
Montelukast	substrate_of	CYP2C9
Halofantrine	substrate_of	CYP3A5
Indapamide	substrate_of	CYP3A4
Olutasidenib	substrate_of	CYP1A2
Chlorpheniramine	substrate_of	CYP3A7
Clozapine	substrate_of	ABCB1
Tenofovir disoproxil	substrate_of	ABCC2
Erythromycin	substrate_of	SLCO1A2
Selpercatinib	substrate_of	ABCG2
Tecovirimat	substrate_of	UGT1A4
Cisapride	substrate_of	CYP3A5
Docetaxel	substrate_of	SLCO1B3
Valproic acid	substrate_of	UGT1A8
Prazosin	substrate_of	ABCG2
Vorasidenib	substrate_of	CYP2C8
Erlotinib	substrate_of	CYP3A4
Cefradine	substrate_of	SLC47A1
Palonosetron	substrate_of	CYP3A4
Ticlopidine	substrate_of	CYP2D6
Clozapine	substrate_of	CYP2C9
Lamivudine	substrate_of	NT5C
Delamanid	substrate_of	ddn
Ganciclovir	substrate_of	SLC22A1
Dexamethasone	substrate_of	HSD11B2
Cyanocobalamin	substrate_of	TCN2
Celecoxib	substrate_of	ABCG2
Ferulic acid	substrate_of	SLC16A1
Zuclopenthixol	substrate_of	CYP3A4
Deutetrabenazine	substrate_of	CYP1A2
Nabilone	substrate_of	CYP3A4
Clobazam	substrate_of	CYP2B6
Quizartinib	substrate_of	CYP3A7
Linzagolix	substrate_of	CYP3A4
Vericiguat	substrate_of	ABCB1
Erlotinib	substrate_of	CYP2C8
Revumenib	substrate_of	SLC22A1
Lenvatinib	substrate_of	ABCB1
Clozapine	substrate_of	FMO3
Silodosin	substrate_of	AKR1A1
Moxidectin	substrate_of	CYP2B
Istradefylline	substrate_of	CYP2C9
Mitapivat	substrate_of	CYP1A2
Nadolol	substrate_of	ABCB1
Antipyrine	substrate_of	CYP2E1
Delafloxacin	substrate_of	UGT1A3
Cloxacillin	substrate_of	SLC22A8
Phenytoin	substrate_of	EPHX1
Ziftomenib	substrate_of	ABCB1
Naloxone	substrate_of	UGT1A1
Tezacaftor	substrate_of	ABCG2
Benzgalantamine	substrate_of	CYP2D6
Estramustine	substrate_of	CYP3A4
Istradefylline	substrate_of	CYP3A4
Dexamethasone	substrate_of	ABCB1
Zonisamide	substrate_of	AOX1
Pravastatin	substrate_of	SLCO1B1
Vismodegib	substrate_of	CYP3A4
Encorafenib	substrate_of	CYP2D6
Maprotiline	substrate_of	CYP2D6
Zidovudine	substrate_of	UGT1A1
Zopiclone	substrate_of	CYP2C9
Linzagolix	substrate_of	SLCO1B1
Deutetrabenazine	substrate_of	CYP3A5
Glecaprevir	substrate_of	CYP3A4
Perampanel	substrate_of	CYP2B6
Phenytoin	substrate_of	CYP2E1
Adefovir dipivoxil	substrate_of	ABCC5
Amitriptyline	substrate_of	CYP2B6
Clozapine	substrate_of	SLC22A3
Lumiracoxib	substrate_of	CYP2C19
Warfarin	substrate_of	CYP2C9
Acoramidis	substrate_of	UGT1A9
Pitavastatin	substrate_of	SLCO1B3
Cenobamate	substrate_of	CYP2B6
Glipizide	substrate_of	UGT1A1
Sirolimus	substrate_of	CYP3A4
Nabilone	substrate_of	CYP2C8
Prazepam	substrate_of	CYP3A4
Asunaprevir	substrate_of	CYP2A6
Gefitinib	substrate_of	CYP3A5
Vorasidenib	substrate_of	CYP2B6
Triethylenetetramine	substrate_of	SAT1
Simvastatin	substrate_of	CYP3A5
Nitrendipine	substrate_of	CYP3A4
Oxtriphylline	substrate_of	CYP1A2
Insulin detemir	substrate_of	IDE
Flunitrazepam	substrate_of	CYP2B6
Fluvoxamine	substrate_of	CYP3A4
Methotrexate	substrate_of	ABCC3
Tolbutamide	substrate_of	CYP2C9
Pibrentasvir	substrate_of	ABCG2
Saxagliptin	substrate_of	CYP3A4
Lumateperone	substrate_of	CYP3A4
Atorvastatin	substrate_of	CYP2C8
Mefloquine	substrate_of	ABCB1
Tenofovir disoproxil	substrate_of	AK2
Trimethadione	substrate_of	CYP2C19
Methylergometrine	substrate_of	CYP3A4
L-Glutamine	substrate_of	PFAS
Diazepam	substrate_of	CYP3A7
Doxorubicin	substrate_of	RALBP1
Prasugrel	substrate_of	CYP2B6
Pimavanserin	substrate_of	CYP3A5
Simvastatin	substrate_of	CYP2C19
Tacrolimus	substrate_of	ABCA5
Tapentadol	substrate_of	CYP2C19
Istradefylline	substrate_of	CYP2B6
Bexagliflozin	substrate_of	UGT1A1
Topotecan	substrate_of	ABCG2
Fludeoxyglucose (18F)	substrate_of	SLC2A3
Valproic acid	substrate_of	SLC22A8
Nalmefene	substrate_of	UGT2B7
Bazedoxifene	substrate_of	UGT1A4
Asunaprevir	substrate_of	CYP2D6
Remibrutinib	substrate_of	CYP3A4
Betaine	substrate_of	BHMT
Tipiracil	substrate_of	SLC22A2
Dacarbazine	substrate_of	CYP1A1
Cannabidiol	substrate_of	UGT2B17
Prasugrel	substrate_of	CES2
Fluoxetine	substrate_of	CYP3A5
Deutivacaftor	substrate_of	CYP3A4
Lopinavir	substrate_of	CYP1A2
Desvenlafaxine	substrate_of	CYP3A4
Fludrocortisone	substrate_of	SERPINA6
Atorvastatin	substrate_of	CYP3A5
Metronidazole	substrate_of	UGT1A1
Valaciclovir	substrate_of	SLC22A8
Clobazam	substrate_of	CYP3A7
Erythromycin	substrate_of	ABCB11
Levocarnitine	substrate_of	SLC22A8
Tipranavir	substrate_of	CYP3A4
Pomalidomide	substrate_of	ABCB1
Trabectedin	substrate_of	CYP2D6
