original_id,new_id,name
1171,1171,Silodrate
1172,1172,Simeprevir
1173,1173,Simethicone
1174,1174,Simvastatin
1175,1175,Siponimod
1176,1176,Sirolimus
1177,1177,Sitagliptin
1178,1178,Sitaxentan
1179,1179,Sodium bicarbonate
1180,1180,Sodium citrate
1181,1181,Sodium feredetate
1182,1182,Sodium fluoride
1183,1183,Sodium lauryl sulfate
1184,1184,Sodium oxybate
1185,1185,"Sodium phosphate, dibasic"
1186,1186,"Sodium phosphate, dibasic, unspecified form"
1187,1187,"Sodium phosphate, monobasic, unspecified form"
1188,1188,Sofosbuvir
1189,1189,Solifenacin
1190,1190,Solriamfetol
1191,1191,Sonidegib
1192,1192,Sorafenib
1193,1193,Sotagliflozin
1194,1194,Sotalol
1195,1195,Sotorasib
1196,1196,Spaglumic acid
1197,1197,Sparsentan
1198,1198,Spinosad
1199,1199,Spiramycin
1200,1200,Spirapril
1201,1201,Spironolactone
1202,1202,Stavudine
1203,1203,Stiripentol
1204,1204,Streptokinase
1205,1205,Strontium ranelate
1206,1206,Succimer
1207,1207,Sucralfate
1208,1208,Sufentanil
1209,1209,Sulfadoxine
1210,1210,Sulfamethizole
1211,1211,Sulfasalazine
1212,1212,Sulfinpyrazone
1213,1213,Sulindac
1214,1214,Sulodexide
1215,1215,Sulopenem etzadroxil
1216,1216,Sulpiride
1217,1217,Sulthiame
1218,1218,Sumatriptan
1219,1219,Sunitinib
1220,1220,Suvorexant
1221,1221,"Synthetic Conjugated Estrogens, A"
1222,1222,"Synthetic Conjugated Estrogens, B"
1223,1223,Tacrine
1224,1224,Tacrolimus
1225,1225,Tadalafil
1226,1226,Tafamidis
1227,1227,Tafenoquine
1228,1228,Talazoparib
1229,1229,Taliglucerase alfa
1230,1230,Tamoxifen
1231,1231,Tamsulosin
1232,1232,Tapentadol
1233,1233,Tasimelteon
1234,1234,Tazemetostat
1235,1235,Technetium Tc-99m disofenin
1236,1236,Technetium Tc-99m mebrofenin
1237,1237,Technetium Tc-99m medronate
1238,1238,Technetium Tc-99m sulfur colloid
1239,1239,Tecovirimat
1240,1240,Tedizolid phosphate
1241,1241,Tegafur
1242,1242,Tegaserod
1243,1243,Telaprevir
1244,1244,Telbivudine
1245,1245,Telithromycin
1246,1246,Telmisartan
1247,1247,Telotristat ethyl
1248,1248,Temazepam
1249,1249,Temozolomide
1250,1250,Temsirolimus
1251,1251,Tenapanor
1252,1252,Tenecteplase
1253,1253,Teniposide
1254,1254,Tenofovir
1255,1255,Tenofovir alafenamide
1256,1256,Tenofovir disoproxil
1257,1257,Tenoxicam
1258,1258,Tepotinib
1259,1259,Terazosin
1260,1260,Terbinafine
1261,1261,Terfenadine
1262,1262,Teriflunomide
1263,1263,Teriparatide
1264,1264,Testosterone undecanoate
1265,1265,Tetrabenazine
1266,1266,Tetracycline
1267,1267,Tetraferric tricitrate decahydrate
1268,1268,Tetrofosmin
1269,1269,Tezacaftor
1270,1270,Thalidomide
1271,1271,Theophylline
1272,1272,Thiethylperazine
1273,1273,Thiopental
1274,1274,Thioproperazine
1275,1275,Thioridazine
1276,1276,Thiotepa
1277,1277,Thiothixene
1278,1278,Tiagabine
1279,1279,Tianeptine
1280,1280,Tiaprofenic acid
1281,1281,Tibolone
1282,1282,Ticagrelor
1283,1283,Ticlopidine
1284,1284,Tilactase
1285,1285,Tiludronic acid
1286,1286,Tinidazole
1287,1287,Tinzaparin
1288,1288,Tioclomarol
1289,1289,Tioguanine
1290,1290,Tiopronin
1291,1291,Tiotropium
1292,1292,Tipiracil
1293,1293,Tipranavir
1294,1294,Tirzepatide
1295,1295,Tivozanib
1296,1296,Tizanidine
1297,1297,Tocopherylquinone
1298,1298,Tofacitinib
1299,1299,Tolazamide
1300,1300,Tolbutamide
1301,1301,Tolcapone
1302,1302,Tolevamer
1303,1303,Tolmetin
1304,1304,Tolterodine
1305,1305,Tolvaptan
1306,1306,Topiramate
1307,1307,Topotecan
1308,1308,Torasemide
1309,1309,Toremifene
1310,1310,Tovorafenib
1311,1311,Trabectedin
1312,1312,Tramadol
1313,1313,Trametinib
1314,1314,Trandolapril
1315,1315,Tranexamic acid
1316,1316,Tranylcypromine
1317,1317,Trastuzumab emtansine
1318,1318,Trazodone
1319,1319,Treprostinil
1320,1320,Tretinoin
1321,1321,Triamterene
1322,1322,Triazavirin
1323,1323,Triazolam
1324,1324,Triclabendazole
1325,1325,Triethylenetetramine
1326,1326,Trifluoperazine
1327,1327,Trifluridine
1328,1328,Triflusal
1329,1329,Triheptanoin
1330,1330,Trihexyphenidyl
1331,1331,Trimebutine
1332,1332,Trimetazidine
1333,1333,Trimethadione
1334,1334,Trimethobenzamide
1335,1335,Trimipramine
1336,1336,Trioxsalen
1337,1337,Triprolidine
1338,1338,Trofinetide
1339,1339,Tropisetron
1340,1340,Trospium
1341,1341,Trovafloxacin
1342,1342,Tucatinib
1343,1343,Ubidecarenone
1344,1344,Ubrogepant
1345,1345,Ulipristal
1346,1346,Umbralisib
1347,1347,Upadacitinib
1348,1348,Urea C-13
1349,1349,Urea C-14
1350,1350,Uridine triacetate
1351,1351,Urokinase
1352,1352,Ursodeoxycholic acid
1353,1353,Vadadustat
1354,1354,Valaciclovir
1355,1355,Valbenazine
1356,1356,Valdecoxib
1357,1357,Valganciclovir
1358,1358,Valoctocogene roxaparvovec
1359,1359,Valproic acid
1360,1360,Valsartan
1361,1361,Vamorolone
1362,1362,Vancomycin
1363,1363,Vandetanib
1364,1364,Vardenafil
1365,1365,Varenicline
1366,1366,Velpatasvir
1367,1367,Vemurafenib
1368,1368,Venetoclax
1369,1369,Venlafaxine
1370,1370,Verapamil
1371,1371,Vericiguat
1372,1372,Vibegron
1373,1373,Vibrio cholerae CVD 103-HgR strain live antigen
1374,1374,Vigabatrin
1375,1375,Vilazodone
1376,1376,Vildagliptin
1377,1377,Viloxazine
1378,1378,Vinblastine
1379,1379,Vincristine
1380,1380,Vindesine
1381,1381,Vinflunine
1382,1382,Vinorelbine
1383,1383,Vismodegib
1384,1384,Vitamin D
1385,1385,Vitamin E
1386,1386,Voclosporin
1387,1387,Vonoprazan
1388,1388,Vorapaxar
1389,1389,Vorasidenib
1390,1390,Voriconazole
1391,1391,Vorinostat
1392,1392,Vortioxetine
1393,1393,Vosoritide
1394,1394,Voxelotor
1395,1395,Voxilaprevir
1396,1396,Warfarin
1397,1397,Xanomeline
1398,1398,Ximelagatran
1399,1399,Yohimbine
1400,1400,Zafirlukast
1401,1401,Zalcitabine
1402,1402,Zaleplon
1403,1403,Zanubrutinib
1404,1404,Zeaxanthin
1405,1405,Ziconotide
1406,1406,Zidovudine
1407,1407,Zileuton
1408,1408,Zinc
1409,1409,Zinc acetate
1410,1410,Zinc ascorbate
1411,1411,Zinc citrate
1412,1412,Zinc gluconate
1413,1413,Zinc oxide
1414,1414,Zinc sulfate
1415,1415,"Zinc sulfate, unspecified form"
1416,1416,Ziprasidone
1417,1417,Zolmitriptan
1418,1418,Zolpidem
1419,1419,Zonisamide
1420,1420,Zopiclone
1421,1421,Zuclopenthixol
1422,1422,Zuranolone
1423,1423,Sulfinpyr
1424,1424,"Synthetic Conjugated Estrogens1201,Spironolactone,pharmaceutical,"
1425,1425,lepin
1426,1426,FSH
1427,1427,statin
1428,1428,cyclosporin A
1429,1429,5-hydroxyindole acetic acid
1430,1430,Vioxx
1431,1431,arsenite
1432,1432,arginine
1433,1433,corticosterone
1434,1434,phenelzine sulfate
1435,1435,RS
1436,1436,streptomycin
1437,1437,L-NAME
1438,1438,diethylnitrosamine
1439,1439,Se-Pt
1440,1440,sodium arsenite
1441,1441,25-hydroyvitamin D
1442,1442,ammonia
1443,1443,thiobarbituric acid-reactive substances
1444,1444,Fluoride
1445,1445,Fe
1446,1446,(S)-3
1447,1447,AChE
1448,1448,cannabinoid
1449,1449,SOD
1450,1450,CAT
1451,1451,T(3)
1452,1452,MET
1453,1453,BSA
1454,1454,CIS
1455,1455,Al
1456,1456,pancreatic lipase
1457,1457,corticosteroid
1458,1458,TP
1459,1459,proton-pump inhibitors
1460,1460,tetracycline hydrochloride
1461,1461,25-hydroxyvitamin D
1462,1462,folate
1463,1463,pentobarbital
1464,1464,acetate
1465,1465,pidotimod
1466,1466,platinum
1467,1467,4-chloro-DL-phenylalanine methyl ester hydrochloride
1468,1468,Streptozotocin
1469,1469,aspirin
1470,1470,PTH
1471,1471,AMB
1472,1472,antidepressants
1473,1473,dehydroepiandrosterone
1474,1474,IDV
1475,1475,Lithium
1476,1476,hydrogen peroxide
1477,1477,PB
1478,1478,Ca
1479,1479,Soy isoflavone aglycone
1480,1480,salicylic acid
1481,1481,dextran sulfate sodium
1482,1482,alcohol
1483,1483,aminoglycosides
1484,1484,hydroquinone
1485,1485,oyster protein hydrolysates
1486,1486,glucuronide
1487,1487,L-NMMA
1488,1488,CBZ
1489,1489,deoxycholic acid
1490,1490,diclofinac
1491,1491,leptin
1492,1492,selenite
1493,1493,DOX
1494,1494,hemin
1495,1495,acetylcholine
1496,1496,histamine
1497,1497,KCl
1498,1498,acetylcholine esterase
1499,1499,mitomycin
1500,1500,5-fluorouracil
1501,1501,BLM
1502,1502,Mg
1503,1503,daunorubicin
1504,1504,AST
1505,1505,Phenylephrine
1506,1506,protease inhibitors
1507,1507,Raubasine
1508,1508,luteinizing hormone
1509,1509,Calcitriol
1510,1510,quercetin
1511,1511,hPTH
1512,1512,M-pred
1513,1513,talinolol
1514,1514,ZnSO4
1515,1515,arsenicated
1516,1516,ETP
1517,1517,opioidergic system
1518,1518,qunidine
1519,1519,1-methylnicotiamide
1520,1520,pregnenolone
1521,1521,PG
1522,1522,bicuculline
1523,1523,H-89
1524,1524,SNP
1525,1525,Zn
1526,1526,free tri-iodothyronine
1527,1527,selenium
1528,1528,tri-iodothyronine
1529,1529,theobromine
1530,1530,benzodiazepines
1531,1531,Ag-nanoparticles
1532,1532,Ca2+ channel blocker
1533,1533,DPI
1534,1534,fibrin
1535,1535,ACh
1536,1536,catalase
1537,1537,catecholamine
1538,1538,Endoxan
1539,1539,naloxone hydrochloride
1540,1540,trypsin
1541,1541,K+
1542,1542,dihydrotestosterone
1543,1543,KAN
1544,1544,APAP
1545,1545,dexamethazone
1546,1546,N(G)-monomethyl-L-arginine
1547,1547,LH
1548,1548,claudin-4
1549,1549,silymarin
1550,1550,T4
1551,1551,calcium
1552,1552,DPPH
1553,1553,androgen
1554,1554,IPC
1555,1555,Bleomycin
1556,1556,TBARS
1557,1557,Zn-Met
1558,1558,nitric oxide
1559,1559,MMS
1560,1560,aluminium chloride
1561,1561,thrombin
1562,1562,DXR
1563,1563,Lop
1564,1564,Methylmercury
1565,1565,calcium ionophore
1566,1566,iron(III)-hydroxide polymaltose complex
1567,1567,Ag
1568,1568,arsenic ion
1569,1569,glucagon
1570,1570,bovine serum albumin
1571,1571,actinomycin D-chase
1572,1572,CLA
1573,1573,PGE(2)
1574,1574,DBP
1575,1575,glutathione
1576,1576,loperamide
1577,1577,IGF-I
1578,1578,anandamide
1579,1579,ALT
1580,1580,Aluminum
1581,1581,BoNT/A
1582,1582,epicatechin
1583,1583,Gentamicin
1584,1584,DMSO
1585,1585,amoxicillin/clavulanic acid
1586,1586,corticosteroids
1587,1587,amrinone
1588,1588,5-FU
1589,1589,PE
1590,1590,naloxone methiodide
1591,1591,NO
1592,1592,arsenic
1593,1593,di-n-butylphthalate
1594,1594,mitomycin C
1595,1595,Hcy
1596,1596,bacitracin
1597,1597,(acebutolol
1598,1598,AGII
1599,1599,PGx
1600,1600,human parathyroid hormone
1601,1601,prostaglandin E(2)
1602,1602,1
1603,1603,DA
1604,1604,buterylcholinesterase
1605,1605,glibenclamide
1606,1606,gemcitabine
1607,1607,Estrogen
1608,1608,glucose
1609,1609,NSAID
1610,1610,copper
1611,1611,STZ
1612,1612,propionate
1613,1613,GSH
1614,1614,arbekacin
1615,1615,insulin
1616,1616,Sodium nitroprusside
1617,1617,PI
1618,1618,adiponectin
1619,1619,BoNTs
1620,1620,angiotensin I
1621,1621,nicergoline
1622,1622,Hydroxybupropion
1623,1623,WAY 100635
1624,1624,alanine aminotransferase
1625,1625,METH
1626,1626,thyroxin
1627,1627,diclofenac sodium
1628,1628,PC
1629,1629,Cadmium
1630,1630,dimethyl sulfoxide
1631,1631,ethinyl estradiol
1632,1632,taxol
1633,1633,tert-butyl hydroperoxide
1634,1634,α-naphthoflavone
1635,1635,2'-azinobis-3-ethylbenzothiazoline-6-sulfonic acid
1636,1636,AMX
1637,1637,Testosterone
1638,1638,butyrylcholinesterase
1639,1639,acetic acid
1640,1640,immunosuppressant
1641,1641,CsA
1642,1642,paraoxonase
1643,1643,5-FLU
1644,1644,sodium selenate
1645,1645,nitrite
1646,1646,NAC
1647,1647,acetylcholinesterase
1648,1648,PhIP
1649,1649,antiplatelet
1650,1650,Zn-Gly
1651,1651,5-HIAA
1652,1652,conjugated dienes
1653,1653,albumin
1654,1654,vitamin A
1655,1655,VP-16
1656,1656,angiotensin II
1657,1657,AMPT
1658,1658,reduced level of non-protein thiol
1659,1659,meropenem
1660,1660,Na+
1661,1661,LT
1662,1662,homocysteine
1663,1663,methyl-L-dopa sesquihydrate
1664,1664,urethane
1665,1665,serine
1666,1666,DFP
1667,1667,prostaglandin E2
1668,1668,hyaluronidase
1669,1669,CoCl2
1670,1670,sodium selenite
1671,1671,Ca++
1672,1672,ISO
1673,1673,N-acetylcysteine
1674,1674,As3+
1675,1675,DCA
1676,1676,catechins
1677,1677,Amp B
1678,1678,adenosine tri phosphate
1679,1679,Manganese
1680,1680,androstenedione
1681,1681,SA
1682,1682,cortisol
1683,1683,DEN
1684,1684,α-tocopherol
1685,1685,norepinephrine
1686,1686,thyroid hormone
1687,1687,somatostatin
1688,1688,sulphonamide
1689,1689,lactate
1690,1690,glutathione peroxidase
1691,1691,activators
1692,1692,myeloperoxidase
1693,1693,saline
1694,1694,glucocorticoid
1695,1695,quinolone
1696,1696,prulifloxacin
1697,1697,retinol
1698,1698,anticoagulants
1699,1699,TET
1700,1700,castor oil
1701,1701,sulfamethoxazole
1702,1702,cyclosporine A
1703,1703,artemisinin
1704,1704,CPA
1705,1705,nicotinamide
1706,1706,DFO
1707,1707,N-methyl-D-aspartate
1708,1708,Cu
1709,1709,diclofenak
1710,1710,MMC
1711,1711,T3
1712,1712,glycogen
1713,1713,2
1714,1714,isorhamnetin
1715,1715,thyroid-stimulating hormone
1716,1716,prostaglandin
1717,1717,folic acid
1718,1718,ASA
1719,1719,NaHCO3
1720,1720,caffeine
1721,1721,ceruleine
1722,1722,triiodothyronine
1723,1723,H₂O₂
1724,1724,atenolol
1725,1725,NPSH
1726,1726,sulfaphenazole
1727,1727,Tac
1728,1728,TSH
1729,1729,sulfate
1730,1730,oxaliplatin
1731,1731,CP
1732,1732,N(G)-nitro-l-arginine methyl ester
1733,1733,Cd
1734,1734,MTZ
1735,1735,dihydroergocristine
1736,1736,L-phenylephrine
1737,1737,non-steroidal anti-inflammatory drug
1738,1738,free thyroxine
1739,1739,aluminum chloride
1740,1740,proton pump inhibitor
1741,1741,MTX
1742,1742,glutahione
1743,1743,CHL
1744,1744,chloroquine sulphate
1745,1745,magnesium-L-aspartate hydrochloride
1746,1746,pyridoxine
1747,1747,dopamine
1748,1748,17-hydroxyprogesterone
1749,1749,α-glucosidase
1750,1750,Maltofer
1751,1751,ethanol
1752,1752,interferon
1753,1753,MDA
1754,1754,22R-hydroxycholesterol
1755,1755,parathyroid hormone
1756,1756,CTX
1757,1757,PTU
1758,1758,collagenase
1759,1759,ferric ions
1760,1760,cholinesterase
1761,1761,fumarate
1762,1762,diazoxide
1763,1763,fluoroquinolones
1764,1764,salt
1765,1765,interferon alpha and beta
1766,1766,CORT
1767,1767,Cm
1768,1768,laccase
1769,1769,C-peptide
1770,1770,Ferrous ions
1771,1771,calcium channel blockers
1772,1772,statins
1773,1773,Cysteine
1774,1774,NE
1775,1775,galanthamine
1776,1776,CIP
1777,1777,itraconazole capsules
1778,1778,2-amino-1-methyl-6-phenylimidazo4
1779,1779,superoxide dismutase
1780,1780,guanidine
1781,1781,secretion
1782,1782,botulinum neurotoxins
1783,1783,K+ channel opener
1784,1784,H(2) O(2)
1785,1785,IH
1786,1786,ferrous sulfate
1787,1787,steroids
1788,1788,zinc glycine chelate
1789,1789,butyrate
1790,1790,oxacillin
1791,1791,lactic acid
1792,1792,PGE2
1793,1793,BChE
1794,1794,methylxanthine
1795,1795,reduced glutathione
1796,1796,L-dopa
1797,1797,estradiol
1798,1798,glutamate
1799,1799,superoxide
1800,1800,TB
1801,1801,uPA
1802,1802,VBL
1803,1803,polymixin B
1804,1804,leukotriene C4
1805,1805,leukotriene
1806,1806,Ca(2+)
1807,1807,IFA
1808,1808,L-thyroxine
1809,1809,anti-malarial
1810,1810,SI
1811,1811,6beta-hydroxycortisol
1812,1812,VA
1813,1813,cotinine
1814,1814,GPx
1815,1815,MPO
1816,1816,liver cholinesterase
1817,1817,estrone-3-sulfate
1818,1818,testosterone propionate
1819,1819,iron glycine
1820,1820,Lac
1821,1821,Ca2
1822,1822,dehydronifedipine
1823,1823,EC
1824,1824,T
1825,1825,CB
1826,1826,Rapamycin
1827,1827,mercury
1828,1828,sibutramine
1829,1829,HG
1830,1830,androgens
1831,1831,Dibutyryl-cGMP
1832,1832,galactosamine
1833,1833,zinc methionine
1834,1834,genotoxin
1835,1835,NFP
1836,1836,trimethoprim
1837,1837,Mn
1838,1838,carbachol
1839,1839,fibrinogen
1840,1840,anticholinestrase
1841,1841,URE
1842,1842,cortisone
1843,1843,FPG
1844,1844,malondialdehyde
1845,1845,carbon tetrachloride
1846,1846,amphotericin B
1847,1847,pyrazole
1848,1848,Botulinum neurotoxin type A
1849,1849,T(4)
1850,1850,deferoxamine
1851,1851,Am
1852,1852,Methyl-prednisolone
1853,1853,DMBA
1854,1854,methamphetamine
1855,1855,papaverine
1856,1856,noradrenaline
1857,1857,S-mephenytoin
1858,1858,AlCl3
1859,1859,arachidonic acid
1860,1860,Piracetam
1861,1861,antibiotic
1862,1862,N(G)-nitro-L-arginine methyl ester (L-NAME)
1863,1863,rifampicin
1864,1864,steroid
1865,1865,AZT
1866,1866,thapsigargin
1867,1867,UI
1868,1868,BuChE
1869,1869,NO synthase inhibitor
1870,1870,Diphenylene iodonium
1871,1871,carbapenems
1872,1872,bradykinin
1873,1873,chelators
1874,1874,Phe
1875,1875,interferon-γ
1876,1876,ChE
1877,1877,acetaldehyde
1878,1878,DHT
1879,1879,actinomycin D
1880,1880,lipase
1881,1881,DSS
1882,1882,different zinc sources groups
1883,1883,RU486
1884,1884,L-Cysteine
1885,1885,Adriamycin
1886,1886,mitomycin-C
1887,1887,EE
1888,1888,As(III)
1889,1889,sulfadimethoxine
1890,1890,cefoxitin
1891,1891,calcium hydrogen-phosphate
1892,1892,Cys
1893,1893,SMX
1894,1894,thyroxine
1895,1895,Ang II
1896,1896,nifuroxazide
1897,1897,CCl4
1898,1898,cefmetazole
1899,1899,sodium salicylate
1900,1900,OPH
1901,1901,t-BHP
1902,1902,PCM
1903,1903,kanamycin
1904,1904,DS
1905,1905,isoproterenol
1906,1906,alkaline phosphatase
1907,1907,malonaldehyde
1908,1908,phenacetin
1909,1909,ABTS
1910,1910,Both drugs
1911,1911,P
1912,1912,PGI2
1913,1913,taurocholate
1914,1914,aspartate aminotransferase
1915,1915,protein carbonyl
1916,1916,β-naphthoflavone
1917,1917,follicle-stimulating hormone
1918,1918,choline
1919,1919,HQ
1920,1920,Se
1921,1921,PPI
1922,1922,CARB
1923,1923,paracetamol
1924,1924,E2
1925,1925,tryptophan
1926,1926,malathion
1927,1927,7
1928,1928,thyroid
1929,1929,Vitamin-B9
1930,1930,Ca2+ channel blockers La3+
1931,1931,methyl methanesulfonate
1932,1932,α-methyl-DL-tyrosine
1933,1933,ALP
1934,1934,tetraethylammonium
1935,1935,Ambrisentan
1936,1936,FT
1937,1937,HSL
1938,1938,serotonin
1939,1939,Isorhoifolin
1940,1940,Ellagic Acid
1941,1941,Gluconic Acid
1942,1942,(+)-Ursolic Acid
1943,1943,L-Isoleucine
1944,1944,beta-Maltose
1945,1945,1-Palmitoylglycerol 3-phosphate
1946,1946,Camphene
1947,1947,Glycine
1948,1948,Vicine
1949,1949,"(3b,5a,6b,25R)-3,6-Dihydroxyspirostane-2,12-dione 3-[4'-(2''-glucosyl-3''-xylosyl)-galactoside]"
1950,1950,Cdp-DG(16:0/16:0)
1951,1951,Sulfate Ion
1952,1952,Potassium oxide
1953,1953,"1-Methyl-4-(6-methylhept-6-en-2-yl)cyclohexa-1,4-diene"
1954,1954,Eriocitrin
1955,1955,L-Proline
1956,1956,Malvidin
1957,1957,D-Aspartic Acid
1958,1958,4-Hydroxyglucobrassicin
1959,1959,Palmitic Acid
1960,1960,Lignin
1961,1961,Pyrrolidine
1962,1962,Stachyurin
1963,1963,"2,3-Dihydroxybutanedioic Acid"
1964,1964,Eugenol
1965,1965,Luteolin
1966,1966,Potassium
1967,1967,D-Glucose
1968,1968,Nitrate
1969,1969,Ethyl Acetate
1970,1970,Gamma-Terpinene
1971,1971,L-Leucine
1972,1972,Stachyose
1973,1973,alpha-Bergamotene
1974,1974,Citronellol
1975,1975,Stearic Acid
1976,1976,L-Aspartic Acid
1977,1977,Zingiberol
1978,1978,Lauric Acid
1979,1979,Allyl Isothiocyanate
1980,1980,Npc212957
1981,1981,Ascorbic acid; biotin; cyanocobalamin; dexpanthenol; ergocalciferol; folic acid; niacinamide; pyridoxine hydrochloride; riboflavin 5'-phosphate sodium; thiamine hydrochloride; vitamin A; vitamin E
1982,1982,p-Menth-4(8)-en-3-one
1983,1983,Epsilon-Polylysine
1984,1984,"(1R,2S,4R,5S)-6-[(2R,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxycyclohexane-1,2,3,4,5-pentol"
1985,1985,Narirutin
1986,1986,Naringin
1987,1987,Decanoic Acid
1988,1988,alpha-D-lactose
1989,1989,Calcium Oxide
1990,1990,(-)-Zingiberene
1991,1991,Raffinose
1992,1992,Isobutanol
1993,1993,Phytate
1994,1994,Epigallocatechin
1995,1995,D-Fructose
1996,1996,beta-Sesquiphellandrene
1997,1997,Hesperidin
1998,1998,Diosgenin
1999,1999,Water
2000,2000,Catechin
2001,2001,Menthofuran
2002,2002,Delphinidin Chloride
2003,2003,L-Serine
2004,2004,Ethyl Lactate
2005,2005,Galloylpunicalin
2006,2006,2-Oxoglutaric Acid
2007,2007,Cdp-DG(16:0/18:0)
2008,2008,"(3b,5a,25R)-3-Hydroxyspirostan-6-one 3-[2-acetylarabinosyl-(1->6)-glucoside]"
2009,2009,"3,3',4',5,7-Pentahydroxy-5'-methoxyflavylium"
2010,2010,Pyruvic Acid
2011,2011,GlyTouCan:G35236GY
2012,2012,Npc214502
2013,2013,2-Methyl-2-butanol
2014,2014,Benzoic Acid
2015,2015,Hexanoic Acid
2016,2016,1-Methyl-4-Prop-1-En-2-Ylcyclohexene
2017,2017,L-Lactic Acid
2018,2018,Curzerenone
2019,2019,"1,8-Cineole"
2020,2020,Chlorine
2021,2021,Putrescine
2022,2022,Myrcene
2023,2023,L-Glutamic Acid
2024,2024,Gallic Acid
2025,2025,D-Galacturonic Acid
2026,2026,O-alpha-D-Glucopyranosyl-(1->4)-O-alpha-D-glucopyranosyl-(1->4)-D-glucopyranose
2027,2027,Hydrogen Sulfide
2028,2028,"Disodium;[3-[2,3-di(octadeca-9,12-dienoyloxy)propoxy-oxidophosphoryl]oxy-2-hydroxypropyl] 2,3-di(octadeca-9,12-dienoyloxy)propyl phosphate"
2029,2029,Invert Sugar
2030,2030,Octanoic Acid
2031,2031,beta-Lactose
2032,2032,Apiole
2033,2033,Peonidin 3-arabinoside
2034,2034,Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside)
2035,2035,An inositol
2036,2036,Choline Alfoscerate
2037,2037,4-Hydroxybenzoic Acid
2038,2038,Malic Acid
2039,2039,Genistin
2040,2040,Pipecolic Acid
2041,2041,Piperidines
2042,2042,p-Cymen-8-ol
2043,2043,Psoralen
2044,2044,6'-Sialyllactose
2045,2045,Beta-D-Glucose
2046,2046,Hesperetin
2047,2047,Terpinolene
2048,2048,Nonanoic Acid
2049,2049,Apigenin 7-O-(6''-malonyl-apiosyl-glucoside)
2050,2050,"Kaempferol 3,7,4'-O-triglucoside"
2051,2051,Lonicerin
2052,2052,Peonidin 3-galactoside
2053,2053,Sucrose
2054,2054,Nicotinic Acid
2055,2055,L-Threonine
2056,2056,L-Ascorbic Acid
2057,2057,(-)-alpha-Curcumene
2058,2058,L-Arginine
2059,2059,Betulinic Acid
2060,2060,Acetylglycine
2061,2061,4-Methoxyglucobrassicin
2062,2062,Delphinidin 3-O-glucoside cation
2063,2063,Fluoride Ion
2064,2064,Magnesium ion
2065,2065,"3,5-Dihydroxyphenyl beta-D-glucopyranoside"
2066,2066,Succinic Acid
2067,2067,(-)-Cystine
2068,2068,Hexanal
2069,2069,4-Vinylguaiacol
2070,2070,D-Arabitol
2071,2071,"4-((3,3-Dimethyloxiran-2-Yl)Methoxy)Furo(3,2-G)Chromen-7-One"
2072,2072,Citric Acid
2073,2073,Sodium
2074,2074,L-Tryptophan
2075,2075,"(2R,3R,4S,5S)-2,3,4,5-tetrahydroxyhexanal"
2076,2076,(-)-Isopulegol
2077,2077,"Rubber, natural-smoked sheet and latex solids (hevea brasiliensis)"
2078,2078,"2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-1-Benzopyrylium"
2079,2079,L-Arabinose
2080,2080,Myristicin
2081,2081,Thiamine
2082,2082,Curcumene
2083,2083,Malonylgenistin
2084,2084,Sorbitol
2085,2085,(-)-beta-Sitosterol
2086,2086,Eicosanoic Acid
2087,2087,Imperatorin
2088,2088,Turmerone
2089,2089,Arbutin
2090,2090,Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside
2091,2091,"Glycerophospholipids, cephalins"
2092,2092,Sulfide ion
2093,2093,Erythritol
2094,2094,Epicatechin Gallate
2095,2095,Nitrogen
2096,2096,kaempferol 3-O-sophoroside
2097,2097,Bergapten
2098,2098,(-)-Asparagine
2099,2099,Chloride
2100,2100,(-)-Menthol
2101,2101,Mannitol
2102,2102,L-Alanine
2103,2103,Myricetin
2104,2104,"1-Allyl-2,3,4,5-tetramethoxybenzene"
2105,2105,L-Methionine
2106,2106,Petunidin 3-Glucoside
2107,2107,Delphinidin 3-galactoside
2108,2108,Rutin
2109,2109,Pantothenic Acid
2110,2110,Elemol
2111,2111,"Ethanedioic acid, calcium salt (1:1)"
2112,2112,Phosphate
2113,2113,"3,4',5,7-Tetrahydroxy-3'-methoxyflavylium"
2114,2114,"(2a,3b,5a,6a,22R,25R)-Furostane-22-methoxy-2,3,6,26-tetrol 3-[glucosyl-(1->2)-[xylosyl-(1->3)]-glucosyl-(1->4)-galactoside] 26-glucoside"
2115,2115,Hyperoside
2116,2116,"(25S)-Spirostane-3b,5b,6a-triol 3-[4''-rhamnosylglucoside]"
2117,2117,Myristic Acid
2118,2118,Xanthoxyletin
2119,2119,"(3b,5a,6b,22a,25R)-Furostane-22-methoxy-3,6,26-triol 3-[glucosyl-(1->2)-[xylosyl-(1->3)]-glucosyl-(1->4)-galactoside] 26-glucoside"
2120,2120,L-Lysine
2121,2121,Cholesterol
2122,2122,Butyric Acid
2123,2123,Pseudotaraxasterol
2124,2124,Kaempferol
2125,2125,Quinate
2126,2126,Gossypol
2127,2127,alpha-D-Mannan
2128,2128,beta-D-glucopyranuronic acid
2129,2129,"24-Methylene,25-methylcholesta-5-en-3beta-ol"
2130,2130,Uridine
2131,2131,Beta-Pinene
2132,2132,Apigenin
2133,2133,L-Histidine
