new_id,name,smiles
838,Phosphorylcholine,C[N+](C)(C)CCOP(=O)(O)[O-]
839,Bradykinin,C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O
840,Titanium,[Ti]
841,Arachidonic Acid,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
842,L-Dopa,C1=CC(=C(C=C1CC(C(=O)O)N)O)O
843,Polyamines,
844,Epinephrine,CNCC(C1=CC(=C(C=C1)O)O)O
845,Kynurenine,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N
846,Deoxyadenosine,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
847,S-Adenosyl-L-Methionine,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
848,Hexyl 2-Methylpropanoate,CCCCCCOC(=O)C(C)C
849,Benzyl Alcohol,C1=CC=C(C=C1)CO
850,Sulfide,[S-2]
851,Valproic Acid,CCCC(CCC)C(=O)O
852,Lanthanum,[La]
853,Boron,[B]
854,Ceramide,CCCCCCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)C(CCCCCCCCCCCCCC)O)O
855,Calcium Oxalate,C(=O)(C(=O)[O-])[O-].[Ca+2]
856,Fluoride,[F-]
857,Maltodextrin,
858,Prostaglandin E2,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
859,Trichloroacetic Acid,C(=O)(C(Cl)(Cl)Cl)O
860,Methylmalonic Acid,CC(C(=O)O)C(=O)O
861,Elaidic Acid,CCCCCCCCC=CCCCCCCCC(=O)O
862,Cytarabine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
863,Oxypurinol,C1=NNC2=C1C(=O)NC(=O)N2
864,Glycerol Trioleate,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC
865,Liothyronine,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
866,Silicon,[Si]
867,2-Propanol,CC(C)O
868,Urea,C(=O)(N)N
869,Nadph,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O
870,Thromboxane B2,CCCCCC(C=CC1C(C(CC(O1)O)O)CC=CCCCC(=O)O)O
871,Angiotensin Ii,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N
872,Trans-Resveratrol,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
873,Acetate,CC(=O)[O-]
874,Thymidine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
875,Glycerol Trilinoleate,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC
876,Androstenedione,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C
877,Calamene,CC1CCC2=C(C=CC(=C2C1)C(C)C)C
878,Agmatine,C(CCN=C(N)N)CN
879,Loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
880,Betaine,C[N+](C)(C)CC(=O)[O-]
881,Scopolamine,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
882,Gadolinium,[Gd]
883,Adenosine Monophosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N
884,Oxalate,C(=O)(C(=O)[O-])[O-]
885,Simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
886,(E)-2-Phenyl-2-Butenal,
887,Nitrous Oxide,[N-]=[N+]=O
888,Cholestanol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
889,Methane,C
890,Nicotinamide,C1=CC(=CN=C1)C(=O)N
891,Propene,CC=C
892,Fluticasone,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F
893,Rebaudioside A,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)O
894,Glutathione Disulfide,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N
895,Phosphocreatine,CN(CC(=O)O)C(=NP(=O)(O)O)N
896,Papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
897,Sphingosine 1-Phosphate,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O
898,N-Acetylneuraminic Acid,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O
899,Thromboxane,CCCCCCCCC1C(CCCO1)CCCCCCC
900,Butyrylcholine,CCCC(=O)OCC[N+](C)(C)C
901,Ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
902,Mevalonic Acid,CC(CCO)(CC(=O)O)O
903,Selenomethionine,C[Se]CCC(C(=O)O)N
904,5-Aminolevulinic Acid,C(CC(=O)O)C(=O)CN
905,Pravastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
906,Clopidogrel,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
907,Aflatoxin B1,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1
908,Nickel,[Ni]
909,3-Methoxy-4-Hydroxyphenylacetic Acid,COC1=C(C=CC(=C1)CC(=O)O)O
910,Dihydrotestosterone,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C
911,L-Cystathionine,C(CSCC(C(=O)O)N)C(C(=O)O)N
912,Esters,
913,Epicatechin 3-Gallate,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
914,Campesterol,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
915,Lactitol,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O
916,Syringic Acid,COC1=CC(=CC(=C1O)OC)C(=O)O
917,Prostaglandin E1,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
918,Vanillylmandelic Acid,COC1=C(C=CC(=C1)C(C(=O)O)O)O
919,Normetanephrine,COC1=C(C=CC(=C1)C(CN)O)O
920,Adp,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N
921,Phosphatidylcholine,
922,Xylitol,C(C(C(C(CO)O)O)O)O
923,Prostaglandin D2,CCCCCC(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O
924,Doconexent,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O
925,"8,11,14-Eicosatrienoic Acid",CCCCCC=CCC=CCC=CCCCCCCC(=O)O
926,Biotin,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
927,Leukotriene C4,CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
928,Testosterone Enanthate,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
929,Methanol,CO
930,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
931,Agar,CC1C(C2C(C(O1)CO2)OC3C(C(C(C(O3)CO)O)OC)O)O
932,Guanosine Triphosphate,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
933,3-Phenyl-2-Propenal,C1=CC=C(C=C1)C=CC=O
934,2-Oxopentanedioic Acid,C(CC(=O)O)C(=O)C(=O)O
935,Mg2+,[Mg+2]
936,Substance P,CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N
937,Sulfate,[O-]S(=O)(=O)[O-]
938,Citrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O
939,Sparteine,C1CCN2CC3CC(C2C1)CN4C3CCCC4
940,Hypoxanthine,C1=NC2=C(N1)C(=O)NC=N2
941,Lactulose,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
942,Naproxen,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
943,Hydroxycobalamin,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co+2]
944,"Glycerol 1,2-Di-(9Z-Octadecenoate)",
945,Γ-Tocopherol,
946,Erythroneopterin,
947,4-Hydroxybenzaldehyde,C1=CC(=CC=C1C=O)O
948,3-Hydroxybutanoic Acid,CC(CC(=O)O)O
949,Sapropterin,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O
950,Zinc Sulfate,[O-]S(=O)(=O)[O-].[Zn+2]
951,Estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
952,Hydroquinone,C1=CC(=CC=C1O)O
953,Beta-D-Glucuronic Acid,C1(C(C(OC(C1O)O)C(=O)O)O)O
954,Estrone Sulfate,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
955,Guanine,C1=NC2=C(N1)C(=O)NC(=N2)N
956,Lipoic Acid,C1CSSC1CCCCC(=O)O
957,Lathosterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C
958,Pentanoic Acid,CCCCC(=O)O
959,Procyanidin,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC4(C(C(C5=C(C=C(C=C5O4)O)O)O)O)C6=CC(=C(C=C6)O)O
960,3-Methoxy-4-Hydroxyphenylglycol,COC1=C(C=CC(=C1)C(CO)O)O
961,Sulfur Dioxide,O=S=O
962,Nitrogen Oxides,
963,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O
964,Ergocalciferol,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
965,Synephrine,CNCC(C1=CC=C(C=C1)O)O
966,Uracil,C1=CNC(=O)NC1=O
967,Deoxypyridinoline,C1=C(C(=C(C=[N+]1CCCCC(C(=O)[O-])N)O)CC(C(=O)O)N)CCC(C(=O)O)N
968,Anabasine,C1CCNC(C1)C2=CN=CC=C2
969,Zinc Oxide,[O-2].[Zn+2]
970,Diethylstilbesterol,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
971,3-Methyl-L-Histidine,CN1C=NC=C1CC(C(=O)O)N
972,Amlodipine,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
973,4-Hydroxyproline,C1C(CNC1C(=O)O)O
974,N-Acetylglucosamine,CC(=O)NC(C=O)C(C(C(CO)O)O)O
975,"7Z,10Z,13Z,16Z,19Z-Docosapentaenoic Acid",CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O
976,L-Homocysteine,C(CS)C(C(=O)O)N
977,D-Mannose,C(C1C(C(C(C(O1)O)O)O)O)O
978,Phosphatidylserine,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)OC(=O)CCCCCCCCCCCCCCCCC
979,Porphobilinogen,C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O
980,"3,4-Dihydroxyphenylacetic Acid",C1=CC(=C(C=C1CC(=O)O)O)O
981,Phenol,C1=CC=C(C=C1)O
982,Indole,C1=CC=C2C(=C1)C=CN2
983,Isocitric Acid,C(C(C(C(=O)O)O)C(=O)O)C(=O)O
984,Sodium Taurocholate,CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C.[Na+]
985,11-Dehydro-Thromboxane B2,CCCCCC(C=CC1C(C(CC(=O)O1)O)CC=CCCCC(=O)O)O
986,Isodulcitol,CC(C(C(C(C=O)O)O)O)O
987,Cytosine,C1=C(NC(=O)N=C1)N
988,Umbelliferone,C1=CC(=CC2=C1C=CC(=O)O2)O
989,Tartaric Acid,C(C(C(=O)O)O)(C(=O)O)O
990,Azelaic Acid,C(CCCC(=O)O)CCCC(=O)O
991,Estriol,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
992,Squalene,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C
993,17-Hydroxyprogesterone,CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O
994,Trimethylamine Oxide,C[N+](C)(C)[O-]
995,2-Methylpropanoic Acid,CC(C)C(=O)O
996,4-Hydroxybutyric Acid,C(CC(=O)O)CO
997,Pseudoephedrine,CC(C(C1=CC=CC=C1)O)NC
998,Deoxycholic Acid,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
999,Bupropion,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
1000,Dextrin,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
1001,Palmidrol,CCCCCCCCCCCCCCCC(=O)NCCO
1002,Dimethyl Trisulfide,CSSSC
1003,Menatetrenone,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
1004,Vanillic Acid,COC1=C(C=CC(=C1)C(=O)O)O
1005,Selenate,[O-][Se](=O)(=O)[O-]
1006,Dimethylamine,CNC
1007,(Z)-Aconitic Acid,C(C(=CC(=O)O)C(=O)O)C(=O)O
1008,Cholic Acid,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
1009,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
1010,Acetovanillone,CC(=O)C1=CC(=C(C=C1)O)OC
1011,Allicin,C=CCSS(=O)CC=C
1012,Glucosamine,C(C1C(C(C(C(O1)O)N)O)O)O
1013,Canrenone,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C
1014,Dextromethorphan,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
1015,Sertraline,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
1016,Mangiferin,C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)C4C(C(C(C(O4)CO)O)O)O)O
1017,Calcium Carbonate,C(=O)([O-])[O-].[Ca+2]
1018,Spermidine,C(CCNCCCN)CN
1019,Bergamottin,CC(=CCCC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C)C
1020,Glucoraphanin,CS(=O)CCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O
1021,Gamma-Butyrolactone,C1CC(=O)OC1
1022,3-Nitrotyrosine,C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])O
1023,12-Hepe,CCC=CCC=CCC(C=CC=CCC=CCCCC(=O)O)O
1024,Hydroxylamine,NO
1025,Tangeritin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC
1026,Tylosin,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC
1027,Hyperforin,CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C
1028,Hypericin,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O
1029,Inosine,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
1030,Anethole,CC=CC1=CC=C(C=C1)OC
1031,Debrisoquine,C1CN(CC2=CC=CC=C21)C(=N)N
1032,N-Methyl-D-Aspartic Acid,CNC(CC(=O)O)C(=O)O
1033,Fructosamine,C1C(C(C(C(O1)(CN)O)O)O)O
1034,L-Fucose,CC1C(C(C(C(O1)O)O)O)O
1035,Steviol,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O
1036,6-Sulfatoxymelatonin,CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)OS(=O)(=O)O
1037,Fumaric Acid,C(=CC(=O)O)C(=O)O
1038,Sodium Lauryl Sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
1039,Mandelic Acid,C1=CC=C(C=C1)C(C(=O)O)O
1041,Acetaminophen,CC(=O)NC1=CC=C(C=C1)O
1042,Palmitate,CCCCCCCCCCCCCCCC(=O)O
1043,Methionine Sulfoxide,CS(=O)CCC(C(=O)O)N
1044,Dimethyl Sulfoxide,CS(=O)C
1045,Acteoside,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
1047,Leukotriene B4,CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O
1048,Ajmaline,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C
1049,Alpha-Linolenic Acid,CCC=CCC=CCC=CCCCCCCCC(=O)O
1050,Metanephrine,CNCC(C1=CC(=C(C=C1)O)OC)O
1051,Limonene,CC1=CCC(CC1)C(=C)C
1052,Pyridoxal,CC1=NC=C(C(=C1O)C=O)CO
1053,Glucosylceramide,
1054,Carbonic Acid,C(=O)(O)O
1055,Quinoline,C1=CC=C2C(=C1)C=CC=N2
1056,"1,2-Benzenediol",C1=CC=C(C(=C1)O)O
1057,Gentisic Acid,C1=CC(=C(C=C1O)C(=O)O)O
1058,Quinine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
1059,Plastochromanol 8,CC1=C(C=C2CCC(OC2=C1C)(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O
1060,Mesna,C(CS(=O)(=O)[O-])S.[Na+]
1061,(-)-Arctigenin,COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC
1062,Lf,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N
1063,Venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
1064,Fosfomycin,CC1C(O1)P(=O)(O)O
1065,Orotic Acid,C1=C(NC(=O)NC1=O)C(=O)O
1066,Nitrite,N(=O)[O-]
1067,Deoxyuridine,C1C(C(OC1N2C=CC(=O)NC2=O)CO)O
1068,Chondroitin Sulfate,CC(=O)NC1C(C(C(OC1O)OS(=O)(=O)O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O
1069,Flavones,
1070,Puerarin,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
1071,Ubiquinol-10,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
1072,Propionylcarnitine,CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
1073,Dimethylglycine,CN(C)CC(=O)O
1074,Formic Acid,C(=O)O
1075,Hyaluronic Acid,
1076,"1,3-Dimethyluric Acid",CN1C2=C(C(=O)N(C1=O)C)NC(=O)N2
1077,Ammonium,[NH4+]
1078,Quercetin 3-Rutinoside,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
1079,Gdp,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
1080,Cytidine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
1081,Cardiolipin,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(COP(=O)([O-])OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)O)OC(=O)CCCCCCCC=CCC=CCCCCC
1082,Hippuric Acid,C1=CC=C(C=C1)C(=O)NCC(=O)O
1083,Peroxynitrite,N(=O)O[O-]
1084,Beta-D-Glucopyranose,C(C1C(C(C(C(O1)O)O)O)O)O
1085,Pyrimidine,C1=CN=CN=C1
1086,3-Hydroxy-3-Methylglutaryl-Coa,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C)(CC(=O)O)O)O
1087,Acetylsalicylic Acid,CC(=O)OC1=CC=CC=C1C(=O)O
1088,Protoporphyrin Ix,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
1089,S-Adenosylmethionine,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
1090,8-Hete,CCCCCC=CCC=CC=CC(CC=CCCCC(=O)O)O
1091,9-Hete,CCCCCC=CCC=CCC(C=CC=CCCCC(=O)O)O
1092,2-Phenylethylamine,C1=CC=C(C=C1)CCN
1093,Selenite,[O-][Se](=O)[O-]
1094,Cetyl Alcohol,CCCCCCCCCCCCCCCCO
1096,Thromboxane A2,CCCCCC(C=CC1C(C2CC(O2)O1)CC=CCCCC(=O)O)O
1098,Allantoin,C1(C(=O)NC(=O)N1)NC(=O)N
1099,Biopterin,CC(C(C1=CN=C2C(=N1)C(=O)NC(=N2)N)O)O
1100,D-Ribose,C1C(C(C(C(O1)O)O)O)O
1101,Ketoprofen Glucuronide,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O
1103,3-Methylxanthine,CN1C2=C(C(=O)NC1=O)NC=N2
1104,Homocysteinesulfinic Acid,C(CS(=O)O)C(C(=O)O)N
1105,Iodide,[I-]
1106,Toluene,CC1=CC=CC=C1
1107,Hafnium,[Hf]
1108,Xanthotoxin,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
1109,Pyridinoline,C1=C(C(=C(C=[N+]1CC(CCC(C(=O)[O-])N)O)O)CC(C(=O)O)N)CCC(C(=O)O)N
1110,Ergothioneine,C[N+](C)(C)C(CC1=CNC(=S)N1)C(=O)[O-]
1111,Chenodeoxycholic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
1112,Prostaglandin E3,CCC=CCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
1113,Clenbuterol,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O
1114,1-Methyluric Acid,CN1C(=O)C2=C(NC(=O)N2)NC1=O
1115,Lipoxin A4,CCCCCC(C=CC=CC=CC=CC(C(CCCC(=O)O)O)O)O
1116,Resolvin E1,CCC(C=CC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O)O
1117,"4,5-Dihydroorotic Acid",C1C(NC(=O)NC1=O)C(=O)O
1118,Aniline,C1=CC=C(C=C1)N
1119,4-Hydroxyphenylacetic Acid,C1=CC(=CC=C1CC(=O)O)O
1120,Heparan Sulfate,
1121,Formaldehyde,C=O
1122,Pentosidine,C1=CN(C2=NC(=NC2=C1)NCCCC(C(=O)O)N)CCCCC(C(=O)O)N
1123,Methanethiol,CS
1124,"3,5-Dihydroxybenzoic Acid",C1=C(C=C(C=C1O)O)C(=O)O
1125,Retinol Palmitate,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C
1127,Glycyrrhizin,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
1128,Resolvin D2,CCC=CCC(C(C=CC=CC=CC=CC(CC=CCCC(=O)O)O)O)O
1129,Valerenic Acid,CC1CCC(C2=C(CCC12)C)C=C(C)C(=O)O
1130,Benzene,C1=CC=CC=C1
1131,Carbamate,C(=O)(N)[O-]
1132,(±)-Menthyl Acetate,
1133,Dhea Sulfate,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C
1134,Protopanaxadiol,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C
1135,Stigmasterol,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
1136,Boric Acid (H3Bo3),B(O)(O)O
1137,Adrenosterone,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4=O)C
1138,Gonadotropin Releasing Hormone,
1139,Triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
1140,Molybdenum,[Mo]
1141,Hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
1142,Imidazole,C1=CN=CN1
1143,Atorvastatin,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
1144,Tantalum,[Ta]
1145,7-Dehydrocholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
1146,Glaucine,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC
1147,Rubidium,[Rb]
1148,Carbonate,C(=O)([O-])[O-]
1149,Farnesyl Pyrophosphate,CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C
