head,relation,tail,weight,source,head_type,tail_type
Loratadine,inhibits,Cytochrome P450 2C8,1.0,chembl36,COMPOUND,TARGET
Loratadine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Scopoletin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Scopoletin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Salbutamol,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Amoxycillin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Amoxycillin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
alpha-Mangostin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
alpha-Mangostin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
alpha-Mangostin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
alpha-Mangostin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
3-O-Methylkaempferol,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Ipriflavone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ipriflavone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
7-Methylchrysin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
7-Methylchrysin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
7-Methylchrysin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Succinylacetone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Succinylacetone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Glycosides,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Glycosides,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Oenanthetol acetate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Oenanthetol acetate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Chenodeoxycholic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Danazol,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Danazol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Danazol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Danazol,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Danazol,inhibits,Cytochrome P450 2C8,1.0,chembl36,COMPOUND,TARGET
"4-[(6,7-Dihydroxy-3,7-dimethyl-2-octenyl)oxy]-7H-furo[3,2-g][1]benzopyran-7-one",inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
S-sulfo-L-cysteine,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
4-Methylthio-3-butenyl isothiocyanate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
4-Methylthio-3-butenyl isothiocyanate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
beta-Caryophyllene alcohol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
beta-Caryophyllene alcohol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Charantin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Charantin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Charantin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Thiodiacetic acid,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Bergamottin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Fenthion,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Fenthion,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Clotrimazole,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Clotrimazole,inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
Clotrimazole,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Clotrimazole,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Clotrimazole,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Clotrimazole,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Clotrimazole,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Clotrimazole,inhibits,Cytochrome P450 2C8,1.0,chembl36,COMPOUND,TARGET
Carbadox,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Carbadox,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Olomoucine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Dihydrocinchonine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
5-Aminopentanoic acid,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
shikimate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
shikimate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
4'-Methoxychalcone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
4'-Methoxychalcone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
4'-Methoxychalcone,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Kaempferol,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Kaempferol,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Kaempferol,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Kaempferol,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Kaempferol,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Kaempferol,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Kaempferol,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Cis-5-Caffeoylquinic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Isochlorogenic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
cis-Chlorogenic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
3-O-Caffeoyl-muco-quinic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
trans-Neochlorogenic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
trans-5-O-caffeoyl-D-quinate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Cis-5-Caffeoylquinic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Isochlorogenic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
cis-Chlorogenic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
3-O-Caffeoyl-muco-quinic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
trans-Neochlorogenic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
trans-5-O-caffeoyl-D-quinate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Luteolin,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-(2''-glucuronylglucuronide) 4'-glucuronide,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-(caffeoylglucoside),inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-disulfoglucoside,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-diglucoside,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-rhamnosylglucoside,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Luteolin,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-(2''-glucuronylglucuronide) 4'-glucuronide,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-(caffeoylglucoside),inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-disulfoglucoside,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-diglucoside,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-rhamnosylglucoside,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Luteolin,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-(2''-glucuronylglucuronide) 4'-glucuronide,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-(caffeoylglucoside),inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-disulfoglucoside,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-diglucoside,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-rhamnosylglucoside,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Luteolin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-(2''-glucuronylglucuronide) 4'-glucuronide,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-(caffeoylglucoside),inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-disulfoglucoside,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-diglucoside,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Luteolin 7-rhamnosylglucoside,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Quercetin 3-O-rhamnosyl-galactoside,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Ferulic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
trans-Ferulic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
cis-Ferulic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
ferulate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ferulic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
trans-Ferulic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
cis-Ferulic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
ferulate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Zolpidem,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Zolpidem,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
L-DOPA,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
L-DOPA,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Diosmetin,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Diosmetin,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Diosmetin,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Diosmetin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Diosmetin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Pravastatin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(E)-3-(4-Hydroxyphenyl)-2-propenal,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
(E)-3-(4-Hydroxyphenyl)-2-propenal,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"3-(3,4-Dimethoxyphenyl)-2-propenoic acid",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"3-(3,4-Dimethoxyphenyl)-2-propenoic acid",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Chalconaringenin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Isoliquiritigenin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Rhamnoisoliquiritin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Isoliquiritigenin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Rhamnoisoliquiritin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Isoliquiritigenin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Rhamnoisoliquiritin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Isoliquiritigenin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Rhamnoisoliquiritin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Isoliquiritigenin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Rhamnoisoliquiritin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Estrone,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Estrone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Estrone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Aminopterin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Aminopterin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Lanosterol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Tirucallol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Lanosterol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Tirucallol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Legumelin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Legumelin,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Legumelin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Legumelin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
alpha-Tocopherol acetate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Tricetin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Tricetin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"(±)-3',7-Dihydroxy-2',4'-dimethoxyisoflavan",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"(±)-3',7-Dihydroxy-2',4'-dimethoxyisoflavan",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Deoxyadenosine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Deoxyadenosine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
alpha-Catechin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
alpha-Catechin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Kynurenine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Kynurenine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"7-Isopropyl-1,4-dimethylazulene",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Peucedanin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Peucedanin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Avocadene 1-acetate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Avocadene 1-acetate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"1,3,5-Trimethoxybenzene",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"1,3,5-Trimethoxybenzene",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
2-alpha-hydroxy-3-beta-{[(2Z)-3-phenyl-1-oxo-2-propenyl]oxy}olean-12-en-28-oic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
2-alpha-hydroxy-3-beta-{[(2Z)-3-phenyl-1-oxo-2-propenyl]oxy}olean-12-en-28-oic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Hydrocotarnine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Hydrocotarnine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Hydrocotarnine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Licochalcone B,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Paeoniflorin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Paeoniflorin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ficus Latex peptide 2,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ficus Latex peptide 1,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ficus Latex peptide 2,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Ficus Latex peptide 1,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Arachidonic acid,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Arachidonic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Arachidonic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Acetaminophen,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Acetaminophen,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Acetaminophen,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Acetaminophen,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Caffeine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Caffeine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Clofenotane,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Clofenotane,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Procaine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
(±)-Menthone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(+)-Isomenthone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(±)-Isomenthone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(-)-Isomenthone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(±)-Menthone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
(+)-Isomenthone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
(±)-Isomenthone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
(-)-Isomenthone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Nicotinic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Nicotinic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Benzocaine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Benzocaine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
4-Methylphenol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
4-Methylphenol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Triamterene,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Triamterene,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Triamterene,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"7,4'-Dimethoxyflavone",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"7,4'-Dimethoxyflavone",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Chrysin,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Chrysin,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Chrysin,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Chrysin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Chrysin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Chrysin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Chrysin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Chrysin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Angelicin,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Fenugrin E,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Fenugrin E,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Cirsiliol,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Cirsiliol,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
L-Glutamic acid hydrochloride,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Glutamic acid,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Monopotassium glutamate,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Monoammonium glutamate,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
D-Glutamic acid,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Valyltryptophan,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Valyltryptophan,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"1,5-bis(4-hydroxy-3-methoxyphenyl)-1,4-pentadien-3-one",inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Psoralen,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Psoralen,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Psoralen,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Psoralen,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
cholate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
cholate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(S)-Laudanosine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(S)-Laudanosine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Carminic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Tamarixetin,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Tamarixetin,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Tamarixetin,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Sildenafil,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Deoxycholic acid glycine conjugate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Deoxycholic acid glycine conjugate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Glycocholic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"3alpha,7beta,12alpha-Trihydroxyoxocholanylglycine",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Taurodeoxycholic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Taurodeoxycholic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Lithocholyltaurine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Lithocholyltaurine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
alpha-Allocryptopine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Hesperidin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
