head,relation,tail,weight,source,head_type,tail_type
2-Amino-4-hydroxy-6-pteridinecarboxylic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
2-Amino-4-hydroxy-6-pteridinecarboxylic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
(R)-Methysticin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
loganin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
loganin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
loganate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
N-Acetyl-L-aspartic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
N-Acetyl-L-aspartic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Urocanic acid,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
(E)-Urocanic acid,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
MG(18:0e/0:0/0:0),inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
MG(18:0e/0:0/0:0),inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Thymoquinone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Thymoquinone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Stanozolol,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Stanozolol,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Stanozolol,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Ribitol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ribitol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Epicatechin 3-gallate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Epicatechin 3-gallate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Guanidine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Guanidine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Rhamnetin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Rhamnetin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Nobiletin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Nobiletin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Tangeritin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Tangeritin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Demethylnobiletin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
OPC,inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
Paraxanthine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Paraxanthine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Biochanin A,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Biochanin A,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Biochanin A,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Biochanin A,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Biochanin A,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
4-Nonylphenol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
4-Nonylphenol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
1H-Indole-3-methanol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
1H-Indole-3-methanol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Atorvastatin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Atorvastatin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Atorvastatin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"p-Mentha-1,8-dien-7-ol",inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
dihydrosphingosine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
L-threo-sphinganine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Ligusticide,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ligustilide,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ligusticide,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Ligustilide,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Pachyrrhizin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Pachyrrhizin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Pachyrrhizin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"5,7-Dimethoxycoumarin",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"5,7-Dimethoxycoumarin",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
(R)-Glabridin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Myristicin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
"3,8''-Biapigenin",inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Dihydroclusin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Avocadyne,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Avocadyne,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Avocadene,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Avocadene,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Butylparaben,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
"2,4,5-Trimethoxybenzaldehyde",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Roxarsone,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Roxarsone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Roxarsone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Orcein,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Orcein,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Orcein,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Methylxanthoxylin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
5alpha-Cholestane,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
5beta-Cholestane,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
5alpha-Cholestane,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
5beta-Cholestane,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Lathosterol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Lathosterol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Stigmasta-4-22-dien-3-one,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Stigmasta-4-22-dien-3-one,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Glucosan,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Glucosan,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Rhodinyl acetate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Rhodinyl acetate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
3-Methylxanthine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
3-Methylxanthine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Phenols,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Piperine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Chavicine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Isochavicine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Isopiperine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Piperine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Chavicine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Isochavicine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Isopiperine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Gallic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Gallic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Patulin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Patulin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Nonivamide,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Nonivamide,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Nonivamide,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Malonoben,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Malonoben,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Malonoben,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Dihydrocapsaicin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Dihydrocapsaicin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Theobromine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Theobromine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"(9Z)-beta,beta-Carotene",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Carotene,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
beta-Carotene,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
(13Z)-beta-Carotene,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"cis-b,b-Carotene",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"(9Z)-beta,beta-Carotene",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Carotene,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
beta-Carotene,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(13Z)-beta-Carotene,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"cis-b,b-Carotene",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Quinine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Quinine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Quinine,inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
Di-2-propenyl-sulfane,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Di-2-propenyl-sulfane,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
(-)-alpha-Narcotine,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
(-)-alpha-Narcotine,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
(-)-alpha-Narcotine,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Piperazine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Piperazine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Kinetin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Kinetin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Kinetin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Safrole,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Safrole,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Safrole,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Safrole,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Amlodipine,inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
(2S)-pinocembrin,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
(2S)-pinocembrin,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
(2S)-pinocembrin,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
(2S)-pinocembrin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(2S)-pinocembrin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Stigmasterol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Stigmasterol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Cortisone,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Cortisone,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Cortisone,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Glucokinin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Glucokinin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Pantoprazole,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Pantoprazole,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"Omeprazole, BAN, INN, JAN, USA",inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
"Omeprazole, BAN, INN, JAN, USA",inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Phosphatidylcholine O-34:2,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Phosphatidylcholine O-34:2,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
beta-Amyrin acetate,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
beta-Amyrin acetate,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Nootkatone,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
"5,6-dimethyl-8-isopropenylbicyclo[4.4.0]dec-1-en-3-one",inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
3-Methylsalicylic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
3-Methylsalicylic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Sarsasapogenin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Sarsasapogenin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"3b,5a,6b-Cholestanetriol",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"3b,5a,6b-Cholestanetriol",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
7-Ketocholesterol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
7-Ketocholesterol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Fenugrin A,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Fenugrin A,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Sphondin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Sphondin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Sphondin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Sphondin,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Estradiol,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Estradiol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Estradiol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Estradiol,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Diphenhydramine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Kaempferide,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Kaempferide 3-[glucopyranosyl-(1->?)-glucopyranoside],inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Kaempferide,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Kaempferide 3-[glucopyranosyl-(1->?)-glucopyranoside],inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Kaempferide,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Kaempferide 3-[glucopyranosyl-(1->?)-glucopyranoside],inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Emodin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Emodin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Emodin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Emodin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Emodin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Emodin,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Emodin,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Physcion,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Physcion,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Chrysophanol,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Chrysophanol,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Rhein,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Loperamide,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Loperamide,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Loperamide,inhibits,ATP-dependent translocase ABCB1,1.0,chembl36,COMPOUND,TARGET
Sulphadimethoxine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Sulphadimethoxine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
trans-2-Methoxycinnamic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
trans-2-Methoxycinnamic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
N-Acetyl-L-phenylalanine,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
N-Acetyl-L-phenylalanine,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Lipoic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Lipoic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
(-)-Arctigenin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
"2,4-Dichlorophenoxyacetic acid",inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
"2,4-Dichlorophenoxyacetic acid",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Ethoxyquin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Ethoxyquin,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Ethoxyquin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Ethoxyquin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Ethoxyquin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"2,4-Dimethylquinoline",inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
"1,4-Dimethylnapthalene",inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
"2,6-Dimethylquinoline",inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
kaempferol 3-rhamnoside-7-glucoside,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Glycyrrhetic acid,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Glycyrrhetic acid,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Aesculetin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Aesculetin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Daphnetin,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Daphnetin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Daphnetin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
alpha-Humulene,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Humulene-alpha,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
alpha-Humulene,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Humulene-alpha,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Escitalopram,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Escitalopram,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Escitalopram,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Pelanin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Pelanin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Oxytetracycline,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Oxytetracycline,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Hyperin,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Hesperetin,inhibits,Cytochrome P450 1A1,1.0,chembl36,COMPOUND,TARGET
Hesperetin,inhibits,Cytochrome P450 1B1,1.0,chembl36,COMPOUND,TARGET
Hesperetin,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Hesperetin,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Hesperetin,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Hesperetin,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Hesperetin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Hesperetin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Schisantherin A,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Phenylhydrazine,inhibits,Cytochrome P450 1A2,1.0,chembl36,COMPOUND,TARGET
Phenylhydrazine,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Phenylhydrazine,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Phenylhydrazine,inhibits,Cytochrome P450 2D6,1.0,chembl36,COMPOUND,TARGET
Phenylhydrazine,inhibits,Cytochrome P450 3A4,1.0,chembl36,COMPOUND,TARGET
Pseudoephedrine,inhibits,Cytochrome P450 2C19,1.0,chembl36,COMPOUND,TARGET
Pseudoephedrine,inhibits,Cytochrome P450 2C9,1.0,chembl36,COMPOUND,TARGET
Citrullin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
L-Citrulline,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
Citrullin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
L-Citrulline,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Bilirubin,inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
"4E,15Z-Bilirubin IXa",inhibits,Solute carrier organic anion transporter family member 1B3,1.0,chembl36,COMPOUND,TARGET
Bilirubin,inhibits,Solute carrier organic anion transporter family member 1B1,1.0,chembl36,COMPOUND,TARGET
