head,relation,tail,weight,source,head_type,tail_type
Pergolide,activates,DRD2,1.0,drugbank,DRUG,TARGET
Pergolide,activates,DRD3,1.0,drugbank,DRUG,TARGET
Pergolide,activates,DRD4,1.0,drugbank,DRUG,TARGET
Pergolide,activates,DRD5,1.0,drugbank,DRUG,TARGET
Pergolide,activates,DRD1,1.0,drugbank,DRUG,TARGET
Pergolide,activates,HTR1A,1.0,drugbank,DRUG,TARGET
Pergolide,activates,HTR2B,1.0,drugbank,DRUG,TARGET
Pergolide,activates,HTR2A,1.0,drugbank,DRUG,TARGET
Pergolide,activates,HTR1D,1.0,drugbank,DRUG,TARGET
Pergolide,activates,ADRA2A,1.0,drugbank,DRUG,TARGET
Pergolide,activates,HTR1B,1.0,drugbank,DRUG,TARGET
Pergolide,activates,HTR2C,1.0,drugbank,DRUG,TARGET
Pergolide,activates,ADRA1A,1.0,drugbank,DRUG,TARGET
Pergolide,activates,ADRA1B,1.0,drugbank,DRUG,TARGET
Pergolide,activates,ADRA1D,1.0,drugbank,DRUG,TARGET
Clindamycin,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Clindamycin,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Clindamycin,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Clindamycin,inhibits,rplA,1.0,drugbank,DRUG,TARGET
Clindamycin,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Clindamycin,substrate_of,ORM1,1.0,drugbank,DRUG,TARGET
Dexfenfluramine,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Dexfenfluramine,inhibits,CYP2E1,1.0,drugbank,DRUG,TARGET
Dexfenfluramine,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Dexfenfluramine,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Dexfenfluramine,inhibits,SLC6A4,1.0,drugbank,DRUG,TARGET
Dexfenfluramine,activates,HTR2C,1.0,drugbank,DRUG,TARGET
Oxymorphone,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Oxymorphone,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Oxymorphone,activates,OPRM1,1.0,drugbank,DRUG,TARGET
Oxymorphone,inhibits,OPRD1,1.0,drugbank,DRUG,TARGET
Acebutolol,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Acebutolol,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Acebutolol,activates,ADRB1,1.0,drugbank,DRUG,TARGET
Acebutolol,activates,ADRB2,1.0,drugbank,DRUG,TARGET
Acebutolol,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Flecainide,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Flecainide,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Flecainide,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Flecainide,inhibits,CYP2C9,1.0,drugbank,DRUG,TARGET
Flecainide,inhibits,SCN4A,1.0,drugbank,DRUG,TARGET
Flecainide,inhibits,SCN5A,1.0,drugbank,DRUG,TARGET
Flecainide,inhibits,KCNH2,1.0,drugbank,DRUG,TARGET
Flecainide,inhibits,RYR2,1.0,drugbank,DRUG,TARGET
Flecainide,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Flecainide,substrate_of,SLC47A1,1.0,drugbank,DRUG,TARGET
Flecainide,inhibits,SLC47A1,1.0,drugbank,DRUG,TARGET
Flecainide,binds,ORM1,1.0,drugbank,DRUG,TARGET
Flecainide,binds,ALB,1.0,drugbank,DRUG,TARGET
Estramustine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Estramustine,binds,ESR2,1.0,drugbank,DRUG,TARGET
Estramustine,activates,ESR1,1.0,drugbank,DRUG,TARGET
Estramustine,inhibits,MAP2,1.0,drugbank,DRUG,TARGET
Estramustine,inhibits,MAP1A,1.0,drugbank,DRUG,TARGET
Estramustine,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Captopril,inhibits,ACE,1.0,drugbank,DRUG,TARGET
Captopril,inhibits,MMP2,1.0,drugbank,DRUG,TARGET
Captopril,inhibits,MMP9,1.0,drugbank,DRUG,TARGET
Captopril,inhibits,LTA4H,1.0,drugbank,DRUG,TARGET
Captopril,activates,BDKRB1,1.0,drugbank,DRUG,TARGET
Captopril,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Captopril,inhibits,SLC15A1,1.0,drugbank,DRUG,TARGET
Captopril,substrate_of,SLC22A6,1.0,drugbank,DRUG,TARGET
Captopril,inhibits,SLC22A6,1.0,drugbank,DRUG,TARGET
Captopril,binds,ALB,1.0,drugbank,DRUG,TARGET
Zopiclone,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Zopiclone,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Zopiclone,substrate_of,CYP2C9,1.0,drugbank,DRUG,TARGET
Zopiclone,substrate_of,PTGS1,1.0,drugbank,DRUG,TARGET
Zopiclone,binds,GABRA1,1.0,drugbank,DRUG,TARGET
Zopiclone,binds,GABRA2,1.0,drugbank,DRUG,TARGET
Zopiclone,binds,GABRA3,1.0,drugbank,DRUG,TARGET
Zopiclone,binds,GABRA5,1.0,drugbank,DRUG,TARGET
Zopiclone,activates,TSPO,1.0,drugbank,DRUG,TARGET
Bromocriptine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Bromocriptine,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,DRD2,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,DRD3,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,HTR1D,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,ADRA2A,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,HTR1A,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,ADRA2C,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,ADRA2B,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,HTR2B,1.0,drugbank,DRUG,TARGET
Bromocriptine,inhibits,DRD4,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,HTR2A,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,HTR1B,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,HTR2C,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,DRD5,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,DRD1,1.0,drugbank,DRUG,TARGET
Bromocriptine,inhibits,ADRA1A,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,ADRA1A,1.0,drugbank,DRUG,TARGET
Bromocriptine,inhibits,ADRA1B,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,ADRA1B,1.0,drugbank,DRUG,TARGET
Bromocriptine,activates,ADRA1D,1.0,drugbank,DRUG,TARGET
Bromocriptine,inhibits,HTR7,1.0,drugbank,DRUG,TARGET
Bromocriptine,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Bromocriptine,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Rifapentine,induces,CYP2C19,1.0,drugbank,DRUG,TARGET
Rifapentine,induces,CYP2B6,1.0,drugbank,DRUG,TARGET
Rifapentine,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Rifapentine,induces,CYP2C8,1.0,drugbank,DRUG,TARGET
Rifapentine,induces,CYP2C9,1.0,drugbank,DRUG,TARGET
Rifapentine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Rifapentine,inhibits,rpoC,1.0,drugbank,DRUG,TARGET
Levetiracetam,inhibits,CACNA1B,1.0,drugbank,DRUG,TARGET
Levetiracetam,activates,SV2A,1.0,drugbank,DRUG,TARGET
Levetiracetam,inhibits,HTR3A,1.0,drugbank,DRUG,TARGET
Levetiracetam,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Nadolol,inhibits,ADRB1,1.0,drugbank,DRUG,TARGET
Nadolol,inhibits,ADRB2,1.0,drugbank,DRUG,TARGET
Nadolol,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Nadolol,substrate_of,POU2F1,1.0,drugbank,DRUG,TARGET
Nadolol,substrate_of,POU2F2,1.0,drugbank,DRUG,TARGET
Nadolol,substrate_of,SLC47A1,1.0,drugbank,DRUG,TARGET
Nadolol,substrate_of,SLC47A2,1.0,drugbank,DRUG,TARGET
Nadolol,binds,ORM1,1.0,drugbank,DRUG,TARGET
Flumazenil,inhibits,GABRG2,1.0,drugbank,DRUG,TARGET
Flumazenil,inhibits,GABRA5,1.0,drugbank,DRUG,TARGET
Flumazenil,modulates,GABRA1,1.0,drugbank,DRUG,TARGET
Flumazenil,inhibits,GABRA1,1.0,drugbank,DRUG,TARGET
Flumazenil,modulates,GABRG3,1.0,drugbank,DRUG,TARGET
Flumazenil,modulates,GABRA2,1.0,drugbank,DRUG,TARGET
Flumazenil,modulates,GABRA3,1.0,drugbank,DRUG,TARGET
Flumazenil,inhibits,TSPO,1.0,drugbank,DRUG,TARGET
Clarithromycin,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Clarithromycin,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Clarithromycin,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Clarithromycin,inhibits,CYP3A5,1.0,drugbank,DRUG,TARGET
Clarithromycin,inhibits,rplJ,1.0,drugbank,DRUG,TARGET
Clarithromycin,inhibits,KCNH2,1.0,drugbank,DRUG,TARGET
Clarithromycin,inhibits,SLCO1B1,1.0,drugbank,DRUG,TARGET
Clarithromycin,inhibits,SLCO1B3,1.0,drugbank,DRUG,TARGET
Clarithromycin,inhibits,SLC22A7,1.0,drugbank,DRUG,TARGET
Clarithromycin,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Clarithromycin,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Clarithromycin,substrate_of,ABCB11,1.0,drugbank,DRUG,TARGET
Fomepizole,inhibits,CYP2A6,1.0,drugbank,DRUG,TARGET
Fomepizole,substrate_of,CYP2E1,1.0,drugbank,DRUG,TARGET
Fomepizole,inhibits,CYP2E1,1.0,drugbank,DRUG,TARGET
Fomepizole,induces,CYP2E1,1.0,drugbank,DRUG,TARGET
Fomepizole,inhibits,ADH1A,1.0,drugbank,DRUG,TARGET
Fomepizole,inhibits,ADH1B,1.0,drugbank,DRUG,TARGET
Fomepizole,inhibits,ADH1C,1.0,drugbank,DRUG,TARGET
Fomepizole,inhibits,CAT,1.0,drugbank,DRUG,TARGET
Estazolam,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Estazolam,modulates,GABRA1,1.0,drugbank,DRUG,TARGET
Estazolam,binds,GABRA1,1.0,drugbank,DRUG,TARGET
Estazolam,activates,TSPO,1.0,drugbank,DRUG,TARGET
Finasteride,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Finasteride,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Finasteride,substrate_of,CYP3A7,1.0,drugbank,DRUG,TARGET
Finasteride,inhibits,SRD5A2,1.0,drugbank,DRUG,TARGET
Finasteride,inhibits,SRD5A3,1.0,drugbank,DRUG,TARGET
Finasteride,inhibits,SRD5A1,1.0,drugbank,DRUG,TARGET
Finasteride,inhibits,AKR1D1,1.0,drugbank,DRUG,TARGET
Finasteride,modulates,Slc12a5,1.0,drugbank,DRUG,TARGET
Anastrozole,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Anastrozole,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Anastrozole,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Anastrozole,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Anastrozole,inhibits,CYP2C8,1.0,drugbank,DRUG,TARGET
Anastrozole,substrate_of,UGT1A4,1.0,drugbank,DRUG,TARGET
Anastrozole,substrate_of,UGT1A3,1.0,drugbank,DRUG,TARGET
Anastrozole,substrate_of,UGT2B7,1.0,drugbank,DRUG,TARGET
Anastrozole,inhibits,CYP1A2,1.0,drugbank,DRUG,TARGET
Anastrozole,inhibits,CYP2C9,1.0,drugbank,DRUG,TARGET
Anastrozole,inhibits,CYP19A1,1.0,drugbank,DRUG,TARGET
Anastrozole,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Halofantrine,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Halofantrine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Halofantrine,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Halofantrine,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Halofantrine,inhibits,KCNH2,1.0,drugbank,DRUG,TARGET
Halofantrine,modulates,CALM3,1.0,drugbank,DRUG,TARGET
Halofantrine,modulates,CALM2,1.0,drugbank,DRUG,TARGET
Halofantrine,modulates,CALM1,1.0,drugbank,DRUG,TARGET
Halofantrine,inhibits,PMII,1.0,drugbank,DRUG,TARGET
Dantrolene,inhibits,RYR1,1.0,drugbank,DRUG,TARGET
Dantrolene,substrate_of,SERPINA7,1.0,drugbank,DRUG,TARGET
Rifaximin,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Rifaximin,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Rifaximin,induces,CYP2C19,1.0,drugbank,DRUG,TARGET
Rifaximin,induces,CYP2C8,1.0,drugbank,DRUG,TARGET
Rifaximin,inhibits,rpoB,1.0,drugbank,DRUG,TARGET
Rifaximin,activates,NR1I2,1.0,drugbank,DRUG,TARGET
Ketamine,substrate_of,PTGS1,1.0,drugbank,DRUG,TARGET
Ketamine,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Ketamine,substrate_of,CYP2B6,1.0,drugbank,DRUG,TARGET
Ketamine,substrate_of,CYP2C9,1.0,drugbank,DRUG,TARGET
Ketamine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Ketamine,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Ketamine,inhibits,GRIN3A,1.0,drugbank,DRUG,TARGET
Ketamine,binds,HTR3A,1.0,drugbank,DRUG,TARGET
Ketamine,inhibits,CHRNA7,1.0,drugbank,DRUG,TARGET
Ketamine,inhibits,BCHE,1.0,drugbank,DRUG,TARGET
Ketamine,inhibits,NOS1,1.0,drugbank,DRUG,TARGET
Ketamine,inhibits,TACR1,1.0,drugbank,DRUG,TARGET
Ketamine,activates,DRD2,1.0,drugbank,DRUG,TARGET
Ketamine,binds,OPRD1,1.0,drugbank,DRUG,TARGET
Ketamine,inhibits,SLC6A2,1.0,drugbank,DRUG,TARGET
Ketamine,activates,OPRK1,1.0,drugbank,DRUG,TARGET
Ketamine,binds,OPRM1,1.0,drugbank,DRUG,TARGET
Ketamine,binds,CHRM1,1.0,drugbank,DRUG,TARGET
Ketamine,inhibits,HTR2A,1.0,drugbank,DRUG,TARGET
Ketamine,inhibits,HTR1A,1.0,drugbank,DRUG,TARGET
Budesonide,induces,CYP3A5,1.0,drugbank,DRUG,TARGET
Budesonide,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Budesonide,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Budesonide,induces,CYP2A6,1.0,drugbank,DRUG,TARGET
Budesonide,induces,CYP1B1,1.0,drugbank,DRUG,TARGET
Budesonide,induces,CYP2B6,1.0,drugbank,DRUG,TARGET
Budesonide,induces,CYP2C8,1.0,drugbank,DRUG,TARGET
Budesonide,induces,CYP2C9,1.0,drugbank,DRUG,TARGET
Budesonide,induces,CYP2C19,1.0,drugbank,DRUG,TARGET
Budesonide,activates,NR3C1,1.0,drugbank,DRUG,TARGET
Budesonide,substrate_of,ANXA1,1.0,drugbank,DRUG,TARGET
Budesonide,substrate_of,ABCB11,1.0,drugbank,DRUG,TARGET
Budesonide,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Budesonide,substrate_of,SLCO1A2,1.0,drugbank,DRUG,TARGET
Budesonide,substrate_of,SLC22A8,1.0,drugbank,DRUG,TARGET
Budesonide,binds,SERPINA6,1.0,drugbank,DRUG,TARGET
Budesonide,binds,ALB,1.0,drugbank,DRUG,TARGET
Aminophylline,substrate_of,CYP2E1,1.0,drugbank,DRUG,TARGET
Aminophylline,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Aminophylline,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Aminophylline,inhibits,PDE3A,1.0,drugbank,DRUG,TARGET
Aminophylline,inhibits,ADORA1,1.0,drugbank,DRUG,TARGET
Aminophylline,inhibits,ADORA3,1.0,drugbank,DRUG,TARGET
Aminophylline,activates,HDAC2,1.0,drugbank,DRUG,TARGET
Quetiapine,substrate_of,CYP2C19,1.0,drugbank,DRUG,TARGET
Quetiapine,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,CYP3A7,1.0,drugbank,DRUG,TARGET
Quetiapine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Quetiapine,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,HTR2A,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,DRD2,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,HTR1A,1.0,drugbank,DRUG,TARGET
Quetiapine,activates,HTR1A,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,HTR1B,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,HTR1D,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,HTR1E,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,HTR2C,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,HTR3A,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,HTR6,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,HTR7,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,DRD1,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,DRD5,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,DRD3,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,DRD4,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,HRH1,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,ADRA1A,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,ADRA2A,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,ADRA2B,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,ADRA2C,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,CHRM1,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,CHRM2,1.0,drugbank,DRUG,TARGET
Quetiapine,inhibits,CHRM3,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,CHRM4,1.0,drugbank,DRUG,TARGET
Quetiapine,binds,CHRM5,1.0,drugbank,DRUG,TARGET
Quetiapine,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Enoxaparin,binds,MPO,1.0,drugbank,DRUG,TARGET
Enoxaparin,binds,SERPINC1,1.0,drugbank,DRUG,TARGET
Enoxaparin,inhibits,F10,1.0,drugbank,DRUG,TARGET
Enoxaparin,inhibits,F2,1.0,drugbank,DRUG,TARGET
Paclitaxel,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Paclitaxel,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Paclitaxel,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Paclitaxel,substrate_of,CYP3A7,1.0,drugbank,DRUG,TARGET
Paclitaxel,inhibits,CYP19A1,1.0,drugbank,DRUG,TARGET
Paclitaxel,inhibits,CYP1B1,1.0,drugbank,DRUG,TARGET
Paclitaxel,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Paclitaxel,inhibits,TUBB1,1.0,drugbank,DRUG,TARGET
Paclitaxel,inhibits,BCL2,1.0,drugbank,DRUG,TARGET
Paclitaxel,induces,NR1I2,1.0,drugbank,DRUG,TARGET
Paclitaxel,substrate_of,ABCB11,1.0,drugbank,DRUG,TARGET
Paclitaxel,inhibits,ABCB11,1.0,drugbank,DRUG,TARGET
Paclitaxel,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Paclitaxel,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Paclitaxel,inhibits,ABCC1,1.0,drugbank,DRUG,TARGET
Paclitaxel,substrate_of,ABCC10,1.0,drugbank,DRUG,TARGET
Paclitaxel,inhibits,ABCC10,1.0,drugbank,DRUG,TARGET
Paclitaxel,substrate_of,SLCO1B3,1.0,drugbank,DRUG,TARGET
Paclitaxel,substrate_of,ABCC2,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,CYP2C8,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Saquinavir,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Saquinavir,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,CYP3A5,1.0,drugbank,DRUG,TARGET
Saquinavir,substrate_of,CYP3A7,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,CYP3A7,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,pol,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,gag-pol,1.0,drugbank,DRUG,TARGET
Saquinavir,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Saquinavir,induces,ABCB1,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,SLC22A1,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,SLCO1A2,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,SLCO1B1,1.0,drugbank,DRUG,TARGET
Saquinavir,substrate_of,ABCC1,1.0,drugbank,DRUG,TARGET
Saquinavir,substrate_of,ABCC2,1.0,drugbank,DRUG,TARGET
Saquinavir,inhibits,SLCO2B1,1.0,drugbank,DRUG,TARGET
Saquinavir,substrate_of,ABCB11,1.0,drugbank,DRUG,TARGET
Saquinavir,binds,ORM1,1.0,drugbank,DRUG,TARGET
Saquinavir,binds,ALB,1.0,drugbank,DRUG,TARGET
Metoclopramide,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Metoclopramide,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Metoclopramide,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Metoclopramide,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Metoclopramide,activates,HTR4,1.0,drugbank,DRUG,TARGET
Metoclopramide,inhibits,HTR3A,1.0,drugbank,DRUG,TARGET
Metoclopramide,activates,CHRM1,1.0,drugbank,DRUG,TARGET
Metoclopramide,inhibits,DRD2,1.0,drugbank,DRUG,TARGET
Metoclopramide,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Metoclopramide,binds,ORM1,1.0,drugbank,DRUG,TARGET
Dexamethasone,substrate_of,HSD11B2,1.0,drugbank,DRUG,TARGET
Dexamethasone,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Dexamethasone,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Dexamethasone,substrate_of,HSD11B1,1.0,drugbank,DRUG,TARGET
Dexamethasone,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP3A5,1.0,drugbank,DRUG,TARGET
Dexamethasone,substrate_of,CYP3A7,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP3A7,1.0,drugbank,DRUG,TARGET
Dexamethasone,inhibits,CYP17A1,1.0,drugbank,DRUG,TARGET
Dexamethasone,inhibits,CYP1A1,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP1A1,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP2A6,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP2B6,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP2C19,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP2C8,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP2E1,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP3A43,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,CYP4A11,1.0,drugbank,DRUG,TARGET
Dexamethasone,inhibits,CYP11B1,1.0,drugbank,DRUG,TARGET
Dexamethasone,activates,NR3C1,1.0,drugbank,DRUG,TARGET
Dexamethasone,binds,NR0B1,1.0,drugbank,DRUG,TARGET
Dexamethasone,activates,ANXA1,1.0,drugbank,DRUG,TARGET
Dexamethasone,modulates,NOS2,1.0,drugbank,DRUG,TARGET
Dexamethasone,activates,NR1I2,1.0,drugbank,DRUG,TARGET
Dexamethasone,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Dexamethasone,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,ABCB1,1.0,drugbank,DRUG,TARGET
Dexamethasone,substrate_of,SLC22A8,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,ABCB11,1.0,drugbank,DRUG,TARGET
Dexamethasone,induces,ABCC2,1.0,drugbank,DRUG,TARGET
Dexamethasone,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Dexamethasone,inhibits,SLCO1A2,1.0,drugbank,DRUG,TARGET
Dexamethasone,binds,ALB,1.0,drugbank,DRUG,TARGET
Levodopa,substrate_of,DDC,1.0,drugbank,DRUG,TARGET
Levodopa,activates,DRD1,1.0,drugbank,DRUG,TARGET
Levodopa,activates,DRD5,1.0,drugbank,DRUG,TARGET
Levodopa,activates,DRD2,1.0,drugbank,DRUG,TARGET
Levodopa,activates,DRD3,1.0,drugbank,DRUG,TARGET
Levodopa,activates,DRD4,1.0,drugbank,DRUG,TARGET
Levodopa,inhibits,SLC15A1,1.0,drugbank,DRUG,TARGET
Levodopa,inhibits,SLC16A10,1.0,drugbank,DRUG,TARGET
Levodopa,binds,SLC7A5,1.0,drugbank,DRUG,TARGET
Levodopa,binds,SLC7A8,1.0,drugbank,DRUG,TARGET
Levodopa,binds,ALB,1.0,drugbank,DRUG,TARGET
Aripiprazole,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Aripiprazole,substrate_of,CYP3A7,1.0,drugbank,DRUG,TARGET
Aripiprazole,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Aripiprazole,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Aripiprazole,inhibits,DRD2,1.0,drugbank,DRUG,TARGET
Aripiprazole,activates,DRD2,1.0,drugbank,DRUG,TARGET
Aripiprazole,inhibits,HTR2A,1.0,drugbank,DRUG,TARGET
Aripiprazole,activates,HTR1A,1.0,drugbank,DRUG,TARGET
Aripiprazole,inhibits,ADRA1A,1.0,drugbank,DRUG,TARGET
Aripiprazole,inhibits,ADRA1B,1.0,drugbank,DRUG,TARGET
Aripiprazole,inhibits,DRD3,1.0,drugbank,DRUG,TARGET
Aripiprazole,activates,DRD3,1.0,drugbank,DRUG,TARGET
Aripiprazole,inhibits,HTR1D,1.0,drugbank,DRUG,TARGET
Aripiprazole,binds,HTR1D,1.0,drugbank,DRUG,TARGET
Aripiprazole,inhibits,HTR7,1.0,drugbank,DRUG,TARGET
Aripiprazole,activates,HTR7,1.0,drugbank,DRUG,TARGET
Aripiprazole,inhibits,ADRA2A,1.0,drugbank,DRUG,TARGET
